GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.2_1,Dongguan,Dōngguǎn,东莞市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.3_1,Foshan,Fóshān,佛山市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.4_1,Guangzhou,Guǎngzhōu,广州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.5_1,Heyuan,Héyuán,河源市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.6_1,Huizhou,Huìzhōu,惠州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.7_1,Jiangmen,Jiāngmén,江门市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.8_1,Jieyang,Jiēyáng,揭阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.9_1,Maoming,Màomíng,茂名市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.10_1,Meizhou,Méizhōu,梅州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.11_1,Qingyuan,Qīngyuǎn,清远市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.12_1,Shantou,Shàntóu,汕头市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.13_1,Shanwei,Shànwěi,汕尾市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.14_1,Shaoguan,Sháoguān,韶关市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.15_1,Shenzhen,Shēnzhèn,深圳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.16_1,Yangjiang,Yángjiāng,阳江市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.17_1,Yunfu,Yúnfú,云浮市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.18_1,Zhanjiang,Zhànjiāng,湛江市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.19_1,Zhaoqing,Zhàoqìng,肇庆市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.20_1,Zhongshan,Zhōngshān,中山市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.6_1,Guangdong,廣東|广东,CHN.6.21_1,Zhuhai,Zhūhǎi,珠海市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.1_1,Baise,Bǎisè,百色市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.2_1,Beihai,Běihǎi,北海市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.3_1,Chongzuo,Chóngzuǒ,崇左市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.4_1,Fangchenggang,Fángchénggǎng,防城港市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.5_1,Guigang,Guìgǎng,贵港市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.6_1,Guilin,Guìlín,桂林市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.7_1,Hechi,Héchí,河池市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.8_1,Hezhou,Hèzhōu,贺州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.9_1,Laibin,Láibīn,来宾市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.10_1,Liuzhou,Liǔzhōu,柳州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.11_1,Nanning,Nánníng,南宁市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.12_1,Qinzhou,Qīnzhōu,钦州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.13_1,Wuzhou,Wúzhōu,梧州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,CHN.7.14_1,Yulin,Yùlín,玉林市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.1_1,Anshun,Ānshùn,安顺市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.2_1,Bijie,Bìjié,毕节地区,Dìqu,Prefecture,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.3_1,Guiyang,Guìyáng,贵阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.4_1,Liupanshui,Liùpánshuǐ,六盘水市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.5_1,Qiandongnan Miao and Dong,Qiándōngnán Miáozú|Dòngzú,黔东南苗族侗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.6_1,Qiannan Buyei and Miao,Qiánnán Bùyīzú|Miáozú,黔南布依族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.7_1,Qianxinan Buyei and Miao,Qiánxīnán Bùyīzú|Miáozú,黔西南布依族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.8_1,Tongren,Tóngrén,铜仁地区,Dìqu,Prefecture,NA,NA
CHN,China,CHN.8_1,Guizhou,貴州|贵州,CHN.8.9_1,Zunyi,Zūnyì,遵义市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.9_1,Hainan,海南,CHN.9.1_1,Haikou,Hǎikǒu,海口市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.9_1,Hainan,海南,CHN.9.2_1,Hainan,Hǎinán,海南,Dìqu,Prefecture,NA,NA
CHN,China,CHN.9_1,Hainan,海南,CHN.9.3_1,Sanya,Sānyà,三亚市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.1_1,Baoding,Bǎodìng,保定市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.2_1,Cangzhou,Cāngzhōu,沧州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.3_1,Chengde,Chéngdé,承德市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.4_1,Handan,Hándān,邯郸市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.5_1,Hengshui,Héngshuǐ,衡水市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.6_1,Langfang,Lángfáng,廊坊市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.7_1,Qinhuangdao,Qínhuángdǎo,秦皇岛市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.8_1,Shijiazhuang,Shíjiāzhuāng,石家庄市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.9_1,Tangshan,Tángshān,唐山市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.10_1,Xingtai,Xíngtái,邢台市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.10_1,Hebei,河北,CHN.10.11_1,Zhangjiakou,Zhāngjiākǒu,张家口市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.1_1,Daqing,Dàqìng,大庆市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.2_1,Daxing'anling,Dàxīng'ānlǐng,大兴安岭地区,Dìqu,Prefecture,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.3_1,Harbin,Hā'ěrbīn,哈尔滨市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.4_1,Hegang,Hègǎng,鹤岗市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.5_1,Heihe,Hēihé,黑河市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.6_1,Jiamusi,Jiāmùsī,佳木斯市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.7_1,Jixi,Jīxī,鸡西市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.8_1,Mudanjiang,Mǔdānjiāng,牡丹江市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.9_1,Qiqihar,Qíqíhā'ěr,齐齐哈尔市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.10_1,Qitaihe,Qītáihé,七台河市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.11_1,Shuangyashan,Shuāngyāshān,双鸭山市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.12_1,Suihua,Suíhuà,绥化市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,CHN.11.13_1,Yichun,Yīchūn,伊春市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.1_1,Anyang,Ānyáng,安阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.2_1,Hebi,Hèbì,鹤壁市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.3_1,Jiaozuo,Jiāozuò,焦作市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.4_1,Jiyuan shi,Jǐyuán,济源市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.5_1,Kaifeng,Kāifēng,开封市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.6_1,Luohe,Luòhé,漯河市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.7_1,Luoyang,Luòyáng,洛阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.8_1,Nanyang,Nányáng,南阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.9_1,Pingdingshan,Píngdǐngshān,平顶山市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.10_1,Puyang,Púyáng,濮阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.11_1,Sanmenxia,Sānménxiá,三门峡市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.12_1,Shangqiu,Shāngqiū Xiàn,商丘市,Dìqu,Prefecture,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.13_1,Xinxiang,Xīnxiāng,新乡市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.14_1,Xinyang,Xìnyáng,信阳市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.15_1,Xuchang,Xǔchāng,许昌市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.16_1,Zhengzhou,Zhèngzhōu,郑州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.17_1,Zhoukou,Zhōukǒu,周口市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.12_1,Henan,河南,CHN.12.18_1,Zhumadian,Zhùmǎdiàn,驻马店市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.1_1,Enshi Tujia and Miao,Ēnshī Tǔjiāzú|Miáozú,恩施土家族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.2_1,Ezhou,Èzhōu,鄂州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.3_1,Huanggang,Huánggāng,黄冈市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.4_1,Huangshi,Huángshí,黄石市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.5_1,Jingmen,Jīngmén,荆门市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.6_1,Jingzhou,Jīngzhōu,荆州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.7_1,Qianjiang,Qiánjiāng,潜江市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.8_1,Shennongjia,Shénnóngjià Línqū,神农架林区,Dìqu,Prefecture,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.9_1,Shiyan,Shíyàn,十堰市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.10_1,Suizhou Shi,Suízhōu,随州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.11_1,Tianmen,Tiānmén,天门市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.12_1,Wuhan,Wǔhàn,武汉市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.13_1,Xiangfan,Xiāngfán,襄樊市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.14_1,Xianning,Xiánníng,咸宁市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.15_1,Xiantao,Xiāntáo,仙桃市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.16_1,Xiaogan,Xiàogǎn,孝感市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.13_1,Hubei,湖北,CHN.13.17_1,Yichang,Yíchāng,宜昌市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.1_1,Changde,Chángdé,常德市|常德市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.2_1,Changsha,Chángshā,长沙市|長沙市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.3_1,Chenzhou,Chēnzhōu,郴州市|郴州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.4_1,Hengyang,Héngyáng,衡阳市|衡陽市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.5_1,Huaihua,Huáihuà,怀化市|懷化市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.6_1,Loudi,Lóudǐ,娄底市|婁底市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.7_1,Shaoyang,Shàoyáng,邵阳市|邵陽市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.8_1,Xiangtan,Xiāngtán,湘潭市|湘潭市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.9_1,Xiangxi Tujia and Miao,Xiāngxī Tǔjiāzú|Miáozú,湘西土家族苗族自治州|湘西土家族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.10_1,Yiyang,Yìyáng,益阳市|益陽市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.11_1,Yongzhou,Yǒngzhōu,永州市|永州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.12_1,Yueyang,Yuèyáng,岳阳市|岳陽市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.13_1,Zhangjiajie,Zhāngjiājiè,张家界市|張家界市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.14_1,Hunan,湖南,CHN.14.14_1,Zhuzhou,Zhūzhōu,株洲市|株洲市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.1_1,Changzhou,Chángzhōu,常州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.2_1,Huai'an,Huái'ān,淮安市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.3_1,Lianyungang,Liányúngǎng,连云港市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.4_1,Nanjing,Nánjīng,南京市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.5_1,Nantong,Nántōng,南通市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.6_1,Suqian,Sùqiān,宿迁市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.7_1,Suzhou,Sūzhōu,苏州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.8_1,Taizhou,Tàizhōu,泰州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.9_1,Wuxi,Wúxī,无锡市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.10_1,Xuzhou,Xúzhōu,徐州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.11_1,Yancheng,Yánchéng,盐城市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.12_1,Yangzhou,Yángzhōu,扬州市,Dìjíshì,Prefecture City,NA,NA
CHN,China,CHN.15_1,Jiangsu,江蘇|江苏,CHN.15.13_1,Zhenjiang,Zhènjiāng,镇江市,Dìjíshì,Prefecture City,NA,NA
