GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.41_1,Mapoon,NA,NA,Shire,Shire,34830,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.42_1,Maranoa,NA,NA,Region,Region,34860,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.43_1,McKinlay,NA,NA,Shire,Shire,34800,AU.QL.MC
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.44_1,Moreton Bay,NA,NA,Region,Region,35010,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.45_1,Mornington,NA,NA,Shire,Shire,35250,AU.QL.MO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.46_1,Mount Isa,NA,NA,City,City,35300,AU.QL.MI
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.47_1,Murweh,NA,NA,Shire,Shire,35600,AU.QL.MW
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.48_1,Napranum,NA,NA,Shire,Shire,35670,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.49_1,North Burnett,NA,NA,Region,Region,35760,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.50_1,Northern Peninsula Area,NA,NA,Region,Region,35780,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.51_1,Palm Island,NA,NA,Shire,Shire,35790,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.52_1,Paroo,NA,NA,Shire,Shire,35800,AU.QL.PA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.53_1,Pormpuraaw,NA,NA,Shire,Shire,36070,AU.QL.PO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.54_1,Quilpie,NA,NA,Shire,Shire,36150,AU.QL.QP
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.55_1,Redland,NA,NA,City,City,36250,AU.QL.RL
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.56_1,Richmond,NA,NA,Shire,Shire,36300,AU.QL.RI
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.57_1,Rockhampton,NA,NA,Region,Region,36360,AU.QL.RH
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.58_1,Scenic Rim,NA,NA,Region,Region,36510,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.59_1,Somerset,NA,NA,Region,Region,36580,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.60_1,South Burnett,NA,NA,Region,Region,36630,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.61_1,Southern Downs,NA,NA,Region,Region,36660,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.62_1,Sunshine Coast,NA,NA,Region,Region,36710,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.63_1,Tablelands,NA,NA,Region,Region,36810,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.64_1,Toowoomba,NA,NA,Region,Region,36910,AU.QL.TW
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.65_1,Torres,NA,NA,Shire,Shire,36950,AU.QL.TO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.66_1,Torres Strait Island,NA,NA,Region,Region,36960,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.67_1,Townsville,NA,NA,City,City,37010,AU.QL.TV
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.68_1,Weipa,NA,NA,Town,Town,37300,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.69_1,Western Downs,NA,NA,Region,Region,37310,NA
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.70_1,Whitsunday,NA,NA,Region,Region,37340,AU.QL.WH
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.71_1,Winton,NA,NA,Shire,Shire,37400,AU.QL.WI
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.72_1,Woorabinda,NA,NA,Shire,Shire,37550,AU.QL.WO
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.73_1,Wujal Wujal,NA,NA,Shire,Shire,37570,AU.QL.WW
AUS,Australia,AUS.7_1,Queensland,NA,AUS.7.74_1,Yarrabah,NA,NA,Shire,Shire,37600,AU.QL.YA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.1_1,Adelaide,NA,NA,City,City,40070,AU.SA.AD
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.2_1,Adelaide Hills,NA,NA,District Council,District Council,40120,AU.SA.AH
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.3_1,Alexandrina,NA,NA,District Council,District Council,40220,AU.SA.AL
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.4_1,Anangu Pitjantjatjara,NA,NA,Aboriginal Council,Aboriginal Council,40250,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.5_1,Barossa,NA,NA,District Council,District Council,40310,AU.SA.BA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.6_1,Barunga West,NA,NA,District Council,District Council,40430,AU.SA.BW
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.7_1,Berri and Barmera,NA,NA,District Council,District Council,40520,AU.SA.BB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.8_1,Burnside,NA,NA,City,City,40700,AU.SA.BU
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.9_1,Campbelltown,NA,NA,City,City,40910,AU.SA.CA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.10_1,Ceduna,NA,NA,District Council,District Council,41010,AU.SA.CE
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.11_1,Charles Sturt,NA,NA,City,City,41060,AU.SA.CS
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.12_1,Clare and Gilbert Valleys,NA,NA,District Council,District Council,41140,AU.SA.CG
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.13_1,Cleve,NA,NA,District Council,District Council,41190,AU.SA.CL
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.14_1,Coober Pedy,NA,NA,District Council,District Council,41330,AU.SA.CP
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.15_1,Copper Coast,NA,NA,District Council,District Council,41560,AU.SA.CC
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.16_1,Elliston,NA,NA,District Council,District Council,41750,AU.SA.EL
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.17_1,Flinders Ranges,NA,NA,District Council,District Council,41830,AU.SA.FR
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.18_1,Franklin Harbour,NA,NA,District Council,District Council,41960,AU.SA.FH
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.19_1,Gawler,NA,NA,Town,Town,42030,AU.SA.GA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.20_1,Goyder,NA,NA,District Council,District Council,42110,AU.SA.GO
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.21_1,Grant,NA,NA,District Council,District Council,42250,AU.SA.GR
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.22_1,Holdfast Bay,NA,NA,City,City,42600,AU.SA.HB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.23_1,Kangaroo Island,NA,NA,District Council,District Council,42750,AU.SA.KI
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.24_1,Karoonda East Murray,NA,NA,District Council,District Council,43080,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.25_1,Kimba,NA,NA,District Council,District Council,43220,AU.SA.KB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.26_1,Kingston,NA,NA,District Council,District Council,43360,AU.VI.KI
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.27_1,Light,NA,NA,Regional Council,Regional Council,43650,AU.SA.LI
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.28_1,Lower Eyre Peninsula,NA,NA,District Council,District Council,43710,AU.SA.LE
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.29_1,Loxton Waikerie,NA,NA,District Council,District Council,43790,AU.SA.LW
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.30_1,Mallala,NA,NA,District Council,District Council,43920,AU.SA.ML
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.31_1,Maralinga Tjarutja,NA,NA,Aboriginal Council,Aboriginal Council,44000,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.32_1,Marion,NA,NA,City,City,44060,AU.SA.MA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.33_1,Mid Murray,NA,NA,District Council,District Council,44210,AU.SA.MM
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.34_1,Mitcham,NA,NA,City,City,44340,AU.SA.MI
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.35_1,Mount Barker,NA,NA,District Council,District Council,44550,AU.SA.MB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.36_1,Mount Gambier,NA,NA,City,City,44620,AU.SA.MG
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.37_1,Mount Remarkable,NA,NA,District Council,District Council,44830,AU.SA.MR
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.38_1,Murray Bridge,NA,NA,Rural City,Rural City,45040,AU.SA.MU
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.39_1,Naracoorte and Lucindale,NA,NA,District Council,District Council,45090,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.40_1,Northern Areas,NA,NA,District Council,District Council,45120,AU.SA.NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.41_1,Norwood Payneham St Peters,NA,NA,City,City,45290,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.42_1,Onkaparinga,NA,NA,City,City,45340,AU.SA.ON
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.43_1,Orroroo/Carrieton,NA,NA,District Council,District Council,45400,AU.SA.OC
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.44_1,Peterborough,NA,NA,District Council,District Council,45540,AU.SA.PB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.45_1,Playford,NA,NA,City,City,45680,AU.SA.PF
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.46_1,Port Adelaide Enfield,NA,NA,City,City,45890,AU.SA.PE
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.47_1,Port Augusta,NA,NA,City,City,46090,AU.SA.PA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.48_1,Port Lincoln,NA,NA,City,City,46300,AU.SA.PL
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.49_1,Port Pirie City and Dists,NA,NA,Municipality,Municipality,46450,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.50_1,Prospect,NA,NA,City,City,46510,AU.SA.PR
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.51_1,Renmark Paringa,NA,NA,District Council,District Council,46670,AU.SA.RP
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.52_1,Robe,NA,NA,District Council,District Council,46860,AU.SA.RO
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.53_1,Roxby Downs,NA,NA,Municipality,Municipality,46970,AU.SA.RD
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.54_1,Salisbury,NA,NA,City,City,47140,AU.SA.SA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.55_1,Southern Mallee,NA,NA,District Council,District Council,47290,AU.SA.SM
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.56_1,Streaky Bay,NA,NA,District Council,District Council,47490,AU.SA.SB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.57_1,Tatiara,NA,NA,District Council,District Council,47630,AU.SA.TA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.58_1,Tea Tree Gully,NA,NA,City,City,47700,AU.SA.TT
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.59_1,The Coorong,NA,NA,District Council,District Council,47800,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.60_1,Tumby Bay,NA,NA,District Council,District Council,47910,AU.SA.TB
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.61_1,Unincorporated South Australia,NA,NA,Unincorporated Area,Unincorporated Area,49399,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.62_1,Unley,NA,NA,City,City,47980,AU.SA.UN
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.63_1,Victor Harbor,NA,NA,City,City,48050,AU.SA.VH
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.64_1,Wakefield,NA,NA,District Council,District Council,48130,AU.SA.WF
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.65_1,Walkerville,NA,NA,Municipality,Municipality,48260,AU.SA.WV
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.66_1,Wattle Range,NA,NA,District Council,District Council,48340,AU.SA.WR
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.67_1,West Torrens,NA,NA,City,City,48410,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.68_1,Whyalla,NA,NA,City,City,48540,AU.SA.WH
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.69_1,Wudinna,NA,NA,District Council,District Council,48640,NA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.70_1,Yankalilla,NA,NA,District Council,District Council,48750,AU.SA.YA
AUS,Australia,AUS.8_1,South Australia,NA,AUS.8.71_1,Yorke Peninsula,NA,NA,District Council,District Council,48830,AU.SA.YP
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.1_1,Break O'Day,NA,NA,Municipality,Municipality,60210,AU.TS.BO
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.2_1,Brighton,NA,NA,Municipality,Municipality,60410,AU.TS.BR
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.3_1,Burnie,NA,NA,City,City,60610,AU.TS.BU
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.4_1,Central Coast,NA,NA,Municipality,Municipality,60810,AU.TS.CC
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.5_1,Central Highlands,NA,NA,Municipality,Municipality,61010,AU.TS.CH
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.6_1,Circular Head,NA,NA,Municipality,Municipality,61210,AU.TS.CI
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.7_1,Clarence,NA,NA,City,City,61410,AU.TS.CL
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.8_1,Derwent Valley,NA,NA,Municipality,Municipality,61510,AU.TS.DV
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.9_1,Devonport,NA,NA,City,City,61610,AU.TS.DE
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.10_1,Dorset,NA,NA,Municipality,Municipality,61810,AU.TS.DO
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.11_1,Flinders,NA,NA,Municipality,Municipality,62010,AU.TS.FL
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.12_1,George Town,NA,NA,Municipality,Municipality,62210,AU.TS.GT
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.13_1,Glamorgan/Spring Bay,NA,NA,Municipality,Municipality,62410,NA
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.14_1,Glenorchy,NA,NA,City,City,62610,AU.TS.GL
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.15_1,Hobart,NA,NA,City,City,62810,AU.TS.HO
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.16_1,Huon Valley,NA,NA,Municipality,Municipality,63010,AU.TS.HV
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.17_1,Kentish,NA,NA,Municipality,Municipality,63210,AU.TS.KE
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.18_1,King Island,NA,NA,Municipality,Municipality,63410,AU.TS.KI
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.19_1,Kingborough,NA,NA,Municipality,Municipality,63610,AU.TS.KB
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.20_1,Latrobe,NA,NA,Municipality,Municipality,63810,AU.VI.LA
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.21_1,Launceston,NA,NA,City,City,64010,AU.TS.LC
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.22_1,Macquarie Island,NA,NA,State reserve,State reserve,NA,AU.TS.??
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.23_1,Meander Valley,NA,NA,Municipality,Municipality,64210,AU.TS.MV
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.24_1,Northern Midlands,NA,NA,Municipality,Municipality,64610,AU.TS.NM
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.25_1,Sorell,NA,NA,Municipality,Municipality,64810,AU.TS.SO
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.26_1,Southern Midlands,NA,NA,Municipality,Municipality,65010,AU.TS.SM
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.27_1,Tasman,NA,NA,Municipality,Municipality,65210,AU.TS.TA
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.28_1,Waratah/Wynyard,NA,NA,Municipality,Municipality,65410,NA
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.29_1,West Coast,NA,NA,Municipality,Municipality,65610,AU.TS.WC
AUS,Australia,AUS.9_1,Tasmania,NA,AUS.9.30_1,West Tamar,NA,NA,Municipality,Municipality,65810,AU.TS.WT
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.1_1,Alpine,NA,NA,Shire,Shire,20110,AU.VI.AL
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.2_1,Ararat,NA,NA,Rural City,Rural City,20260,AU.VI.AR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.3_1,Ballarat,NA,NA,City,City,20570,AU.VI.BA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.4_1,Banyule,NA,NA,City,City,20660,AU.VI.BY
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.5_1,Bass Coast,NA,NA,Shire,Shire,20740,AU.VI.BC
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.6_1,Baw Baw,NA,NA,Shire,Shire,20830,AU.VI.BB
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.7_1,Bayside,NA,NA,City,City,20910,AU.VI.BS
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.8_1,Benalla,NA,NA,Rural City,Rural City,21010,NA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.9_1,Boroondara,NA,NA,City,City,21110,AU.VI.BO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.10_1,Brimbank,NA,NA,City,City,21180,AU.VI.BR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.11_1,Buloke,NA,NA,Shire,Shire,21270,AU.VI.BU
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.12_1,Campaspe,NA,NA,Shire,Shire,21370,AU.VI.CP
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.13_1,Cardinia,NA,NA,Shire,Shire,21450,AU.VI.CA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.14_1,Casey,NA,NA,City,City,21610,AU.VI.CS
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.15_1,Central Goldfields,NA,NA,Shire,Shire,21670,AU.VI.CG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.16_1,Colac-Otway,NA,NA,Shire,Shire,21750,AU.VI.CO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.17_1,Corangamite,NA,NA,Shire,Shire,21830,AU.VI.CR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.18_1,Darebin,NA,NA,City,City,21890,AU.VI.DA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.19_1,East Gippsland,NA,NA,Shire,Shire,22110,AU.VI.EG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.20_1,Frankston,NA,NA,City,City,22170,AU.VI.FR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.21_1,Gannawarra,NA,NA,Shire,Shire,22250,AU.VI.GA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.22_1,Glen Eira,NA,NA,City,City,22310,AU.VI.GE
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.23_1,Glenelg,NA,NA,Shire,Shire,22410,AU.VI.GL
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.24_1,Golden Plains,NA,NA,Shire,Shire,22490,AU.VI.GP
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.25_1,Greater Bendigo,NA,NA,City,City,22620,AU.VI.GB
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.26_1,Greater Dandenong,NA,NA,City,City,22670,AU.VI.GD
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.27_1,Greater Geelong,NA,NA,City,City,22750,AU.VI.GG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.28_1,Greater Shepparton,NA,NA,City,City,22830,AU.VI.GS
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.29_1,Hepburn,NA,NA,Shire,Shire,22910,AU.VI.HE
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.30_1,Hindmarsh,NA,NA,Shire,Shire,22980,AU.VI.HI
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.31_1,Hobsons Bay,NA,NA,City,City,23110,AU.VI.HB
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.32_1,Horsham,NA,NA,Rural City,Rural City,23190,AU.VI.HO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.33_1,Hume,NA,NA,City,City,23270,AU.VI.HU
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.34_1,Indigo,NA,NA,Shire,Shire,23350,AU.VI.IN
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.35_1,Kingston,NA,NA,City,City,23430,AU.VI.KI
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.36_1,Knox,NA,NA,City,City,23670,AU.VI.KN
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.37_1,Latrobe,NA,NA,City,City,23810,AU.VI.LA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.38_1,Loddon,NA,NA,Shire,Shire,23940,AU.VI.LO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.39_1,Macedon Ranges,NA,NA,Shire,Shire,24130,AU.VI.MR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.40_1,Manningham,NA,NA,City,City,24210,AU.VI.MN
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.41_1,Mansfield,NA,NA,Shire,Shire,24250,NA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.42_1,Maribyrnong,NA,NA,City,City,24330,AU.VI.MB
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.43_1,Maroondah,NA,NA,City,City,24410,AU.VI.MH
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.44_1,Melbourne,NA,NA,City,City,24600,AU.VI.ME
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.45_1,Melton,NA,NA,Shire,Shire,24650,AU.VI.MT
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.46_1,Mildura,NA,NA,Rural City,Rural City,24780,AU.VI.ML
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.47_1,Mitchell,NA,NA,Shire,Shire,24850,AU.VI.MC
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.48_1,Moira,NA,NA,Shire,Shire,24900,AU.VI.MI
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.49_1,Monash,NA,NA,City,City,24970,AU.VI.MS
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.50_1,Moonee Valley,NA,NA,City,City,25060,AU.VI.MV
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.51_1,Moorabool,NA,NA,Shire,Shire,25150,AU.VI.MO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.52_1,Moreland,NA,NA,City,City,25250,AU.VI.MD
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.53_1,Mornington Peninsula,NA,NA,Shire,Shire,25340,AU.VI.MP
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.54_1,Mount Alexander,NA,NA,Shire,Shire,25430,AU.VI.MA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.55_1,Moyne,NA,NA,Shire,Shire,25490,AU.VI.MY
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.56_1,Murrindindi,NA,NA,Shire,Shire,25620,AU.VI.MU
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.57_1,Nillumbik,NA,NA,Shire,Shire,25710,AU.VI.NI
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.58_1,Northern Grampians,NA,NA,Shire,Shire,25810,AU.VI.NG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.59_1,Port Phillip,NA,NA,City,City,25900,AU.VI.PP
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.60_1,Pyrenees,NA,NA,Shire,Shire,25990,AU.VI.PY
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.61_1,Queenscliffe,NA,NA,Borough,Borough,26080,AU.VI.QC
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.62_1,South Gippsland,NA,NA,Shire,Shire,26170,AU.VI.SL
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.63_1,Southern Grampians,NA,NA,Shire,Shire,26260,AU.VI.SG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.64_1,Stonnington,NA,NA,City,City,26350,AU.VI.SN
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.65_1,Strathbogie,NA,NA,Shire,Shire,26430,AU.VI.SB
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.66_1,Surf Coast,NA,NA,Shire,Shire,26490,AU.VI.SC
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.67_1,Swan Hill,NA,NA,Rural City,Rural City,26610,AU.VI.SH
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.68_1,Towong,NA,NA,Shire,Shire,26670,AU.VI.TO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.69_1,Unincorporated Victoria,NA,NA,Unincorporated Area,Unincorporated Area,29399,NA
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.70_1,Wangaratta,NA,NA,Rural City,Rural City,26700,AU.VI.WG
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.71_1,Warrnambool,NA,NA,City,City,26730,AU.VI.WR
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.72_1,Wellington,NA,NA,Shire,Shire,26810,AU.VI.WE
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.73_1,West Wimmera,NA,NA,Shire,Shire,26890,AU.VI.WW
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.74_1,Whitehorse,NA,NA,City,City,26980,AU.VI.WH
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.75_1,Whittlesea,NA,NA,City,City,27070,AU.VI.WS
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.76_1,Wodonga,NA,NA,Rural City,Rural City,27170,AU.VI.WO
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.77_1,Wyndham,NA,NA,City,City,27260,AU.VI.WY
AUS,Australia,AUS.10_1,Victoria,NA,AUS.10.78_1,Yarra,NA,NA,City,City,27350,AU.VI.YA
