GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.29_1,L'Amiante,NA,NA,Regional County Municipality,Regional County Municipality,31,CA.QC.AM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.30_1,L'Assomption,NA,NA,Regional County Municipality,Regional County Municipality,60,CA.QC.AN
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.31_1,L'Érable,NA,NA,Regional County Municipality,Regional County Municipality,32,CA.QC.ER
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.32_1,L'Île-d'Orléans,NA,NA,Regional County Municipality,Regional County Municipality,20,CA.QC.IO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.33_1,L'Islet,NA,NA,Regional County Municipality,Regional County Municipality,17,CA.QC.IS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.34_1,La Côte-de-Beaupré,NA,NA,Regional County Municipality,Regional County Municipality,21,CA.QC.CB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.35_1,La Côte-de-Gaspé,NA,NA,Regional County Municipality,Regional County Municipality,03,CA.QC.CG
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.36_1,La Haute-Côte-Nord,NA,NA,Regional County Municipality,Regional County Municipality,95,CA.QC.HC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.37_1,La Haute-Gaspésie,Denis-Riverin,NA,Regional County Municipality,Regional County Municipality,04,CA.QC.DR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.38_1,La Haute-Yamaska,NA,NA,Regional County Municipality,Regional County Municipality,47,CA.QC.HY
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.39_1,La Jacques-Cartier,NA,NA,Regional County Municipality,Regional County Municipality,22,CA.QC.JC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.40_1,La Matapédia,NA,NA,Regional County Municipality,Regional County Municipality,07,CA.QC.MP
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.41_1,La Mitis,NA,NA,Regional County Municipality,Regional County Municipality,09,CA.QC.MI
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.42_1,La Nouvelle-Beauce,NA,NA,Regional County Municipality,Regional County Municipality,26,CA.QC.NB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.43_1,La Région-Sherbrookoise,NA,NA,Regional County Municipality,Regional County Municipality,43,CA.QC.SH
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.44_1,La Rivière-du-Nord,NA,NA,Regional County Municipality,Regional County Municipality,75,CA.QC.RD
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.45_1,La Vallée-de-la-Gatineau,NA,NA,Regional County Municipality,Regional County Municipality,83,CA.QC.VG
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.46_1,La Vallée-du-Richelieu,NA,NA,Regional County Municipality,Regional County Municipality,57,CA.QC.VR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.47_1,Lac-Saint-Jean-Est,NA,NA,Regional County Municipality,Regional County Municipality,93,CA.QC.LS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.48_1,Lajemmerais,NA,NA,Regional County Municipality,Regional County Municipality,59,CA.QC.LJ
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.49_1,Laval,NA,NA,Regional County Municipality,Regional County Municipality,65,CA.QC.LV
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.50_1,Le Bas-Richelieu,NA,NA,Regional County Municipality,Regional County Municipality,53,CA.QC.BR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.51_1,Le Centre-de-la-Mauricie,NA,NA,Regional County Municipality,Regional County Municipality,36,CA.QC.CM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.52_1,Le Domaine-du-Roy,NA,NA,Regional County Municipality,Regional County Municipality,91,CA.QC.DD
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.53_1,Le Fjord-du-Saguenay,NA,NA,Regional County Municipality,Regional County Municipality,94,CA.QC.FS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.54_1,Le Granit,NA,NA,Regional County Municipality,Regional County Municipality,30,CA.QC.GR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.55_1,Le Haut-Richelieu,NA,NA,Regional County Municipality,Regional County Municipality,56,CA.QC.HR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.56_1,Le Haut-Saint-François,NA,NA,Regional County Municipality,Regional County Municipality,41,CA.QC.HF
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.57_1,Le Haut-Saint-Laurent,NA,NA,Regional County Municipality,Regional County Municipality,69,CA.QC.HL
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.58_1,Le Haut-Saint-Maurice,NA,NA,Regional County Municipality,Regional County Municipality,90,CA.QC.HM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.59_1,Le Rocher-Percé,Pabok,NA,Municipalité Régionale de Comté,Regional County Municipality,02,CA.QC.PB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.60_1,Le Val-Saint-François,NA,NA,Regional County Municipality,Regional County Municipality,42,CA.QC.VF
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.61_1,Les Basques,NA,NA,Regional County Municipality,Regional County Municipality,11,CA.QC.BA
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.62_1,Les Chutes-de-la-Chaudière,NA,NA,Regional County Municipality,Regional County Municipality,25,CA.QC.CC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.63_1,Les Collines-de-l'Outaouais,NA,NA,Regional County Municipality,Regional County Municipality,82,CA.QC.CO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.64_1,Les Etchemins,NA,NA,Regional County Municipality,Regional County Municipality,28,CA.QC.ET
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.65_1,Les Îles-de-la-Madeleine,NA,NA,Regional County Municipality,Regional County Municipality,01,CA.QC.IM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.66_1,Les Jardins-de-Napierville,NA,NA,Regional County Municipality,Regional County Municipality,68,CA.QC.JN
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.67_1,Les Laurentides,NA,NA,Regional County Municipality,Regional County Municipality,78,CA.QC.LL
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.68_1,Les Maskoutains,NA,NA,Regional County Municipality,Regional County Municipality,54,CA.QC.MK
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.69_1,Les Moulins,NA,NA,Regional County Municipality,Regional County Municipality,64,CA.QC.MU
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.70_1,Les Pays-d'en-Haut,NA,NA,Regional County Municipality,Regional County Municipality,77,CA.QC.PH
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.71_1,Lotbinière,NA,NA,Regional County Municipality,Regional County Municipality,33,CA.QC.LO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.72_1,Manicouagan,NA,NA,Regional County Municipality,Regional County Municipality,96,CA.QC.MN
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.73_1,Maria-Chapdelaine,NA,NA,Regional County Municipality,Regional County Municipality,92,CA.QC.MC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.74_1,Maskinongé,NA,NA,Regional County Municipality,Regional County Municipality,51,CA.QC.MS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.75_1,Matane,NA,NA,Regional County Municipality,Regional County Municipality,08,CA.QC.MT
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.76_1,Matawinie,NA,NA,Regional County Municipality,Regional County Municipality,62,CA.QC.MW
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.77_1,Mékinac,NA,NA,Regional County Municipality,Regional County Municipality,35,CA.QC.ME
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.78_1,Memphrémagog,NA,NA,Regional County Municipality,Regional County Municipality,45,CA.QC.MG
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.79_1,Minganie--Basse-Côte-Nord,NA,NA,Census Division,Census Division,98,CA.QC.MB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.80_1,Mirabel,NA,NA,Regional County Municipality,Regional County Municipality,74,CA.QC.ML
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.81_1,Montcalm,NA,NA,Regional County Municipality,Regional County Municipality,63,CA.QC.MO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.82_1,Montmagny,NA,NA,Regional County Municipality,Regional County Municipality,18,CA.QC.MM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.83_1,Nicolet-Yamaska,NA,NA,Regional County Municipality,Regional County Municipality,50,CA.QC.NY
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.84_1,Nord-du-Québec,NA,NA,County,County,99,CA.QC.NQ
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.85_1,Papineau,NA,NA,Regional County Municipality,Regional County Municipality,80,CA.QC.PP
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.86_1,Pontiac,NA,NA,Regional County Municipality,Regional County Municipality,84,CA.QC.PN
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.87_1,Portneuf,NA,NA,Regional County Municipality,Regional County Municipality,34,CA.QC.PR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.88_1,Rimouski-Neigette,NA,NA,Regional County Municipality,Regional County Municipality,10,CA.QC.RM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.89_1,Rivière-du-Loup,NA,NA,Regional County Municipality,Regional County Municipality,12,CA.QC.RL
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.90_1,Robert-Cliche,NA,NA,Regional County Municipality,Regional County Municipality,27,CA.QC.RC
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.91_1,Roussillon,NA,NA,Regional County Municipality,Regional County Municipality,67,CA.QC.RS
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.92_1,Rouville,NA,NA,Regional County Municipality,Regional County Municipality,55,CA.QC.RV
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.93_1,Rouyn-Noranda,NA,NA,Regional County Municipality,Regional County Municipality,86,CA.QC.RN
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.94_1,Sept-Rivières--Caniapiscau,NA,NA,Census Division,Census Division,97,CA.QC.SR
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.95_1,Témiscamingue,NA,NA,Regional County Municipality,Regional County Municipality,85,CA.QC.TM
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.96_1,Témiscouata,NA,NA,Regional County Municipality,Regional County Municipality,13,CA.QC.TT
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.97_1,Thérèse-De Blainville,NA,NA,Regional County Municipality,Regional County Municipality,73,CA.QC.TB
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.98_1,Vallée-de-l'Or,NA,NA,Regional County Municipality,Regional County Municipality,89,CA.QC.VO
CAN,Canada,CAN.11_1,Québec,NA,CAN.11.99_1,Vaudreuil-Soulanges,NA,NA,Regional County Municipality,Regional County Municipality,71,CA.QC.VS
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.10_1,Division No. 1,NA,NA,Census Division,Census Division,01,CA.SK.ON
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.1_1,Division No. 10,NA,NA,Census Division,Census Division,10,CA.SK.TE
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.2_1,Division No. 11,NA,NA,Census Division,Census Division,11,CA.SK.EL
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.3_1,Division No. 12,NA,NA,Census Division,Census Division,12,CA.SK.TV
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.4_1,Division No. 13,NA,NA,Census Division,Census Division,13,CA.SK.TN
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.5_1,Division No. 14,NA,NA,Census Division,Census Division,14,CA.SK.FT
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.6_1,Division No. 15,NA,NA,Census Division,Census Division,15,CA.SK.FN
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.7_1,Division No. 16,NA,NA,Census Division,Census Division,16,CA.SK.ST
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.8_1,Division No. 17,NA,NA,Census Division,Census Division,17,CA.SK.SN
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.9_1,Division No. 18,NA,NA,Census Division,Census Division,18,CA.SK.ET
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.11_1,Division No. 2,NA,NA,Census Division,Census Division,02,CA.SK.TW
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.12_1,Division No. 3,NA,NA,Census Division,Census Division,03,CA.SK.TR
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.13_1,Division No. 4,NA,NA,Census Division,Census Division,04,CA.SK.FO
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.14_1,Division No. 5,NA,NA,Census Division,Census Division,05,CA.SK.FI
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.15_1,Division No. 6,NA,NA,Census Division,Census Division,06,CA.SK.SI
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.16_1,Division No. 7,NA,NA,Census Division,Census Division,07,CA.SK.SE
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.17_1,Division No. 8,NA,NA,Census Division,Census Division,08,CA.SK.EI
CAN,Canada,CAN.12_1,Saskatchewan,NA,CAN.12.18_1,Division No. 9,NA,NA,Census Division,Census Division,09,CA.SK.NI
CAN,Canada,CAN.13_1,Yukon,NA,CAN.13.1_1,Yukon,NA,NA,Census Division,Territory,01,CA.YT.YT
