Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-04-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-04-02	2.525	3.3e-07	2.525	3.3e-07	0.0	0.0	0.0	0.0
2020-04-03	2.525	3.3e-07	5.05	6.6e-07	0.0	0.0	0.0	0.0
2020-04-04	2.525	3.3e-07	7.575	9.9e-07	0.0	0.0	0.0	0.0
2020-04-05	5.05	6.6e-07	12.626	1.65e-06	0.0	0.0	0.0	0.0
2020-04-06	12.626	1.65e-06	25.252	3.3e-06	0.0	0.0	0.0	0.0
2020-04-07	20.201	2.64e-06	45.453	5.94e-06	0.0	0.0	0.0	0.0
2020-04-08	27.777	3.63e-06	73.23	9.57e-06	0.0	0.0	0.0	0.0
2020-04-09	37.877	4.95e-06	111.107	1.452e-05	0.0	0.0	0.0	0.0
2020-04-10	60.604	7.92e-06	171.711	2.245e-05	0.0	0.0	0.0	0.0
2020-04-11	90.906	1.188e-05	262.616	3.433e-05	0.0	0.0	0.0	0.0
2020-04-12	126.258	1.65e-05	388.874	5.083e-05	0.015	0.0	0.015	0.0
2020-04-13	154.035	2.013e-05	542.909	7.097e-05	0.015	0.0	0.03	0.0
2020-04-14	174.236	2.278e-05	717.144	9.374e-05	0.015	0.0	0.045	1e-08
2020-04-15	186.862	2.443e-05	904.006	0.00011817	0.03	0.0	0.076	1e-08
2020-04-16	196.962	2.575e-05	1100.968	0.00014391	0.076	1e-08	0.152	2e-08
2020-04-17	199.487	2.608e-05	1300.456	0.00016999	0.121	2e-08	0.273	4e-08
2020-04-18	202.013	2.641e-05	1502.468	0.0001964	0.167	2e-08	0.439	6e-08
2020-04-19	204.538	2.674e-05	1707.006	0.00022313	0.227	3e-08	0.667	9e-08
2020-04-20	202.013	2.641e-05	1909.018	0.00024954	0.364	5e-08	1.03	1.3e-07
2020-04-21	199.487	2.608e-05	2108.506	0.00027562	0.545	7e-08	1.576	2.1e-07
2020-04-22	196.962	2.575e-05	2305.468	0.00030136	0.758	1e-07	2.333	3e-07
2020-04-23	184.336	2.41e-05	2489.804	0.00032546	0.924	1.2e-07	3.257	4.3e-07
2020-04-24	179.286	2.344e-05	2669.09	0.00034889	1.045	1.4e-07	4.303	5.6e-07
2020-04-25	169.185	2.212e-05	2838.276	0.00037101	1.121	1.5e-07	5.424	7.1e-07
2020-04-26	146.459	1.914e-05	2984.735	0.00039015	1.182	1.5e-07	6.606	8.6e-07
2020-04-27	126.258	1.65e-05	3110.993	0.00040666	1.197	1.6e-07	7.803	1.02e-06
2020-04-28	108.582	1.419e-05	3219.575	0.00042085	1.212	1.6e-07	9.015	1.18e-06
2020-04-29	93.431	1.221e-05	3313.005	0.00043306	1.227	1.6e-07	10.242	1.34e-06
2020-04-30	78.28	1.023e-05	3391.285	0.0004433	1.212	1.6e-07	11.454	1.5e-06
2020-05-01	63.129	8.25e-06	3454.414	0.00045155	1.197	1.6e-07	12.651	1.65e-06
2020-05-02	50.503	6.6e-06	3504.917	0.00045815	1.182	1.5e-07	13.833	1.81e-06
2020-05-03	42.928	5.61e-06	3547.845	0.00046376	1.106	1.4e-07	14.939	1.95e-06
2020-05-04	37.877	4.95e-06	3585.722	0.00046871	1.076	1.4e-07	16.015	2.09e-06
2020-05-05	32.827	4.29e-06	3618.549	0.000473	1.015	1.3e-07	17.03	2.23e-06
2020-05-06	27.777	3.63e-06	3646.326	0.00047663	0.879	1.1e-07	17.908	2.34e-06
2020-05-07	22.726	2.97e-06	3669.052	0.00047961	0.758	1e-07	18.666	2.44e-06
2020-05-08	17.676	2.31e-06	3686.729	0.00048192	0.651	9e-08	19.317	2.53e-06
2020-05-09	12.626	1.65e-06	3699.354	0.00048357	0.561	7e-08	19.878	2.6e-06
2020-05-10	10.101	1.32e-06	3709.455	0.00048489	0.47	6e-08	20.348	2.66e-06
2020-05-11	7.575	9.9e-07	3717.03	0.00048588	0.379	5e-08	20.726	2.71e-06
2020-05-12	5.05	6.6e-07	3722.081	0.00048654	0.303	4e-08	21.03	2.75e-06
2020-05-13	2.525	3.3e-07	3724.606	0.00048687	0.258	3e-08	21.287	2.78e-06
2020-05-14	0.0	0.0	3724.606	0.00048687	0.227	3e-08	21.514	2.81e-06
2020-05-15	0.0	0.0	3724.606	0.00048687	0.197	3e-08	21.711	2.84e-06
2020-05-16	0.0	0.0	3724.606	0.00048687	0.167	2e-08	21.878	2.86e-06
2020-05-17	0.0	0.0	3724.606	0.00048687	0.136	2e-08	22.014	2.88e-06
2020-05-18	0.0	0.0	3724.606	0.00048687	0.106	1e-08	22.12	2.89e-06
2020-05-19	0.0	0.0	3724.606	0.00048687	0.076	1e-08	22.196	2.9e-06
2020-05-20	0.0	0.0	3724.606	0.00048687	0.061	1e-08	22.257	2.91e-06
2020-05-21	0.0	0.0	3724.606	0.00048687	0.045	1e-08	22.302	2.92e-06
2020-05-22	0.0	0.0	3724.606	0.00048687	0.03	0.0	22.332	2.92e-06
2020-05-23	0.0	0.0	3724.606	0.00048687	0.015	0.0	22.348	2.92e-06
