Adair,25339
Andrew,17607
Atchison,5171
Audrain,25473
Barry,35886
Barton,11798
Bates,16320
Benton,19278
Bollinger,12169
Boone,180005
Buchanan,88571
Butler,42639
Caldwell,9108
Callaway,44889
Camden,45815
Cape Girardeau,78753
Carroll,8743
Carter,6054
Cass,104954
Cedar,14165
Chariton,7451
Christian,86983
Clark,6842
Clay,246365
Clinton,20470
Cole,76796
Cooper,17603
Crawford,23957
Dade,7569
Dallas,16762
Daviess,8313
De Kalb,12630
Dent,15441
Douglas,13373
Dunklin,29423
Franklin,103670
Gasconade,14705
Gentry,6628
Greene,291923
Grundy,9914
Harrison,8414
Henry,21792
Hickory,9509
Holt,4404
Howard,10137
Howell,40076
Iron,10177
Jackson,700307
Jasper,120636
Jefferson,224347
Johnson,53652
Knox,3947
Laclede,35713
Lafayette,32598
Lawrence,38359
Lewis,9855
Lincoln,57686
Linn,12037
Livingston,15146
McDonald,23078
Macon,15153
Madison,12188
Maries,8769
Marion,28592
Mercer,3641
Miller,25336
Mississippi,13336
Moniteau,16121
Monroe,8664
Montgomery,11534
Morgan,20358
New Madrid,17296
Newton,58266
Nodaway,22304
Oregon,10541
Osage,13714
Ozark,9017
Pemiscot,16272
Perry,19150
Pettis,42542
Phelps,44732
Pike,18504
Platte,102985
Polk,32201
Pulaski,52014
Putnam,4757
Ralls,10212
Randolph,24763
Ray,22883
Reynolds,6254
Ripley,13401
Saint Charles,399182
Saint Clair,9395
Sainte Genevieve,17888
Saint Francois,66692
Saint Louis,996945
Saline,22895
Schuyler,4599
Scotland,4966
Scott,38458
Shannon,8189
Shelby,6050
Stoddard,29206
Stone,31749
Sullivan,6221
Taney,55852
Texas,25571
Vernon,20528
Warren,34711
Washington,24943
Wayne,13122
Webster,39109
Worth,2040
Wright,18378
