Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Saint Kitts and Nevis	0.001	2e-08	0.173	3.3e-06	0.0	0.0	0.001	2e-08
Haiti	5.338	4.8e-07	7874.04	0.00070789	0.545	5e-08	45.002	4.05e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.48	4e-08	45.483	4.09e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.416	4e-08	45.899	4.13e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.352	3e-08	46.251	4.16e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.288	3e-08	46.54	4.18e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.224	2e-08	46.764	4.2e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.16	1e-08	46.924	4.22e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.128	1e-08	47.052	4.23e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.096	1e-08	47.148	4.24e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.064	1e-08	47.212	4.24e-06
Haiti	0.0	0.0	7874.04	0.00070789	0.032	0.0	47.244	4.25e-06
Dominica	0.001	1e-08	0.326	4.55e-06	0.0	0.0	0.002	3e-08
