Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	59.256	1.6e-06	87402.527	0.00235848	6.044	1.6e-07	499.528	1.348e-05
Canada	0.0	0.0	87402.527	0.00235848	5.333	1.4e-07	504.861	1.362e-05
Canada	0.0	0.0	87402.527	0.00235848	4.622	1.2e-07	509.483	1.375e-05
Canada	0.0	0.0	87402.527	0.00235848	3.911	1.1e-07	513.394	1.385e-05
Canada	0.0	0.0	87402.527	0.00235848	3.2	9e-08	516.593	1.394e-05
Canada	0.0	0.0	87402.527	0.00235848	2.489	7e-08	519.082	1.401e-05
Canada	0.0	0.0	87402.527	0.00235848	1.778	5e-08	520.86	1.405e-05
Canada	0.0	0.0	87402.527	0.00235848	1.422	4e-08	522.282	1.409e-05
Canada	0.0	0.0	87402.527	0.00235848	1.067	3e-08	523.349	1.412e-05
Canada	0.0	0.0	87402.527	0.00235848	0.711	2e-08	524.06	1.414e-05
Canada	0.0	0.0	87402.527	0.00235848	0.356	1e-08	524.415	1.415e-05
Dominican Republic	53.601	5.04e-06	141.313	1.33e-05	0.0	0.0	0.0	0.0
Costa Rica	1.078	2.2e-07	2.157	4.3e-07	0.0	0.0	0.0	0.0
Mexico	16489.766	0.00013067	46721.004	0.00037024	0.0	0.0	0.0	0.0
Paraguay	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
