Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Sao Tome and Principe	2900.42	0.01374424	117658.392	0.55754872	17.403	8.247e-05	705.95	0.00334529
Ethiopia	1038674.183	0.00950953	70785704.705	0.64807499	6232.045	5.706e-05	424714.228	0.00388845
Swaziland	10804.642	0.00950953	736336.968	0.64807499	64.828	5.706e-05	4418.022	0.00388845
Cameroon	215440.419	0.00854372	17003320.895	0.67430049	1292.643	5.126e-05	102019.925	0.0040458
Burkina Faso	179023.379	0.00906377	12979499.177	0.65713876	1074.14	5.438e-05	77876.995	0.00394283
Guinea	118054.325	0.00950953	8045408.982	0.64807499	708.326	5.706e-05	48272.454	0.00388845
Liberia	48332.325	0.01002958	3077232.254	0.63856546	289.994	6.018e-05	18463.394	0.00383139
Kenya	488723.353	0.00950953	33306524.312	0.64807499	2932.34	5.706e-05	199839.146	0.00388845
Mauritania	41873.493	0.00950953	2853680.906	0.64807499	251.241	5.706e-05	17122.085	0.00388845
Rwanda	116985.654	0.00950953	7972578.963	0.64807499	701.914	5.706e-05	47835.474	0.00388845
Seychelles	920.161	0.00950953	62709.032	0.64807499	5.521	5.706e-05	376.254	0.00388845
Malawi	229147.239	0.01262984	10584186.021	0.58336561	1374.883	7.578e-05	63505.116	0.00350019
Benin	115190.231	0.01002958	7333954.934	0.63856546	691.141	6.018e-05	44003.73	0.00383139
Libya	73681.559	0.01103254	4127262.518	0.61798624	442.089	6.62e-05	24763.575	0.00370792
Republic of the Congo	49871.425	0.00950953	3398740.486	0.64807499	299.229	5.706e-05	20392.443	0.00388845
Togo	67402.195	0.00854372	5319619.928	0.67430049	404.413	5.126e-05	31917.72	0.0040458
Ghana	283071.196	0.00950953	19291318.144	0.64807499	1698.427	5.706e-05	115747.909	0.00388845
Central African Republic	44375.05	0.00950953	3024162.216	0.64807499	266.25	5.706e-05	18144.973	0.00388845
Mauritius	12690.46	0.01002958	807978.789	0.63856546	76.143	6.018e-05	4847.873	0.00383139
Mali	219688.11	0.01151545	11579274.553	0.6069537	1318.129	6.909e-05	69475.647	0.00364172
Angola	325031.727	0.01054963	19365040.741	0.62853588	1950.19	6.33e-05	116190.244	0.00377122
South Africa	493652.799	0.00854372	38960827.266	0.67430049	2961.917	5.126e-05	233764.964	0.0040458
Senegal	128387.955	0.00809796	10818990.627	0.68239845	770.328	4.859e-05	64913.944	0.00409439
Mozambique	325415.388	0.01103254	18228098.69	0.61798624	1952.492	6.62e-05	109368.592	0.00370792
Uganda	450713.499	0.01054963	26853025.586	0.62853588	2704.281	6.33e-05	161118.154	0.00377122
Niger	236764.898	0.01054963	14106197.976	0.62853588	1420.589	6.33e-05	84637.188	0.00377122
