Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Sao Tome and Principe	470.338	0.0022288	164033.755	0.77730801	2.822	1.337e-05	984.203	0.00466385
Ethiopia	146063.557	0.00133728	86410447.976	0.79112654	876.381	8.02e-06	518462.688	0.00474676
Swaziland	1519.403	0.00133728	898870.86	0.79112654	9.116	8.02e-06	5393.225	0.00474676
Cameroon	25290.832	0.00100296	20033537.225	0.79446974	151.745	6.02e-06	120201.223	0.00476682
Burkina Faso	24212.178	0.00122584	15650175.819	0.79235238	145.273	7.36e-06	93901.055	0.00475411
Guinea	16601.389	0.00133728	9821296.506	0.79112654	99.608	8.02e-06	58927.779	0.00474676
Liberia	6981.336	0.00144872	3805976.314	0.78978927	41.888	8.69e-06	22835.858	0.00473874
Kenya	68726.721	0.00133728	40658374.432	0.79112654	412.36	8.02e-06	243950.247	0.00474676
Mauritania	5888.46	0.00133728	3483582.546	0.79112654	35.331	8.02e-06	20901.495	0.00474676
Rwanda	16451.108	0.00133728	9732390.496	0.79112654	98.707	8.02e-06	58394.343	0.00474676
Seychelles	129.398	0.00133728	76550.987	0.79112654	0.776	8.02e-06	459.306	0.00474676
Malawi	36393.973	0.00200592	14177753.904	0.78143128	218.364	1.204e-05	85066.523	0.00468859
Benin	16638.589	0.00144872	9070767.644	0.78978927	99.832	8.69e-06	54424.606	0.00473874
Libya	11163.873	0.0016716	5254565.567	0.78678039	66.983	1.003e-05	31527.393	0.00472068
Republic of the Congo	7013.169	0.00133728	4148954.78	0.79112654	42.079	8.02e-06	24893.729	0.00474676
Togo	7912.432	0.00100296	6267646.45	0.79446974	47.475	6.02e-06	37605.879	0.00476682
Ghana	39806.887	0.00133728	23549549.303	0.79112654	238.841	8.02e-06	141297.296	0.00474676
Central African Republic	6240.241	0.00133728	3691694.713	0.79112654	37.441	8.02e-06	22150.168	0.00474676
Mauritius	1833.066	0.00144872	999322.729	0.78978927	10.998	8.69e-06	5995.936	0.00473874
Mali	34016.224	0.00178304	14978062.219	0.7851088	204.097	1.07e-05	89868.373	0.00471065
Angola	48068.072	0.00156016	24288584.716	0.78834055	288.408	9.36e-06	145731.508	0.00473004
South Africa	57950.546	0.00100296	45904161.203	0.79446974	347.703	6.02e-06	275424.967	0.00476682
Senegal	14134.454	0.00089152	12609943.703	0.79536126	84.807	5.35e-06	75659.662	0.00477217
Mozambique	49305.362	0.0016716	23206844.564	0.78678039	295.832	1.003e-05	139241.067	0.00472068
Uganda	66654.813	0.00156016	33680382.891	0.78834055	399.929	9.36e-06	202082.297	0.00473004
Niger	35014.527	0.00156016	17692685.967	0.78834055	210.087	9.36e-06	106156.116	0.00473004
Cape Verde	848.362	0.00156016	428673.576	0.78834055	5.09	9.36e-06	2572.041	0.00473004
Ivory Coast	1396.855	5.572e-05	20063413.587	0.80032033	8.381	3.3e-07	120380.482	0.00480192
Nigeria	160073.774	0.00081723	155951253.253	0.79617848	960.443	4.9e-06	935707.52	0.00477707
Algeria	31372.851	0.00074293	33652739.371	0.79692141	188.237	4.46e-06	201916.436	0.00478153
Sierra Leone	15345.569	0.00200592	5978069.649	0.78143128	92.073	1.204e-05	35868.418	0.00468859
Namibia	3273.997	0.00133728	1936879.519	0.79112654	19.644	8.02e-06	11621.277	0.00474676
Morocco	32120.64	0.00089152	28656180.499	0.79536126	192.724	5.35e-06	171937.083	0.00477217
Guinea-Bissau	3341.962	0.00178304	1471536.482	0.7851088	20.052	1.07e-05	8829.219	0.00471065
United Republic of Tanzania	81589.371	0.00144872	44479626.8	0.78978927	489.536	8.69e-06	266877.761	0.00473874
Chad	24147.725	0.00156016	12201738.734	0.78834055	144.886	9.36e-06	73210.432	0.00473004
Egypt	43873.223	0.00044576	78655236.664	0.79915021	263.239	2.67e-06	471931.42	0.0047949
Djibouti	1389.204	0.00144872	757344.724	0.78978927	8.335	8.69e-06	4544.068	0.00473874
Burundi	22416.874	0.00200592	8732789.96	0.78143128	134.501	1.204e-05	52396.74	0.00468859
Somalia	21742.574	0.00144872	11853278.951	0.78978927	130.455	8.69e-06	71119.674	0.00473874
Madagascar	40973.423	0.00156016	20703689.63	0.78834055	245.841	9.36e-06	124222.138	0.00473004
Sudan	55900.254	0.00133728	33070302.373	0.79112654	335.402	8.02e-06	198421.814	0.00474676
Democratic Republic of the Congo	103053.844	0.00122584	66611552.211	0.79235238	618.323	7.36e-06	399669.313	0.00475411
Zambia	25137.887	0.00144872	13704282.783	0.78978927	150.827	8.69e-06	82225.697	0.00473874
Zimbabwe	22527.138	0.00156016	11382863.389	0.78834055	135.163	9.36e-06	68297.18	0.00473004
Gambia	3303.223	0.00144872	1800800.088	0.78978927	19.819	8.69e-06	10804.801	0.00473874
Eritrea	6981.704	0.00156016	3527823.961	0.78834055	41.89	9.36e-06	21166.944	0.00473004
South Sudan	23239.932	0.00211736	8554910.461	0.77942537	139.44	1.27e-05	51329.463	0.00467655
Equatorial Guinea	1750.462	0.00133728	1035564.078	0.79112654	10.503	8.02e-06	6213.384	0.00474676
Tunisia	11599.416	0.00100296	9188204.602	0.79446974	69.596	6.02e-06	55129.228	0.00476682
Gabon	2834.059	0.00133728	1676614.708	0.79112654	17.004	8.02e-06	10059.688	0.00474676
Botswana	4270.389	0.00189448	1765714.959	0.78332576	25.622	1.137e-05	10594.29	0.00469995
Sao Tome and Principe	470.338	0.0022288	164033.755	0.77730801	2.822	1.337e-05	984.20252789	0.00466385
Ethiopia	146063.557	0.00133728	86410447.976	0.79112654	876.381	8.02e-06	518462.68785894	0.00474676
Swaziland	1519.403	0.00133728	898870.86	0.79112654	9.116	8.02e-06	5393.22516085	0.00474676
Cameroon	25290.832	0.00100296	20033537.225	0.79446974	151.745	6.02e-06	120201.22335074	0.00476682
Burkina Faso	24212.178	0.00122584	15650175.819	0.79235238	145.273	7.36e-06	93901.05491253	0.00475411
Guinea	16601.389	0.00133728	9821296.506	0.79112654	99.608	8.02e-06	58927.77903746	0.00474676
Liberia	6981.336	0.00144872	3805976.314	0.78978927	41.888	8.69e-06	22835.85788269	0.00473874
Kenya	68726.721	0.00133728	40658374.432	0.79112654	412.36	8.02e-06	243950.24659025	0.00474676
Mauritania	5888.46	0.00133728	3483582.546	0.79112654	35.331	8.02e-06	20901.49527855	0.00474676
Rwanda	16451.108	0.00133728	9732390.496	0.79112654	98.707	8.02e-06	58394.34297754	0.00474676
Seychelles	129.398	0.00133728	76550.987	0.79112654	0.776	8.02e-06	459.30592041	0.00474676
Malawi	36393.973	0.00200592	14177753.904	0.78143128	218.364	1.204e-05	85066.52342446	0.00468859
Benin	16638.589	0.00144872	9070767.644	0.78978927	99.832	8.69e-06	54424.60586632	0.00473874
Libya	11163.873	0.0016716	5254565.567	0.78678039	66.983	1.003e-05	31527.39339939	0.00472068
Republic of the Congo	7013.169	0.00133728	4148954.78	0.79112654	42.079	8.02e-06	24893.72868137	0.00474676
Togo	7912.432	0.00100296	6267646.45	0.79446974	47.475	6.02e-06	37605.87870145	0.00476682
Ghana	39806.887	0.00133728	23549549.303	0.79112654	238.841	8.02e-06	141297.29581666	0.00474676
Central African Republic	6240.241	0.00133728	3691694.713	0.79112654	37.441	8.02e-06	22150.16827839	0.00474676
Mauritius	1833.066	0.00144872	999322.729	0.78978927	10.998	8.69e-06	5995.93637541	0.00473874
Mali	34016.224	0.00178304	14978062.219	0.7851088	204.097	1.07e-05	89868.37331648	0.00471065
Angola	48068.072	0.00156016	24288584.716	0.78834055	288.408	9.36e-06	145731.50829567	0.00473004
South Africa	57950.546	0.00100296	45904161.203	0.79446974	347.703	6.02e-06	275424.96722026	0.00476682
Senegal	14134.454	0.00089152	12609943.703	0.79536126	84.807	5.35e-06	75659.66221904	0.00477217
Mozambique	49305.362	0.0016716	23206844.564	0.78678039	295.832	1.003e-05	139241.06738278	0.00472068
Uganda	66654.813	0.00156016	33680382.891	0.78834055	399.929	9.36e-06	202082.29734445	0.00473004
Niger	35014.527	0.00156016	17692685.967	0.78834055	210.087	9.36e-06	106156.11579996	0.00473004
Cape Verde	848.362	0.00156016	428673.576	0.78834055	5.09	9.36e-06	2572.04145463	0.00473004
Ivory Coast	1396.855	5.572e-05	20063413.587	0.80032033	8.381	3.3e-07	120380.48151916	0.00480192
Nigeria	160073.774	0.00081723	155951253.253	0.79617848	960.443	4.9e-06	935707.51951665	0.00477707
Algeria	31372.851	0.00074293	33652739.371	0.79692141	188.237	4.46e-06	201916.43622514	0.00478153
Sierra Leone	15345.569	0.00200592	5978069.649	0.78143128	92.073	1.204e-05	35868.41789616	0.00468859
Namibia	3273.997	0.00133728	1936879.519	0.79112654	19.644	8.02e-06	11621.27711465	0.00474676
Morocco	32120.64	0.00089152	28656180.499	0.79536126	192.724	5.35e-06	171937.08299314	0.00477217
Guinea-Bissau	3341.962	0.00178304	1471536.482	0.7851088	20.052	1.07e-05	8829.21888984	0.00471065
United Republic of Tanzania	81589.371	0.00144872	44479626.8	0.78978927	489.536	8.69e-06	266877.76080189	0.00473874
Chad	24147.725	0.00156016	12201738.734	0.78834055	144.886	9.36e-06	73210.43240304	0.00473004
Egypt	43873.223	0.00044576	78655236.664	0.79915021	263.239	2.67e-06	471931.41998272	0.0047949
Djibouti	1389.204	0.00144872	757344.724	0.78978927	8.335	8.69e-06	4544.06834498	0.00473874
Burundi	22416.874	0.00200592	8732789.96	0.78143128	134.501	1.204e-05	52396.73975865	0.00468859
Somalia	21742.574	0.00144872	11853278.951	0.78978927	130.455	8.69e-06	71119.67370367	0.00473874
Madagascar	40973.423	0.00156016	20703689.63	0.78834055	245.841	9.36e-06	124222.1377775	0.00473004
Sudan	55900.254	0.00133728	33070302.373	0.79112654	335.402	8.02e-06	198421.81423506	0.00474676
Democratic Republic of the Congo	103053.844	0.00122584	66611552.211	0.79235238	618.323	7.36e-06	399669.31326514	0.00475411
Zambia	25137.887	0.00144872	13704282.783	0.78978927	150.827	8.69e-06	82225.69669822	0.00473874
Zimbabwe	22527.138	0.00156016	11382863.389	0.78834055	135.163	9.36e-06	68297.18033681	0.00473004
Gambia	3303.223	0.00144872	1800800.088	0.78978927	19.819	8.69e-06	10804.80052717	0.00473874
Eritrea	6981.704	0.00156016	3527823.961	0.78834055	41.89	9.36e-06	21166.94376357	0.00473004
South Sudan	23239.932	0.00211736	8554910.461	0.77942537	139.44	1.27e-05	51329.4627662	0.00467655
Equatorial Guinea	1750.462	0.00133728	1035564.078	0.79112654	10.503	8.02e-06	6213.38446766	0.00474676
Tunisia	11599.416	0.00100296	9188204.602	0.79446974	69.596	6.02e-06	55129.22761239	0.00476682
Gabon	2834.059	0.00133728	1676614.708	0.79112654	17.004	8.02e-06	10059.68825026	0.00474676
Botswana	4270.389	0.00189448	1765714.959	0.78332576	25.622	1.137e-05	10594.28975663	0.00469995
Sao Tome and Principe	99254564.451	470.33836482	34615715175.888	164033.75464814	2.822	1.337e-05	984.023	0.004663
Ethiopia	15953727586751.957	146063.55688515	9438143073224544.0	86410447.97648983	876.381	8.02e-06	518369.988	0.00474591
Swaziland	1726331765.8	1519.40278157	1021288981454.51	898870.86014104	9.116	8.02e-06	5392.261	0.00474591
Cameroon	637739609190.808	25290.83182359	505170422617029.4	20033537.22512322	151.745	6.02e-06	120179.822	0.00476597
Burkina Faso	478227688092.12	24212.17834928	309114995440287.8	15650175.81875473	145.273	7.36e-06	93884.292	0.00475327
Guinea	206094928092.352	16601.38946758	121924698000786.06	9821296.50624272	99.608	8.02e-06	58917.243	0.00474591
Liberia	33642896980.307	6981.33586865	18340912318657.984	3805976.31378153	41.888	8.69e-06	22831.768	0.00473789
Kenya	3532073081684.62	68726.72142933	2089556243752531.5	40658374.43170835	412.36	8.02e-06	243906.629	0.00474591
Mauritania	25928767337.174	5888.45989518	15339325214742.459	3483582.5464252	35.331	8.02e-06	20897.758	0.00474591
Rwanda	202380521530.308	16451.10754738	119727274209132.14	9732390.4962569	98.707	8.02e-06	58383.902	0.00474591
Seychelles	12520775.971	129.39765581	7407226578.413	76550.9867346	0.776	8.02e-06	459.224	0.00474591
Malawi	660307321836.664	36393.97330844	257231455074153.5	14177753.90407726	218.364	1.204e-05	85051.125	0.00468774
Benin	191094992964.86	16638.58896932	104178201792628.81	9070767.64438676	99.832	8.69e-06	54414.858	0.00473789
Libya	74558671282.862	11163.87262161	35092968192195.28	5254565.5665647	66.983	1.003e-05	31521.725	0.00471983
Republic of the Congo	36779605080.32	7013.16920288	21758624938100.04	4148954.78022784	42.079	8.02e-06	24889.278	0.00474591
Togo	62421916386.472	7912.43156521	49446052004720.83	6267646.45024141	47.475	6.02e-06	37599.183	0.00476597
Ghana	1184935903090.13	39806.88695355	701001977447082.1	23549549.30277681	238.841	8.02e-06	141272.032	0.00474591
Central African Republic	29119319260.347	6240.24146792	17226839300069.508	3691694.7130653	37.441	8.02e-06	22146.208	0.00474591
Mauritius	2319384519.5	1833.06648249	1264446047268.189	999322.72923417	10.998	8.69e-06	5994.863	0.00473789
Mali	648950967280.86	34016.22351977	285746827822680.7	14978062.21941339	204.097	1.07e-05	89852.182	0.0047098
Angola	1480965867111.44	48068.07229187	748325514415107.0	24288584.71594513	288.408	9.36e-06	145705.36	0.00472919
South Africa	3348360643987.949	57950.54602448	2652325082558163.5	45904161.20337658	347.703	6.02e-06	275375.929	0.00476597
Senegal	224092717989.313	14134.4537395	199922587049836.06	12609943.70317288	84.807	5.35e-06	75646.207	0.00477132
Mozambique	1454309079723.763	49305.36185678	684508205393647.9	23206844.56379649	295.832	1.003e-05	139216.034	0.00471983
Uganda	2847702853718.646	66654.81330196	1438931679814345.5	33680382.89074091	399.929	9.36e-06	202046.038	0.00472919
Niger	785829211250.899	35014.52711341	397076031130092.2	17692685.96666054	210.087	9.36e-06	106137.068	0.00472919
Cape Verde	461311262.409	848.36200507	233098544277.008	428673.57577236	5.09	9.36e-06	2571.58	0.00472919
Ivory Coast	35018076388.906	1396.85494073	502974309722357.7	20063413.58652704	8.381	3.3e-07	120359.205	0.00480107
Nigeria	31354408955614.05	160073.77447247	3.0546911183561532e+16	155951253.25277537	960.443	4.9e-06	935541.279	0.00477622
Algeria	1324826227321.985	31372.85138696	1421102315177728.2	33652739.37085673	188.237	4.46e-06	201880.597	0.00478068
Sierra Leone	117395969550.567	15345.56945528	45733153440336.0	5978069.64936078	92.073	1.204e-05	35861.925	0.00468774
Namibia	8015578515.883	3273.99658773	4741974967053.257	1936879.5191078	19.644	8.02e-06	11619.199	0.00474591
