Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Sao Tome and Principe	1544.278	0.00731788	147172.124	0.69740567	9.266	4.391e-05	883.033	0.00418443
Ethiopia	474706.56	0.00434615	81107529.395	0.74257594	2848.239	2.608e-05	486645.176	0.00445546
Swaziland	4938.059	0.00434615	843708.098	0.74257594	29.628	2.608e-05	5062.249	0.00445546
Cameroon	93669.747	0.00371466	19020030.558	0.75427712	562.018	2.229e-05	114120.183	0.00452566
Burkina Faso	80707.261	0.00408613	14747721.899	0.74666206	484.244	2.452e-05	88486.331	0.00447997
Guinea	53954.516	0.00434615	9218573.838	0.74257594	323.727	2.608e-05	55311.443	0.00445546
Liberia	22734.094	0.00471762	3557512.36	0.73822979	136.405	2.831e-05	21345.074	0.00442938
Kenya	223361.845	0.00434615	38163212.628	0.74257594	1340.171	2.608e-05	228979.276	0.00445546
Mauritania	19137.495	0.00434615	3269798.738	0.74257594	114.825	2.608e-05	19618.792	0.00445546
Rwanda	53466.1	0.00434615	9135123.897	0.74257594	320.797	2.608e-05	54810.743	0.00445546
Seychelles	420.542	0.00434615	71853.133	0.74257594	2.523	2.608e-05	431.119	0.00445546
Malawi	119291.357	0.00657495	12898573.138	0.71092704	715.748	3.945e-05	77391.439	0.00426556
Benin	54182.072	0.00471762	8478604.529	0.73822979	325.092	2.831e-05	50871.627	0.00442938
Libya	36468.651	0.00546055	4864822.369	0.72842308	218.812	3.276e-05	29188.934	0.00437054
Republic of the Congo	22792.8	0.00434615	3894337.776	0.74257594	136.757	2.608e-05	23366.027	0.00445546
Togo	29305.302	0.00371466	5950563.082	0.75427712	175.832	2.229e-05	35703.378	0.00452566
Ghana	129372.383	0.00434615	22104338.156	0.74257594	776.234	2.608e-05	132626.029	0.00445546
Central African Republic	20280.785	0.00434615	3465139.28	0.74257594	121.685	2.608e-05	20790.836	0.00445546
Mauritius	5969.216	0.00471762	934084.363	0.73822979	35.815	2.831e-05	5604.506	0.00442938
Mali	111261.398	0.00583202	13792455.096	0.72296253	667.568	3.499e-05	82754.731	0.00433778
Angola	156793.474	0.00508908	22599335.319	0.73351217	940.761	3.053e-05	135596.012	0.00440107
South Africa	214631.652	0.00371466	43581846.73	0.75427712	1287.79	2.229e-05	261491.08	0.00452566
Senegal	55948.879	0.00352893	12014529.839	0.75780604	335.693	2.117e-05	72087.179	0.00454684
Mozambique	161064.182	0.00546055	21485539.597	0.72842308	966.385	3.276e-05	128913.238	0.00437054
Uganda	217421.653	0.00508908	31337942.309	0.73351217	1304.53	3.053e-05	188027.654	0.00440107
Niger	114214.053	0.00508908	16462175.443	0.73351217	685.284	3.053e-05	98773.053	0.00440107
Cape Verde	2767.276	0.00508908	398859.711	0.73351217	16.604	3.053e-05	2393.158	0.00440107
Ivory Coast	41905.648	0.0016716	19723977.836	0.78678039	251.434	1.003e-05	118343.867	0.00472068
Nigeria	654847.259	0.00334319	149089909.193	0.76114924	3929.084	2.006e-05	894539.455	0.0045669
Algeria	133334.618	0.00315746	32275471.195	0.7643067	800.008	1.894e-05	193652.827	0.00458584
Sierra Leone	50299.367	0.00657495	5438701.301	0.71092704	301.796	3.945e-05	32632.208	0.00426556
Namibia	10640.489	0.00434615	1818015.254	0.74257594	63.843	2.608e-05	10908.092	0.00445546
Morocco	127144.199	0.00352893	27303098.554	0.75780604	762.865	2.117e-05	163818.591	0.00454684
Guinea-Bissau	10931.001	0.00583202	1355055.183	0.72296253	65.586	3.499e-05	8130.331	0.00433778
United Republic of Tanzania	265688.465	0.00471762	41575882.002	0.73822979	1594.131	2.831e-05	249455.292	0.00442938
Chad	78767.578	0.00508908	11353118.691	0.73351217	472.605	3.053e-05	68118.712	0.00440107
Egypt	237646.626	0.00241453	76286082.61	0.77507921	1425.88	1.449e-05	457716.496	0.00465048
Djibouti	4523.818	0.00471762	707903.307	0.73822979	27.143	2.831e-05	4247.42	0.00442938
Burundi	73477.532	0.00657495	7944878.347	0.71092704	440.865	3.945e-05	47669.27	0.00426556
Somalia	70802.741	0.00471762	11079466.318	0.73822979	424.816	2.831e-05	66476.798	0.00442938
Madagascar	133651.403	0.00508908	19263766.487	0.73351217	801.908	3.053e-05	115582.599	0.00440107
Sudan	181675.826	0.00434615	31040812.594	0.74257594	1090.055	2.608e-05	186244.876	0.00445546
Democratic Republic of the Congo	343512.814	0.00408613	62770454.378	0.74666206	2061.077	2.452e-05	376622.726	0.00447997
Zambia	81859.272	0.00471762	12809631.845	0.73822979	491.156	2.831e-05	76857.791	0.00442938
Zimbabwe	73481.379	0.00508908	10591195.396	0.73351217	440.888	3.053e-05	63547.172	0.00440107
Gambia	10756.651	0.00471762	1683239.212	0.73822979	64.54	2.831e-05	10099.435	0.00442938
Eritrea	22773.652	0.00508908	3282466.952	0.73351217	136.642	3.053e-05	19694.802	0.00440107
South Sudan	76243.287	0.00694641	7730912.156	0.70435209	457.46	4.168e-05	46385.473	0.00422611
Equatorial Guinea	5689.0	0.00434615	972012.596	0.74257594	34.134	2.608e-05	5832.076	0.00445546
Tunisia	42960.801	0.00371466	8723368.736	0.75427712	257.765	2.229e-05	52340.212	0.00452566
Gabon	9210.692	0.00434615	1573722.622	0.74257594	55.264	2.608e-05	9442.336	0.00445546
Botswana	13983.431	0.00620348	1616502.544	0.71713052	83.901	3.722e-05	9699.015	0.00430278
