Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Yalobusha	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panola	2	0	0	0	5.852e-5	0	10	4	2.5	2.926e-4	1.1704e-4	7.315e-5	0	0
Jackson	7	0	0	0	4.886e-5	0	35	14	8.75	2.443e-4	9.772e-5	6.1075e-5	2	0
Harrison	21	0	0	0	1.0162e-4	0	105	42	26.25	5.081e-4	2.0324e-4	1.27025e-4	6	0
Sunflower	2	0	0	0	7.772e-5	0	10	4	2.5	3.886e-4	1.5544e-4	9.715e-5	0	0
Leake	1	0	0	0	4.393e-5	0	5	2	1.25	2.1965e-4	8.786e-5	5.49125e-5	0	0
Perry	1	0	0	0	8.382e-5	0	5	2	1.25	4.191e-4	1.6764e-4	1.04775e-4	0	0
Leflore	9	0	0	0	3.1121e-4	0	45	18	11.25	0.00155605	6.2242e-4	3.890125e-4	1	0
Clarke	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quitman	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Humphreys	1	0	0	0	1.2111e-4	0	5	2	1.25	6.0555e-4	2.4222e-4	1.513875e-4	0	0
Calhoun	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hinds	24	0	0	0	1.0123e-4	0	120	48	30	5.0615e-4	2.0246e-4	1.265375e-4	4	0
Bolivar	4	0	0	0	1.2766e-4	0	20	8	5	6.383e-4	2.5532e-4	1.59575e-4	1	0
Tishomingo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Covington	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tippah	9	0	0	0	4.0918e-4	0	45	18	11.25	0.0020459	8.1836e-4	5.11475e-4	2	0
Union	1	0	0	0	3.496e-5	0	5	2	1.25	1.748e-4	6.992e-5	4.37e-5	0	0
Webster	1	0	0	0	1.0217e-4	0	5	2	1.25	5.1085e-4	2.0434e-4	1.277125e-4	0	0
Stone	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desoto	23	0	0	0	1.2637e-4	0	115	46	28.75	6.3185e-4	2.5274e-4	1.579625e-4	5	0
Noxubee	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamar	1	0	0	0	1.601e-5	0	5	2	1.25	8.005e-5	3.202e-5	2.00125e-5	1	0
Wilkinson	3	0	0	0	3.4122e-4	0	15	6	3.75	0.0017061	6.8244e-4	4.26525e-4	0	0
Lee	8	0	0	0	9.389e-5	0	40	16	10	4.6945e-4	1.8778e-4	1.173625e-4	2	0
Lawrence	2	0	0	0	1.6058e-4	0	10	4	2.5	8.029e-4	3.2116e-4	2.00725e-4	0	0
Attala	1	0	0	0	5.445e-5	0	5	2	1.25	2.7225e-4	1.089e-4	6.80625e-5	0	0
Rankin	8	0	0	0	5.198e-5	0	40	16	10	2.599e-4	1.0396e-4	6.4975e-5	1	0
Tate	1	0	0	0	3.477e-5	0	5	2	1.25	1.7385e-4	6.954e-5	4.34625e-5	0	0
Lauderdale	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pike	4	0	0	0	1.011e-4	0	20	8	5	5.055e-4	2.022e-4	1.26375e-4	1	0
Amite	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scott	1	0	0	0	3.535e-5	0	5	2	1.25	1.7675e-4	7.07e-5	4.41875e-5	0	0
Winston	2	0	0	0	1.101e-4	0	10	4	2.5	5.505e-4	2.202e-4	1.37625e-4	0	0
Prentiss	0	0	0	0	0	0	0	0	0	0	0	0	0	0
