Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	42282	908	2142	39232	0.00051363	1.103e-05	302666.666667	139692.307692	90800	0.00367666666667	0.00169692307692	0.001103	276338	0.003277
Italy	143626	18279	28470	96877	0.00237668	0.00030248	6093000	2812153.84615	1827900	0.100826666667	0.0465353846154	0.030248	853369	0.014114
Czech Republic	5569	112	301	5156	0.00052411	1.054e-05	37333.3333333	17230.7692308	11200	0.00351333333333	0.00162153846154	0.001054	106845	0.009977
Monaco	84	1	5	78	0.00217155	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	955	16	8	931	0.00034235	5.74e-06	5333.33333333	2461.53846154	1600	0.00191333333333	0.000883076923077	0.000574	32809	0.012052
Luxembourg	3115	52	500	2563	0.00512565	8.556e-05	17333.3333333	8000	5200	0.02852	0.0131630769231	0.008556	27521	0.043965
France	118781	12228	23413	83140	0.00177319	0.00018254	4076000	1881230.76923	1222800	0.0608466666667	0.0280830769231	0.018254	333807	0.005114
Andorra	583	25	58	500	0.00757084	0.00032465	8333.33333333	3846.15384615	2500	0.108216666667	0.0499461538462	0.032465	1673	0.021653
Switzerland	24051	948	10600	12503	0.00282403	0.00011131	316000	145846.153846	94800	0.0371033333333	0.0171246153846	0.011131	178500	0.020625
Georgia	218	3	51	164	5.843e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	3271	8.2e-4
Slovakia	701	2	23	676	0.00012869	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	21371	0.003914
Ireland	6574	263	25	6286	0.00135448	5.419e-05	87666.6666667	40461.5384615	26300	0.0180633333333	0.00833692307692	0.005419	53000	0.010734
Norway	6211	108	32	6071	0.00116873	2.032e-05	36000	16615.3846154	10800	0.00677333333333	0.00312615384615	0.002032	121034	0.022326
Israel	9968	86	1011	8871	0.00112204	9.68e-06	28666.6666667	13230.7692308	8600	0.00322666666667	0.00148923076923	0.000968	117339	0.013557
Belarus	1486	16	139	1331	0.00015666	1.69e-06	5333.33333333	2461.53846154	1600	0.000563333333333	0.00026	0.000169	49000	0.005186
Iceland	1648	6	688	954	0.00466098	1.697e-05	2000	923.076923077	600	0.00565666666667	0.00261076923077	0.001697	32663	0.095718
Montenegro	252	2	4	246	0.00040492	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2329	0.003708
Slovenia	1124	43	128	953	0.00054369	2.08e-05	14333.3333333	6615.38461538	4300	0.00693333333333	0.0032	0.00208	31813	0.015303
Germany	118181	2607	52407	63167	0.00142511	3.144e-05	869000	401076.923077	260700	0.01048	0.00483692307692	0.003144	1317887	0.01573
Bosnia and Herzegovina	858	35	101	722	0.00025813	1.053e-05	11666.6666667	5384.61538462	3500	0.00351	0.00162	0.001053	6911	0.002106
Armenia	921	10	138	773	0.00031202	3.39e-06	3333.33333333	1538.46153846	1000	0.00113	0.000521538461538	0.000339	5823	0.001965
Belgium	24983	2523	5164	17296	0.00218726	0.00022089	841000	388153.846154	252300	0.07363	0.0339830769231	0.022089	84248	0.007269
Spain	153222	15447	52165	85610	0.00327932	0.0003306	5149000	2376461.53846	1544700	0.1102	0.0508615384615	0.03306	355000	0.007593
Ukraine	1892	57	45	1790	4.24e-05	1.28e-06	19000	8769.23076923	5700	0.000426666666667	0.000196923076923	0.000128	20608	4.71e-4
San Marino	333	34	49	250	0.00985645	0.00100636	11333.3333333	5230.76923077	3400	0.335453333333	0.154824615385	0.100636	846	0.024933
Netherlands	21903	2403	278	19222	0.00127114	0.00013946	801000	369692.307692	240300	0.0464866666667	0.0214553846154	0.013946	101534	0.005926
Denmark	5830	237	1883	3710	0.00100562	4.088e-05	79000	36461.5384615	23700	0.0136266666667	0.00628923076923	0.004088	64002	0.01105
Poland	5575	174	284	5117	0.00014679	4.58e-06	58000	26769.2307692	17400	0.00152666666667	0.000704615384615	0.000458	107597	0.002843
Finland	2605	42	300	2263	0.00047209	7.61e-06	14000	6461.53846154	4200	0.00253666666667	0.00117076923077	0.000761	39000	0.007039
Macedonia	663	30	37	596	0.0003183	1.44e-05	10000	4615.38461538	3000	0.0048	0.00221538461538	0.00144	NA	NA
Moldova	1289	29	50	1210	0.00036352	8.18e-06	9666.66666667	4461.53846154	2900	0.00272666666667	0.00125846153846	0.000818	5108	0.001266
Liechtenstein	78	1	55	22	0.0020575	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	589	3	16	570	0.00030573	1.56e-06	1000	461.538461538	300	0.00052	0.00024	0.000156	25458	0.013497
Croatia	1407	20	219	1168	0.00034406	4.89e-06	6666.66666667	3076.92307692	2000	0.00163	0.000752307692308	0.000489	13680	0.003332
Malta	337	2	16	319	0.00069696	4.14e-06	666.666666667	307.692307692	200	0.00138	0.000636923076923	0.000414	13732	0.0311
Vatican	8	0	2	6	0.00998752	0.0	40	16	10	0.0499376	0.01997504	0.0124844	NA	NA
Sweden	9141	793	205	8143	0.00089766	7.787e-05	264333.333333	122000	79300	0.0259566666667	0.01198	0.007787	54700	0.005416
Russia	10131	76	698	9357	7.012e-05	5.3e-07	25333.3333333	11692.3076923	7600	0.000176666666667	8.15384615385e-05	5.3e-05	1004719	0.006885
Bulgaria	618	24	48	546	8.798e-05	3.42e-06	8000	3692.30769231	2400	0.00114	0.000526153846154	0.000342	15899	0.002288
Romania	5202	248	647	4307	0.00026713	1.273e-05	82666.6666667	38153.8461538	24800	0.00424333333333	0.00195846153846	0.001273	51802	0.002693
Albania	409	23	165	221	0.00014269	8.02e-06	7666.66666667	3538.46153846	2300	0.00267333333333	0.00123384615385	0.000802	3223	0.00112
Portugal	13956	409	205	13342	0.00135735	3.978e-05	136333.333333	62923.0769231	40900	0.01326	0.00612	0.003978	140368	0.013766
Estonia	1207	24	83	1100	0.00091378	1.817e-05	8000	3692.30769231	2400	0.00605666666667	0.00279538461538	0.001817	26416	0.019914
Kosovo	184	5	30	149	9.971e-05	2.71e-06	1666.66666667	769.230769231	500	0.000903333333333	0.000416923076923	0.000271	NA	NA
Azerbaijan	926	9	101	816	9.314e-05	9.1e-07	3000	1384.61538462	900	0.000303333333333	0.00014	9.1e-05	57371	0.005658
United Kingdom	65872	7993	359	57520	0.00099072	0.00012022	2664333.33333	1229692.30769	799300	0.0400733333333	0.0184953846154	0.012022	298169	0.004392
Austria	13244	295	5240	7709	0.001497	3.334e-05	98333.3333333	45384.6153846	29500	0.0111133333333	0.00512923076923	0.003334	126287	0.014022
West Bank and Gaza	263	1	44	218	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	16068	0.00315
Republic of Serbia	2867	66	0	2801	0.00041062	9.45e-06	22000	10153.8461538	6600	0.00315	0.00145384615385	0.000945	12347	0.001413
Greece	1955	87	269	1599	0.00018224	8.11e-06	29000	13384.6153846	8700	0.00270333333333	0.00124769230769	0.000811	33634	0.003227
Hungary	980	66	96	818	0.00010032	6.76e-06	22000	10153.8461538	6600	0.00225333333333	0.00104	0.000676	27826	0.00288
Cyprus	564	10	53	501	0.00048205	8.55e-06	3333.33333333	1538.46153846	1000	0.00285	0.00131538461538	0.000855	14273	0.011822
