Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Benin	16	0	2	14	1.39e-6	0	80	32	20	6.95e-6	2.78e-6	1.7375e-6	3	0	100	0	NA	NA
Ghana	205	5	31	169	6.89e-6	1.7e-7	1666.66666667	769.230769231	500	5.66666666667e-5	2.61538461538e-5	1.7e-5	1	0	-88.9	0	NA	NA
Algeria	1171	105	62	1004	2.773e-5	2.49e-6	35000	16153.8461538	10500	8.3e-4	3.83076923077e-4	2.49e-4	185	19	33.1	0	NA	NA
Zambia	39	1	2	36	2.25e-6	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	0	0	-100	0	NA	NA
Cape Verde	6	1	0	5	1.103e-5	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	0	0	100	0	NA	NA
Malawi	3	0	0	3	1.7e-7	0	15	6	3.75	8.5e-7	3.4e-7	2.125e-7	0	0	100	0	NA	NA
Togo	40	3	17	20	5.07e-6	3.8e-7	1000	461.538461538	300	1.26666666667e-4	5.84615384615e-5	3.8e-5	1	1	-66.7	0	NA	NA
Zimbabwe	9	1	0	8	6.2e-7	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	0	0	-100	0	NA	NA
Senegal	207	1	66	140	1.306e-5	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	12	0	140	0	NA	NA
Sierra Leone	2	0	0	2	2.6e-7	0	10	4	2.5	1.3e-6	5.2e-7	3.25e-7	0	0	100	0	NA	NA
Eritrea	22	0	0	22	4.92e-6	0	110	44	27.5	2.46e-5	9.84e-6	6.15e-6	0	0	-100	0	NA	NA
Libya	11	1	0	10	1.65e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	0	0	-100	0	NA	NA
Gambia	4	1	2	1	1.75e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	0	0	100	0	NA	NA
Central African Republic	8	0	0	8	1.71e-6	0	40	16	10	8.55e-6	3.42e-6	2.1375e-6	5	0	100	0	NA	NA
Mauritius	186	7	0	179	1.47e-4	5.53e-6	2333.33333333	1076.92307692	700	0.00184333333333	8.50769230769e-4	5.53e-4	17	0	112.5	0	NA	NA
Morocco	791	48	57	686	2.195e-5	1.33e-6	16000	7384.61538462	4800	4.43333333333e-4	2.04615384615e-4	1.33e-4	83	4	53.7	0	NA	NA
Mauritania	6	1	2	3	1.36e-6	2.3e-7	333.333333333	153.846153846	100	7.66666666667e-5	3.53846153846e-5	2.3e-5	0	0	100	0	NA	NA
Gabon	21	1	1	19	9.91e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	0	0	-100	0	NA	NA
Guinea-Bissau	15	0	0	15	8e-6	0	75	30	18.75	4e-5	1.6e-5	1e-5	6	0	100	0	NA	NA
Mali	39	3	0	36	2.04e-6	1.6e-7	1000	461.538461538	300	5.33333333333e-5	2.46153846154e-5	1.6e-5	3	0	-40	0	NA	NA
Namibia	14	0	3	11	5.72e-6	0	70	28	17.5	2.86e-5	1.144e-5	7.15e-6	0	0	100	0	NA	NA
Seychelles	10	0	0	10	1.0335e-4	0	50	20	12.5	5.1675e-4	2.067e-4	1.291875e-4	0	0	100	0	NA	NA
Angola	8	2	1	5	2.6e-7	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	0	0	100	0	NA	NA
Chad	8	0	0	8	5.2e-7	0	40	16	10	2.6e-6	1.04e-6	6.5e-7	0	0	-100	0	NA	NA
Ethiopia	35	0	3	32	3.2e-7	0	175	70	43.75	1.6e-6	6.4e-7	4e-7	6	0	100	0	NA	NA
Egypt	985	66	216	703	1.001e-5	6.7e-7	22000	10153.8461538	6600	2.23333333333e-4	1.03076923077e-4	6.7e-5	120	8	39.5	0	NA	NA
Equatorial Guinea	16	0	1	15	1.222e-5	0	80	32	20	6.11e-5	2.444e-5	1.5275e-5	1	0	100	0	NA	NA
South Africa	1505	9	95	1401	2.605e-5	1.6e-7	3000	1384.61538462	900	5.33333333333e-5	2.46153846154e-5	1.6e-5	43	4	-47.6	0	50361	8.57e-4
Tunisia	495	18	5	472	4.28e-5	1.56e-6	6000	2769.23076923	1800	5.2e-4	2.4e-4	1.56e-4	40	4	25	0	NA	NA
Djibouti	49	0	8	41	5.11e-5	0	245	98	61.25	2.555e-4	1.022e-4	6.3875e-5	9	0	28.6	0	NA	NA
Mozambique	10	0	0	10	3.4e-7	0	50	20	12.5	1.7e-6	6.8e-7	4.25e-7	0	0	100	0	NA	NA
Uganda	48	0	0	48	1.12e-6	0	240	96	60	5.6e-6	2.24e-6	1.4e-6	3	0	200	0	NA	NA
Burundi	3	0	0	3	2.7e-7	0	15	6	3.75	1.35e-6	5.4e-7	3.375e-7	0	0	-100	0	NA	NA
Kenya	122	4	4	114	2.37e-6	8e-8	1333.33333333	615.384615385	400	2.66666666667e-5	1.23076923077e-5	8e-6	12	1	-58.6	0	NA	NA
Niger	120	5	0	115	5.35e-6	2.2e-7	1666.66666667	769.230769231	500	7.33333333333e-5	3.38461538462e-5	2.2e-5	22	0	-8.3	0	NA	NA
Botswana	4	1	0	3	1.77e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	0	0	100	0	NA	NA
