Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Madagascar	39	0	0	39	1.49e-6	0	195	78	48.75	7.45e-6	2.98e-6	1.8625e-6	13	0	100	0	NA	NA
Swaziland	9	0	0	9	7.92e-6	0	45	18	11.25	3.96e-5	1.584e-5	9.9e-6	0	0	100	0	NA	NA
Liberia	3	0	0	3	6.2e-7	0	15	6	3.75	3.1e-6	1.24e-6	7.75e-7	0	0	100	0	NA	NA
Sudan	6	1	0	5	1.4e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	1	0	-50	0	NA	NA
Guinea	16	0	0	16	1.29e-6	0	80	32	20	6.45e-6	2.58e-6	1.6125e-6	8	0	100	0	NA	NA
United Republic of Tanzania	14	0	1	13	2.5e-7	0	70	28	17.5	1.25e-6	5e-7	3.125e-7	0	0	-100	0	NA	NA
Republic of the Congo	19	0	0	19	3.62e-6	0	95	38	23.75	1.81e-5	7.24e-6	4.525e-6	15	0	100	0	NA	NA
Democratic Republic of the Congo	65	6	2	57	7.7e-7	7e-8	2000	923.076923077	600	2.33333333333e-5	1.07692307692e-5	7e-6	0	0	-100	0	NA	NA
Rwanda	70	0	0	70	5.69e-6	0	350	140	87.5	2.845e-5	1.138e-5	7.1125e-6	10	0	66.7	0	NA	NA
Somalia	3	0	0	3	2e-7	0	15	6	3.75	1e-6	4e-7	2.5e-7	0	0	100	0	NA	NA
Ivory Coast	165	1	4	160	6.58e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	64	1	100	0	NA	NA
Nigeria	111	1	3	107	5.7e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	22	0	15.8	0	NA	NA
Cameroon	139	6	5	128	5.51e-6	2.4e-7	2000	923.076923077	600	8e-5	3.69230769231e-5	2.4e-5	48	4	100	0	NA	NA
Burkina Faso	222	12	23	187	1.124e-5	6.1e-7	4000	1846.15384615	1200	2.03333333333e-4	9.38461538462e-5	6.1e-5	15	1	-44.4	0	NA	NA
Benin	6	0	0	6	5.2e-7	0	30	12	7.5	2.6e-6	1.04e-6	6.5e-7	0	0	100	0	NA	NA
Ghana	152	5	2	145	5.11e-6	1.7e-7	1666.66666667	769.230769231	500	5.66666666667e-5	2.61538461538e-5	1.7e-5	11	0	175	0	NA	NA
Algeria	511	31	31	449	1.21e-5	7.3e-7	10333.3333333	4769.23076923	3100	2.43333333333e-4	1.12307692308e-4	7.3e-5	57	2	26.7	0	NA	NA
Zambia	29	0	0	29	1.67e-6	0	145	58	36.25	8.35e-6	3.34e-6	2.0875e-6	1	0	-83.3	0	NA	NA
Cape Verde	6	1	0	5	1.103e-5	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	1	0	100	0	NA	NA
Togo	25	1	1	23	3.17e-6	1.3e-7	333.333333333	153.846153846	100	4.33333333333e-5	2e-5	1.3e-5	0	0	100	0	NA	NA
Zimbabwe	7	1	0	6	4.8e-7	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	0	0	-100	0	NA	NA
Senegal	142	0	27	115	8.96e-6	0	710	284	177.5	4.48e-5	1.792e-5	1.12e-5	12	0	9.1	0	NA	NA
Eritrea	12	0	0	12	2.68e-6	0	60	24	15	1.34e-5	5.36e-6	3.35e-6	6	0	100	0	NA	NA
Libya	8	0	0	8	1.2e-6	0	40	16	10	6e-6	2.4e-6	1.5e-6	5	0	150	0	NA	NA
Gambia	4	1	0	3	1.75e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	1	0	100	0	NA	NA
Central African Republic	3	0	0	3	6.4e-7	0	15	6	3.75	3.2e-6	1.28e-6	8e-7	0	0	100	0	NA	NA
Mauritius	107	3	0	104	8.456e-5	2.37e-6	1000	461.538461538	300	7.9e-4	3.64615384615e-4	2.37e-4	5	1	-37.5	0	NA	NA
Morocco	479	26	13	440	1.329e-5	7.2e-7	8666.66666667	4000	2600	2.4e-4	1.10769230769e-4	7.2e-5	77	1	35.1	0	NA	NA
Mauritania	5	0	2	3	1.14e-6	0	25	10	6.25	5.7e-6	2.28e-6	1.425e-6	0	0	-100	0	NA	NA
Gabon	7	1	0	6	3.3e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	0	0	100	0	NA	NA
Guinea-Bissau	2	0	0	2	1.07e-6	0	10	4	2.5	5.35e-6	2.14e-6	1.3375e-6	0	0	100	0	NA	NA
Mali	18	1	0	17	9.4e-7	5e-8	333.333333333	153.846153846	100	1.66666666667e-5	7.69230769231e-6	5e-6	0	1	-100	0	NA	NA
Namibia	11	0	2	9	4.49e-6	0	55	22	13.75	2.245e-5	8.98e-6	5.6125e-6	3	0	100	0	NA	NA
Seychelles	8	0	0	8	8.268e-5	0	40	16	10	4.134e-4	1.6536e-4	1.0335e-4	0	0	-100	0	NA	NA
Angola	7	2	0	5	2.3e-7	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	2	2	100	0	NA	NA
Chad	3	0	0	3	1.9e-7	0	15	6	3.75	9.5e-7	3.8e-7	2.375e-7	0	0	100	0	NA	NA
