Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Equatorial Guinea	12	0	0	12	9.17e-6	0	60	24	15	4.585e-5	1.834e-5	1.14625e-5	0	0	100	0	NA	NA
Egypt	609	40	132	437	6.19e-6	4.1e-7	13333.3333333	6153.84615385	4000	1.36666666667e-4	6.30769230769e-5	4.1e-5	33	4	-17.5	0	NA	NA
South Africa	1280	2	31	1247	2.215e-5	3e-8	666.666666667	307.692307692	200	1e-5	4.61538461538e-6	3e-6	93	1	447.1	0	35593	6.06e-4
Tunisia	312	8	2	302	2.698e-5	6.9e-7	2666.66666667	1230.76923077	800	2.3e-4	1.06153846154e-4	6.9e-5	34	0	-33.3	0	NA	NA
Djibouti	18	0	0	18	1.877e-5	0	90	36	22.5	9.385e-5	3.754e-5	2.34625e-5	4	0	100	0	NA	NA
Mozambique	8	0	0	8	2.7e-7	0	40	16	10	1.35e-6	5.4e-7	3.375e-7	0	0	-100	0	NA	NA
Uganda	33	0	0	33	7.7e-7	0	165	66	41.25	3.85e-6	1.54e-6	9.625e-7	3	0	-57.1	0	NA	NA
Ethiopia	21	0	1	20	1.9e-7	0	105	42	26.25	9.5e-7	3.8e-7	2.375e-7	5	0	100	0	NA	NA
Kenya	42	1	1	40	8.2e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	4	0	-42.9	0	NA	NA
Niger	18	1	0	17	8e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	8	0	100	0	NA	NA
