Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Morocco	170	5	6	159	4.72e-6	1.4e-7	1666.66666667	769.230769231	500	4.66666666667e-5	2.15384615385e-5	1.4e-5	27	1	-3.6	0	NA	NA
Mauritania	2	0	0	2	4.5e-7	0	10	4	2.5	2.25e-6	9e-7	5.625e-7	0	0	100	0	NA	NA
Gabon	6	1	0	5	2.83e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	1	0	100	0	NA	NA
United Republic of Tanzania	12	0	0	12	2.1e-7	0	60	24	15	1.05e-6	4.2e-7	2.625e-7	0	0	100	0	NA	NA
Namibia	7	0	2	5	2.86e-6	0	35	14	8.75	1.43e-5	5.72e-6	3.575e-6	3	0	200	0	NA	NA
Seychelles	7	0	0	7	7.234e-5	0	35	14	8.75	3.617e-4	1.4468e-4	9.0425e-5	0	0	100	0	NA	NA
Angola	3	0	0	3	1e-7	0	15	6	3.75	5e-7	2e-7	1.25e-7	0	0	-100	0	NA	NA
Chad	3	0	0	3	1.9e-7	0	15	6	3.75	9.5e-7	3.8e-7	2.375e-7	2	0	100	0	NA	NA
Equatorial Guinea	9	0	0	9	6.88e-6	0	45	18	11.25	3.44e-5	1.376e-5	8.6e-6	0	0	-100	0	NA	NA
Egypt	402	20	80	302	4.08e-6	2e-7	6666.66666667	3076.92307692	2000	6.66666666667e-5	3.07692307692e-5	2e-5	36	1	-7.7	0	NA	NA
South Africa	554	0	4	550	9.59e-6	0	2770	1108	692.5	4.795e-5	1.918e-5	1.19875e-5	152	0	18.8	0	NA	NA
Tunisia	114	4	1	109	9.86e-6	3.5e-7	1333.33333333	615.384615385	400	1.16666666667e-4	5.38461538462e-5	3.5e-5	25	1	78.6	0	NA	NA
Djibouti	3	0	0	3	3.13e-6	0	15	6	3.75	1.565e-5	6.26e-6	3.9125e-6	0	0	-100	0	NA	NA
Mozambique	3	0	0	3	1e-7	0	15	6	3.75	5e-7	2e-7	1.25e-7	2	0	100	0	NA	NA
Uganda	9	0	0	9	2.1e-7	0	45	18	11.25	1.05e-6	4.2e-7	2.625e-7	0	0	-100	0	NA	NA
Ethiopia	12	0	0	12	1.1e-7	0	60	24	15	5.5e-7	2.2e-7	1.375e-7	1	0	100	0	NA	NA
Kenya	25	0	0	25	4.9e-7	0	125	50	31.25	2.45e-6	9.8e-7	6.125e-7	9	0	800	0	NA	NA
Niger	3	0	0	3	1.3e-7	0	15	6	3.75	6.5e-7	2.6e-7	1.625e-7	0	0	-100	0	NA	NA
