Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Republic of the Congo	3	0	0	N/A	5.7e-7	0	15	6	3.75	2.85e-6	1.14e-6	7.125e-7	0	0	-100	100	NA	NA
Togo	9	0	1	N/A	1.14e-6	0	45	18	11.25	5.7e-6	2.28e-6	1.425e-6	8	0	100	100	NA	NA
Zimbabwe	1	0	0	N/A	7e-8	0	5	2	1.25	3.5e-7	1.4e-7	8.75e-8	NA	NA	100	100	NA	NA
Djibouti	1	0	0	N/A	1.04e-6	0	5	2	1.25	5.2e-6	2.08e-6	1.3e-6	0	0	100	100	NA	NA
Liberia	2	0	0	N/A	4.2e-7	0	10	4	2.5	2.1e-6	8.4e-7	5.25e-7	0	0	100	100	NA	NA
Gambia	1	0	0	N/A	4.4e-7	0	5	2	1.25	2.2e-6	8.8e-7	5.5e-7	0	0	100	100	NA	NA
Central African Republic	3	0	0	N/A	6.4e-7	0	15	6	3.75	3.2e-6	1.28e-6	8e-7	2	0	100	100	NA	NA
Equatorial Guinea	6	0	0	N/A	4.58e-6	0	30	12	7.5	2.29e-5	9.16e-6	5.725e-6	0	0	-100	100	NA	NA
Mauritius	12	0	0	N/A	9.48e-6	0	60	24	15	4.74e-5	1.896e-5	1.185e-5	9	0	100	100	NA	NA
Morocco	77	3	1	N/A	2.14e-6	8e-8	1000	461.538461538	300	2.66666666667e-5	1.23076923077e-5	8e-6	14	1	0	100	NA	NA
Gabon	3	1	0	N/A	1.42e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	2	1	100	100	NA	NA
United Republic of Tanzania	6	0	0	N/A	1.1e-7	0	30	12	7.5	5.5e-7	2.2e-7	1.375e-7	0	0	-100	100	NA	NA
Namibia	3	0	0	N/A	1.23e-6	0	15	6	3.75	6.15e-6	2.46e-6	1.5375e-6	0	0	-100	100	NA	NA
Seychelles	7	0	0	N/A	7.234e-5	0	35	14	8.75	3.617e-4	1.4468e-4	9.0425e-5	1	0	-50	100	NA	NA
Angola	1	0	0	N/A	3e-8	0	5	2	1.25	1.5e-7	6e-8	3.75e-8	NA	NA	100	100	NA	NA
Chad	1	0	0	N/A	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	0	0	100	100	NA	NA
Ethiopia	9	0	0	N/A	8e-8	0	45	18	11.25	4e-7	1.6e-7	1e-7	3	0	100	100	NA	NA
Egypt	285	8	39	N/A	2.9e-6	8e-8	2666.66666667	1230.76923077	800	2.66666666667e-5	1.23076923077e-5	8e-6	29	2	-51.7	100	NA	NA
South Africa	202	0	0	N/A	3.5e-6	0	1010	404	252.5	1.75e-5	7e-6	4.375e-6	52	0	52.9	100	NA	NA
Tunisia	54	1	0	N/A	4.67e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	15	0	50	-100	NA	NA
Senegal	38	0	2	N/A	2.4e-6	0	190	76	47.5	1.2e-5	4.8e-6	3e-6	7	0	100	100	NA	NA
Kenya	7	0	0	N/A	1.4e-7	0	35	14	8.75	7e-7	2.8e-7	1.75e-7	0	0	-100	100	NA	NA
Niger	1	0	0	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	NA	NA	100	100	NA	NA
