Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Madagascar	3	0	0	N/A	1.1e-7	0	15	6	3.75	5.5e-7	2.2e-7	1.375e-7	NA	NA	100	100	NA	NA
Swaziland	1	0	0	N/A	8.8e-7	0	5	2	1.25	4.4e-6	1.76e-6	1.1e-6	0	0	100	100	NA	NA
Mauritania	2	0	0	N/A	4.5e-7	0	10	4	2.5	2.25e-6	9e-7	5.625e-7	0	0	-100	100	NA	NA
Sudan	2	1	0	N/A	5e-8	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	0	0	100	100	NA	NA
Guinea	1	0	0	N/A	8e-8	0	5	2	1.25	4e-7	1.6e-7	1e-7	0	0	100	100	NA	NA
Cape Verde	1	0	0	N/A	1.84e-6	0	5	2	1.25	9.2e-6	3.68e-6	2.3e-6	NA	NA	100	100	NA	NA
Democratic Republic of the Congo	18	0	0	N/A	2.1e-7	0	90	36	22.5	1.05e-6	4.2e-7	2.625e-7	4	0	-60	100	NA	NA
Rwanda	17	0	0	N/A	1.38e-6	0	85	34	21.25	6.9e-6	2.76e-6	1.725e-6	9	0	100	100	NA	NA
Somalia	1	0	0	N/A	7e-8	0	5	2	1.25	3.5e-7	1.4e-7	8.75e-8	0	0	100	100	NA	NA
Ivory Coast	9	0	1	N/A	3.6e-7	0	45	18	11.25	1.8e-6	7.2e-7	4.5e-7	0	0	-100	100	NA	NA
Nigeria	12	0	1	N/A	6e-8	0	60	24	15	3e-7	1.2e-7	7.5e-8	4	0	100	100	NA	NA
Cameroon	20	0	0	N/A	7.9e-7	0	100	40	25	3.95e-6	1.58e-6	9.875e-7	7	0	133.3	100	NA	NA
Burkina Faso	40	1	0	N/A	2.03e-6	5e-8	333.333333333	153.846153846	100	1.66666666667e-5	7.69230769231e-6	5e-6	7	0	-46.2	100	NA	NA
Benin	2	0	0	N/A	1.7e-7	0	10	4	2.5	8.5e-7	3.4e-7	2.125e-7	0	0	100	100	NA	NA
Ghana	16	0	0	N/A	5.4e-7	0	80	32	20	2.7e-6	1.08e-6	6.75e-7	5	0	25	100	NA	NA
Algeria	90	11	32	N/A	2.13e-6	2.6e-7	3666.66666667	1692.30769231	1100	8.66666666667e-5	4e-5	2.6e-5	3	2	-76.9	0	NA	NA
Zambia	2	0	0	N/A	1.2e-7	0	10	4	2.5	6e-7	2.4e-7	1.5e-7	0	0	100	100	NA	NA
