Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Madagascar	106	0	20	86	4.04e-6	0	530	212	132.5	2.02e-5	8.08e-6	5.05e-6	NA	NA
Swaziland	14	0	7	7	1.232e-5	0	70	28	17.5	6.16e-5	2.464e-5	1.54e-5	NA	NA
Liberia	50	5	3	42	1.038e-5	1.04e-6	1666.66666667	769.230769231	500	3.46666666667e-4	1.6e-4	1.04e-4	NA	NA
Sudan	19	2	2	15	4.5e-7	5e-8	666.666666667	307.692307692	200	1.66666666667e-5	7.69230769231e-6	5e-6	NA	NA
Guinea	250	0	17	233	2.014e-5	0	1250	500	312.5	1.007e-4	4.028e-5	2.5175e-5	NA	NA
United Republic of Tanzania	32	3	5	24	5.7e-7	5e-8	1000	461.538461538	300	1.66666666667e-5	7.69230769231e-6	5e-6	NA	NA
Sao Tome and Principe	4	0	0	4	1.895e-5	0	20	8	5	9.475e-5	3.79e-5	2.36875e-5	19	8.7e-5
Republic of the Congo	60	5	5	50	1.144e-5	9.5e-7	1666.66666667	769.230769231	500	3.16666666667e-4	1.46153846154e-4	9.5e-5	NA	NA
Democratic Republic of the Congo	234	20	16	198	2.78e-6	2.4e-7	6666.66666667	3076.92307692	2000	8e-5	3.69230769231e-5	2.4e-5	NA	NA
Rwanda	126	0	25	101	1.024e-5	0	630	252	157.5	5.12e-5	2.048e-5	1.28e-5	1966	1.52e-4
Somalia	25	1	2	22	1.67e-6	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	NA	NA
Ivory Coast	574	5	85	484	2.29e-5	2e-7	1666.66666667	769.230769231	500	6.66666666667e-5	3.07692307692e-5	2e-5	NA	NA
Nigeria	323	10	85	228	1.65e-6	5e-8	3333.33333333	1538.46153846	1000	1.66666666667e-5	7.69230769231e-6	5e-6	5000	2.4e-5
Cameroon	820	12	98	710	3.252e-5	4.8e-7	4000	1846.15384615	1200	1.6e-4	7.38461538462e-5	4.8e-5	NA	NA
Burkina Faso	497	27	161	309	2.516e-5	1.37e-6	9000	4153.84615385	2700	4.56666666667e-4	2.10769230769e-4	1.37e-4	NA	NA
Benin	35	1	5	29	3.05e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	NA	NA
Ghana	566	8	4	554	1.901e-5	2.7e-7	2666.66666667	1230.76923077	800	9e-5	4.15384615385e-5	2.7e-5	37954	0.001221
Algeria	1914	293	591	1030	4.532e-5	6.94e-6	97666.6666667	45076.9230769	29300	0.00231333333333	0.00106769230769	6.94e-4	3359	7.7e-5
Zambia	43	2	30	11	2.48e-6	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	1239	6.7e-5
Cape Verde	8	1	1	6	1.471e-5	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	NA	NA
Malawi	13	2	0	11	7.2e-7	1.1e-7	666.666666667	307.692307692	200	3.66666666667e-5	1.69230769231e-5	1.1e-5	287	1.5e-5
Togo	76	3	29	44	9.63e-6	3.8e-7	1000	461.538461538	300	1.26666666667e-4	5.84615384615e-5	3.8e-5	2532	3.06e-4
Zimbabwe	14	3	0	11	9.7e-7	2.1e-7	1000	461.538461538	300	7e-5	3.23076923077e-5	2.1e-5	563	3.8e-5
Senegal	280	2	171	107	1.766e-5	1.3e-7	666.666666667	307.692307692	200	4.33333333333e-5	2e-5	1.3e-5	NA	NA
Sierra Leone	10	0	0	10	1.31e-6	0	50	20	12.5	6.55e-6	2.62e-6	1.6375e-6	NA	NA
Eritrea	34	0	0	34	7.6e-6	0	170	68	42.5	3.8e-5	1.52e-5	9.5e-6	NA	NA
Libya	25	1	9	15	3.74e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	535	7.8e-5
Gambia	9	1	2	6	3.95e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	281	1.16e-4
Central African Republic	8	0	0	8	1.71e-6	0	40	16	10	8.55e-6	3.42e-6	2.1375e-6	NA	NA
Mauritius	324	9	42	273	2.5607e-4	7.11e-6	3000	1384.61538462	900	0.00237	0.00109384615385	7.11e-4	7077	0.005565
Morocco	1661	118	177	1366	4.61e-5	3.28e-6	39333.3333333	18153.8461538	11800	0.00109333333333	5.04615384615e-4	3.28e-4	8473	2.3e-4
Mauritania	7	1	2	4	1.59e-6	2.3e-7	333.333333333	153.846153846	100	7.66666666667e-5	3.53846153846e-5	2.3e-5	496	1.07e-4
Gabon	49	1	1	47	2.312e-5	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	NA	NA
South Sudan	4	0	0	4	3.6e-7	0	20	8	5	1.8e-6	7.2e-7	4.5e-7	NA	NA
Guinea-Bissau	38	0	0	38	2.027e-5	0	190	76	47.5	1.0135e-4	4.054e-5	2.53375e-5	1500	7.62e-4
Mali	105	9	22	74	5.5e-6	4.7e-7	3000	1384.61538462	900	1.56666666667e-4	7.23076923077e-5	4.7e-5	NA	NA
Namibia	16	0	3	13	6.54e-6	0	80	32	20	3.27e-5	1.308e-5	8.175e-6	362	1.42e-4
Seychelles	11	0	0	11	1.1368e-4	0	55	22	13.75	5.684e-4	2.2736e-4	1.421e-4	NA	NA
