Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-08	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.0
2020-03-09	0.02	0.0	0.04	1e-08	0.0	0.0	0.0	0.0
2020-03-10	0.02	0.0	0.061	1e-08	0.0	0.0	0.0	0.0
2020-03-11	0.04	1e-08	0.101	1e-08	0.0	0.0	0.001	0.0
2020-03-12	0.101	1e-08	0.202	3e-08	0.001	0.0	0.001	0.0
2020-03-13	0.162	2e-08	0.364	5e-08	0.001	0.0	0.002	0.0
2020-03-14	0.223	3e-08	0.587	7e-08	0.001	0.0	0.004	0.0
2020-03-15	0.303	4e-08	0.89	1.1e-07	0.002	0.0	0.005	0.0
2020-03-16	0.486	6e-08	1.376	1.7e-07	0.003	0.0	0.008	0.0
2020-03-17	0.728	9e-08	2.104	2.7e-07	0.004	0.0	0.013	0.0
2020-03-18	1.012	1.3e-07	3.116	3.9e-07	0.006	0.0	0.019	0.0
2020-03-19	1.234	1.6e-07	4.35	5.5e-07	0.007	0.0	0.026	0.0
2020-03-20	1.396	1.8e-07	5.746	7.3e-07	0.008	0.0	0.034	0.0
2020-03-21	1.497	1.9e-07	7.243	9.2e-07	0.009	0.0	0.043	1e-08
2020-03-22	1.578	2e-07	8.821	1.12e-06	0.009	0.0	0.053	1e-08
2020-03-23	1.598	2e-07	10.419	1.32e-06	0.01	0.0	0.063	1e-08
2020-03-24	1.618	2.1e-07	12.037	1.53e-06	0.01	0.0	0.072	1e-08
2020-03-25	1.639	2.1e-07	13.676	1.73e-06	0.01	0.0	0.082	1e-08
2020-03-26	1.618	2.1e-07	15.295	1.94e-06	0.01	0.0	0.092	1e-08
2020-03-27	1.598	2e-07	16.893	2.14e-06	0.01	0.0	0.101	1e-08
2020-03-28	1.578	2e-07	18.471	2.34e-06	0.009	0.0	0.111	1e-08
2020-03-29	1.477	1.9e-07	19.948	2.53e-06	0.009	0.0	0.12	2e-08
2020-03-30	1.436	1.8e-07	21.384	2.71e-06	0.009	0.0	0.128	2e-08
2020-03-31	1.355	1.7e-07	22.74	2.88e-06	0.008	0.0	0.136	2e-08
2020-04-01	1.173	1.5e-07	23.913	3.03e-06	0.007	0.0	0.143	2e-08
2020-04-02	1.012	1.3e-07	24.925	3.16e-06	0.006	0.0	0.15	2e-08
2020-04-03	0.87	1.1e-07	25.794	3.27e-06	0.005	0.0	0.155	2e-08
2020-04-04	0.749	9e-08	26.543	3.36e-06	0.004	0.0	0.159	2e-08
2020-04-05	0.627	8e-08	27.17	3.44e-06	0.004	0.0	0.163	2e-08
2020-04-06	0.506	6e-08	27.676	3.51e-06	0.003	0.0	0.166	2e-08
2020-04-07	0.405	5e-08	28.081	3.56e-06	0.002	0.0	0.168	2e-08
2020-04-08	0.344	4e-08	28.424	3.6e-06	0.002	0.0	0.171	2e-08
2020-04-09	0.303	4e-08	28.728	3.64e-06	0.002	0.0	0.172	2e-08
2020-04-10	0.263	3e-08	28.991	3.67e-06	0.002	0.0	0.174	2e-08
2020-04-11	0.223	3e-08	29.213	3.7e-06	0.001	0.0	0.175	2e-08
2020-04-12	0.182	2e-08	29.396	3.73e-06	0.001	0.0	0.176	2e-08
2020-04-13	0.142	2e-08	29.537	3.74e-06	0.001	0.0	0.177	2e-08
2020-04-14	0.101	1e-08	29.638	3.76e-06	0.001	0.0	0.178	2e-08
2020-04-15	0.081	1e-08	29.719	3.77e-06	0.0	0.0	0.178	2e-08
2020-04-16	0.061	1e-08	29.78	3.77e-06	0.0	0.0	0.179	2e-08
2020-04-17	0.04	1e-08	29.82	3.78e-06	0.0	0.0	0.179	2e-08
2020-04-18	0.02	0.0	29.841	3.78e-06	0.0	0.0	0.179	2e-08
2020-04-19	29.841	3.78e-06	59.681	7.57e-06	0.179	2e-08	0.358	5e-08
