Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Lancaster	7	0	0	0	7.339e-5	0	35	14	8.75	3.6695e-4	1.4678e-4	9.17375e-5	2	0
Colleton	1	0	0	0	2.655e-5	0	5	2	1.25	1.3275e-4	5.31e-5	3.31875e-5	0	0
Richland	43	0	0	0	1.0372e-4	0	215	86	53.75	5.186e-4	2.0744e-4	1.2965e-4	14	0
Cherokee	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumter	4	0	0	0	3.755e-5	0	20	8	5	1.8775e-4	7.51e-5	4.69375e-5	1	0
Calhoun	1	0	0	0	6.887e-5	0	5	2	1.25	3.4435e-4	1.3774e-4	8.60875e-5	0	0
Fairfield	2	0	0	0	8.928e-5	0	10	4	2.5	4.464e-4	1.7856e-4	1.116e-4	1	0
Spartanburg	3	0	0	0	9.56e-6	0	15	6	3.75	4.78e-5	1.912e-5	1.195e-5	1	0
Anderson	15	0	0	0	7.482e-5	0	75	30	18.75	3.741e-4	1.4964e-4	9.3525e-5	5	0
Laurens	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Union	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Horry	16	0	0	0	4.649e-5	0	80	32	20	2.3245e-4	9.298e-5	5.81125e-5	5	0
Kershaw	54	1	0	0	8.2327e-4	1.525e-5	333.333333333	153.846153846	100	0.00508333333333	0.00234615384615	0.001525	10	1
Pickens	1	0	0	0	8e-6	0	5	2	1.25	4e-5	1.6e-5	1e-5	0	0
Williamsburg	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Georgetown	2	0	0	0	3.213e-5	0	10	4	2.5	1.6065e-4	6.426e-5	4.01625e-5	2	0
Dorchester	2	0	0	0	1.245e-5	0	10	4	2.5	6.225e-5	2.49e-5	1.55625e-5	1	0
Allendale	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marlboro	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
Saluda	1	0	0	0	4.868e-5	0	5	2	1.25	2.434e-4	9.736e-5	6.085e-5	0	0
Clarendon	4	1	0	0	1.1869e-4	2.967e-5	333.333333333	153.846153846	100	0.00989	0.00456461538462	0.002967	3	0
Newberry	1	0	0	0	2.596e-5	0	5	2	1.25	1.298e-4	5.192e-5	3.245e-5	0	0
York	7	0	0	0	2.554e-5	0	35	14	8.75	1.277e-4	5.108e-5	3.1925e-5	3	0
Berkeley	4	0	0	0	1.809e-5	0	20	8	5	9.045e-5	3.618e-5	2.26125e-5	2	0
Beaufort	21	0	0	0	1.1128e-4	0	105	42	26.25	5.564e-4	2.2256e-4	1.391e-4	7	0
Barnwell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orangeburg	8	0	0	0	9.202e-5	0	40	16	10	4.601e-4	1.8404e-4	1.15025e-4	5	0
Abbeville	1	0	0	0	4.075e-5	0	5	2	1.25	2.0375e-4	8.15e-5	5.09375e-5	0	0
McCormick	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bamberg	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lexington	17	1	0	0	5.762e-5	3.39e-6	333.333333333	153.846153846	100	0.00113	5.21538461538e-4	3.39e-4	5	0
Greenville	31	0	0	0	6.029e-5	0	155	62	38.75	3.0145e-4	1.2058e-4	7.53625e-5	12	0
Chester	1	0	0	0	3.101e-5	0	5	2	1.25	1.5505e-4	6.202e-5	3.87625e-5	1	0
Charleston	31	1	0	0	7.637e-5	2.46e-6	333.333333333	153.846153846	100	8.2e-4	3.78461538462e-4	2.46e-4	18	1
Chesterfield	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lee	2	0	0	0	1.1667e-4	0	10	4	2.5	5.8335e-4	2.3334e-4	1.458375e-4	1	0
Hampton	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
Edgefield	1	0	0	0	3.697e-5	0	5	2	1.25	1.8485e-4	7.394e-5	4.62125e-5	0	0
Aiken	1	0	0	0	5.9e-6	0	5	2	1.25	2.95e-5	1.18e-5	7.375e-6	0	0
Dillon	1	0	0	0	3.268e-5	0	5	2	1.25	1.634e-4	6.536e-5	4.085e-5	0	0
Marion	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jasper	1	0	0	0	3.452e-5	0	5	2	1.25	1.726e-4	6.904e-5	4.315e-5	0	0
Darlington	7	0	0	0	1.0479e-4	0	35	14	8.75	5.2395e-4	2.0958e-4	1.309875e-4	2	0
Oconee	2	0	0	0	2.552e-5	0	10	4	2.5	1.276e-4	5.104e-5	3.19e-5	2	0
Greenwood	2	0	0	0	2.827e-5	0	10	4	2.5	1.4135e-4	5.654e-5	3.53375e-5	-1	0
Florence	3	1	0	0	2.171e-5	7.24e-6	333.333333333	153.846153846	100	0.00241333333333	0.00111384615385	7.24e-4	2	0
