Name	Confirmed	Deaths	Recovered	Active
Wilson	0	0	0	0
Shawnee	3	0	0	0
Russell	0	0	0	0
Harper	0	0	0	0
Finney	0	0	0	0
Smith	0	0	0	0
Montgomery	0	0	0	0
Phillips	0	0	0	0
Republic	0	0	0	0
Bourbon	1	0	0	0
Chautauqua	0	0	0	0
Brown	0	0	0	0
Stanton	0	0	0	0
Wallace	0	0	0	0
Kearny	0	0	0	0
Barber	0	0	0	0
Trego	0	0	0	0
Greenwood	0	0	0	0
Doniphan	1	0	0	0
Miami	0	0	0	0
Kiowa	0	0	0	0
Sedgwick	11	0	0	0
Cowley	0	0	0	0
Seward	0	0	0	0
Thomas	0	0	0	0
Washington	0	0	0	0
Marion	0	0	0	0
Allen	0	0	0	0
Greeley	0	0	0	0
Chase	0	0	0	0
Jackson	1	0	0	0
Grant	0	0	0	0
Anderson	0	0	0	0
Jefferson	0	0	0	0
Cheyenne	0	0	0	0
Butler	3	0	0	0
McPherson	0	0	0	0
Rice	0	0	0	0
Gove	0	0	0	0
Sherman	0	0	0	0
Ford	0	0	0	0
Linn	4	0	0	0
Osborne	0	0	0	0
Hamilton	0	0	0	0
Coffey	0	0	0	0
Gray	0	0	0	0
Rush	0	0	0	0
Johnson	44	1	0	0
Leavenworth	11	0	0	0
Neosho	1	0	0	0
Wyandotte	27	2	0	0
Clay	0	0	0	0
Clark	0	0	0	0
Wabaunsee	0	0	0	0
Jewell	0	0	0	0
Kingman	0	0	0	0
Saline	0	0	0	0
Elk	0	0	0	0
Lyon	4	0	0	0
Nemaha	0	0	0	0
Cherokee	2	0	0	0
Harvey	0	0	0	0
Woodson	1	0	0	0
Dickinson	0	0	0	0
Riley	0	0	0	0
Labette	0	0	0	0
Ness	0	0	0	0
Lincoln	0	0	0	0
Rawlins	0	0	0	0
Ottawa	0	0	0	0
Franklin	1	0	0	0
Sumner	0	0	0	0
Geary	0	0	0	0
Osage	0	0	0	0
Rooks	0	0	0	0
Marshall	0	0	0	0
Hodgeman	0	0	0	0
Pottawatomie	1	0	0	0
Ellis	0	0	0	0
Edwards	0	0	0	0
Lane	0	0	0	0
Douglas	10	0	0	0
Crawford	2	0	0	0
Norton	0	0	0	0
Barton	0	0	0	0
Atchison	0	0	0	0
Pratt	0	0	0	0
Decatur	0	0	0	0
Stafford	0	0	0	0
Sheridan	0	0	0	0
Wichita	0	0	0	0
Morris	2	0	0	0
Meade	0	0	0	0
Mitchell	2	0	0	0
Comanche	0	0	0	0
Stevens	0	0	0	0
Graham	0	0	0	0
Pawnee	0	0	0	0
Reno	2	0	0	0
Logan	0	0	0	0
Haskell	0	0	0	0
Scott	0	0	0	0
Morton	0	0	0	0
Ellsworth	0	0	0	0
Cloud	0	0	0	0
