Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-28	10.149	2.7e-07	10.149	2.7e-07	0.061	0.0	0.061	0.0
2020-01-29	20.299	5.3e-07	30.448	8e-07	0.122	0.0	0.183	0.0
2020-01-30	40.598	1.07e-06	71.046	1.87e-06	0.244	1e-08	0.426	1e-08
2020-01-31	81.196	2.14e-06	152.242	4.01e-06	0.487	1e-08	0.913	2e-08
2020-02-01	141.077	3.71e-06	293.319	7.72e-06	0.846	2e-08	1.76	5e-08
2020-02-02	282.155	7.43e-06	575.474	1.515e-05	1.693	4e-08	3.453	9e-08
2020-02-03	423.232	1.114e-05	998.706	2.63e-05	2.539	7e-08	5.992	1.6e-07
2020-02-04	846.464	2.229e-05	1845.171	4.858e-05	5.079	1.3e-07	11.071	2.9e-07
2020-02-05	1410.774	3.715e-05	3255.944	8.573e-05	8.465	2.2e-07	19.536	5.1e-07
2020-02-06	2116.161	5.572e-05	5372.105	0.00014145	12.697	3.3e-07	32.233	8.5e-07
2020-02-07	2821.548	7.429e-05	8193.653	0.00021574	16.929	4.5e-07	49.162	1.29e-06
2020-02-08	3526.935	9.287e-05	11720.588	0.00030861	21.162	5.6e-07	70.324	1.85e-06
2020-02-09	4232.322	0.00011144	15952.91	0.00042005	25.394	6.7e-07	95.717	2.52e-06
2020-02-10	4937.709	0.00013001	20890.619	0.00055006	29.626	7.8e-07	125.344	3.3e-06
2020-02-11	5925.251	0.00015602	26815.869	0.00070608	35.552	9.4e-07	160.895	4.24e-06
2020-02-12	7053.87	0.00018573	33869.739	0.00089181	42.323	1.11e-06	203.218	5.35e-06
2020-02-13	8464.644	0.00022288	42334.383	0.00111469	50.788	1.34e-06	254.006	6.69e-06
2020-02-14	10157.572	0.00026746	52491.955	0.00138215	60.945	1.6e-06	314.952	8.29e-06
2020-02-15	13120.198	0.00034546	65612.153	0.00172761	78.721	2.07e-06	393.673	1.037e-05
2020-02-16	18481.139	0.00048662	84093.291	0.00221423	110.887	2.92e-06	504.56	1.329e-05
2020-02-17	26663.627	0.00070207	110756.919	0.0029163	159.982	4.21e-06	664.542	1.75e-05
2020-02-18	32889.843	0.00086601	143646.762	0.00378231	197.339	5.2e-06	861.881	2.269e-05
2020-02-19	41175.789	0.00108419	184822.55	0.0048665	247.055	6.51e-06	1108.935	2.92e-05
2020-02-20	50138.906	0.00132019	234961.456	0.00618669	300.833	7.92e-06	1409.769	3.712e-05
2020-02-21	60926.624	0.00160424	295888.08	0.00779093	365.56	9.63e-06	1775.328	4.675e-05
2020-02-22	73332.029	0.00193088	369220.109	0.00972181	439.992	1.159e-05	2215.321	5.833e-05
2020-02-23	89753.438	0.00236327	458973.547	0.01208507	538.521	1.418e-05	2753.841	7.251e-05
