Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Haryana	56608.0	623.0	46496.0	9489.0	N/A	N/A	N/A	N/A	207666.666667	95846.1538462	62300.0	N/A	N/A	N/A
Unknown	0.0	0.0	0.0	340000.0	N/A	N/A	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
Punjab	44577.0	1178.0	29145.0	14254.0	N/A	N/A	N/A	N/A	392666.666667	181230.769231	117800.0	N/A	N/A	N/A
Goa	14530.0	157.0	11224.0	3149.0	N/A	N/A	N/A	N/A	52333.3333333	24153.8461538	15700.0	N/A	N/A	N/A
Chhattisgarh	23341.0	221.0	13732.0	9388.0	N/A	N/A	N/A	N/A	73666.6666667	34000.0	22100.0	N/A	N/A	N/A
Ladakh	2420.0	24.0	1549.0	847.0	N/A	N/A	N/A	N/A	8000.0	3692.30769231	2400.0	N/A	N/A	N/A
Kerala	61879.0	244.0	40339.0	21296.0	N/A	N/A	N/A	N/A	81333.3333333	37538.4615385	24400.0	N/A	N/A	N/A
Bihar	124536.0	519.0	104301.0	19716.0	N/A	N/A	N/A	N/A	173000.0	79846.1538462	51900.0	N/A	N/A	N/A
Tamil Nadu	391303.0	6721.0	332454.0	52128.0	N/A	N/A	N/A	N/A	2240333.33333	1034000.0	672100.0	N/A	N/A	N/A
Chandigarh	3209.0	40.0	1713.0	1456.0	N/A	N/A	N/A	N/A	13333.3333333	6153.84615385	4000.0	N/A	N/A	N/A
Jammu and Kashmir	33776.0	638.0	25594.0	7544.0	N/A	N/A	N/A	N/A	212666.666667	98153.8461538	63800.0	N/A	N/A	N/A
Jharkhand	31973.0	347.0	21388.0	10238.0	N/A	N/A	N/A	N/A	115666.666667	53384.6153846	34700.0	N/A	N/A	N/A
Meghalaya	2018.0	8.0	832.0	1178.0	N/A	N/A	N/A	N/A	2666.66666667	1230.76923077	800.0	N/A	N/A	N/A
Delhi	164071.0	4330.0	147743.0	11998.0	N/A	N/A	N/A	N/A	1443333.33333	666153.846154	433000.0	N/A	N/A	N/A
Assam	94592.0	260.0	74814.0	19518.0	N/A	N/A	N/A	N/A	86666.6666667	40000.0	26000.0	N/A	N/A	N/A
Madhya Pradesh	55800.0	1265.0	42310.0	12225.0	N/A	N/A	N/A	N/A	421666.666667	194615.384615	126500.0	N/A	N/A	N/A
Lakshadweep	0.0	0.0	0.0	0.0	N/A	N/A	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
Manipur	5444.0	24.0	3812.0	1608.0	N/A	N/A	N/A	N/A	8000.0	3692.30769231	2400.0	N/A	N/A	N/A
Rajasthan	73325.0	980.0	58126.0	14219.0	N/A	N/A	N/A	N/A	326666.666667	150769.230769	98000.0	N/A	N/A	N/A
Sikkim	1475.0	3.0	1054.0	418.0	N/A	N/A	N/A	N/A	1000.0	461.538461538	300.0	N/A	N/A	N/A
West Bengal	144801.0	2909.0	114543.0	27349.0	N/A	N/A	N/A	N/A	969666.666667	447538.461538	290900.0	N/A	N/A	N/A
Tripura	9523.0	83.0	6574.0	2866.0	N/A	N/A	N/A	N/A	27666.6666667	12769.2307692	8300.0	N/A	N/A	N/A
Uttarakhand	16014.0	213.0	11201.0	4600.0	N/A	N/A	N/A	N/A	71000.0	32769.2307692	21300.0	N/A	N/A	N/A
Andhra Pradesh	361712.0	3368.0	268828.0	-250068.0	N/A	N/A	N/A	N/A	1122666.66667	518153.846154	336800.0	N/A	N/A	N/A
Himachal Pradesh	5154.0	30.0	3748.0	1376.0	N/A	N/A	N/A	N/A	10000.0	4615.38461538	3000.0	N/A	N/A	N/A
Nagaland	3752.0	9.0	2611.0	1132.0	N/A	N/A	N/A	N/A	3000.0	1384.61538462	900.0	N/A	N/A	N/A
Gujarat	88805.0	2928.0	71236.0	14641.0	N/A	N/A	N/A	N/A	976000.0	450461.538462	292800.0	N/A	N/A	N/A
Arunachal Pradesh	3412.0	5.0	2508.0	899.0	N/A	N/A	N/A	N/A	1666.66666667	769.230769231	500.0	N/A	N/A	N/A
Maharashtra	703823.0	22794.0	514790.0	166239.0	N/A	N/A	N/A	N/A	7598000.0	3506769.23077	2279400.0	N/A	N/A	N/A
Dadra and Nagar Haveli and Daman and Diu	2203.0	2.0	1820.0	381.0	N/A	N/A	N/A	N/A	666.666666667	307.692307692	200.0	N/A	N/A	N/A
Telangana	111688.0	780.0	85223.0	25685.0	N/A	N/A	N/A	N/A	260000.0	120000.0	78000.0	N/A	N/A	N/A
Puducherry	11426.0	172.0	7273.0	3981.0	N/A	N/A	N/A	N/A	57333.3333333	26461.5384615	17200.0	N/A	N/A	N/A
Karnataka	291826.0	4958.0	204439.0	82429.0	N/A	N/A	N/A	N/A	1652666.66667	762769.230769	495800.0	N/A	N/A	N/A
Mizoram	967.0	0.0	464.0	503.0	N/A	N/A	N/A	N/A	4835.0	1934.0	1208.75	N/A	N/A	N/A
Odisha	84231.0	428.0	59470.0	24333.0	N/A	N/A	N/A	N/A	142666.666667	65846.1538462	42800.0	N/A	N/A	N/A
Uttar Pradesh	197388.0	3059.0	144754.0	49575.0	N/A	N/A	N/A	N/A	1019666.66667	470615.384615	305900.0	N/A	N/A	N/A
Andaman and Nicobar Islands	2945.0	37.0	2231.0	677.0	N/A	N/A	N/A	N/A	12333.3333333	5692.30769231	3700.0	N/A	N/A	N/A
