Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Santander	1329.0	26.0	371.0	932.0	N/A	N/A	N/A	N/A	8666.66666667	4000.0	2600.0	N/A	N/A	N/A
Caqueta	112.0	3.0	23.0	86.0	N/A	N/A	N/A	N/A	1000.0	461.538461538	300.0	N/A	N/A	N/A
Bolivar	12206.0	474.0	6845.0	4887.0	N/A	N/A	N/A	N/A	158000.0	72923.0769231	47400.0	N/A	N/A	N/A
Quindio	195.0	6.0	142.0	47.0	N/A	N/A	N/A	N/A	2000.0	923.076923077	600.0	N/A	N/A	N/A
Guaviare	42.0	0.0	35.0	7.0	N/A	N/A	N/A	N/A	210.0	84.0	52.5	N/A	N/A	N/A
Cundinamarca	4197.0	107.0	2028.0	2062.0	N/A	N/A	N/A	N/A	35666.6666667	16461.5384615	10700.0	N/A	N/A	N/A
Cordoba	1595.0	183.0	360.0	1052.0	N/A	N/A	N/A	N/A	61000.0	28153.8461538	18300.0	N/A	N/A	N/A
Cauca	771.0	29.0	225.0	517.0	N/A	N/A	N/A	N/A	9666.66666667	4461.53846154	2900.0	N/A	N/A	N/A
Vichada	1.0	0.0	1.0	0.0	N/A	N/A	N/A	N/A	5.0	2.0	1.25	N/A	N/A	N/A
Tolima	1470.0	31.0	534.0	905.0	N/A	N/A	N/A	N/A	10333.3333333	4769.23076923	3100.0	N/A	N/A	N/A
La Guajira	928.0	54.0	188.0	686.0	N/A	N/A	N/A	N/A	18000.0	8307.69230769	5400.0	N/A	N/A	N/A
Meta	1598.0	20.0	1080.0	498.0	N/A	N/A	N/A	N/A	6666.66666667	3076.92307692	2000.0	N/A	N/A	N/A
Unknown	0.0	0.0	0.0	0.0	N/A	N/A	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
Arauca	141.0	0.0	26.0	115.0	N/A	N/A	N/A	N/A	705.0	282.0	176.25	N/A	N/A	N/A
Sucre	2523.0	162.0	432.0	1929.0	N/A	N/A	N/A	N/A	54000.0	24923.0769231	16200.0	N/A	N/A	N/A
Amazonas	2418.0	102.0	2186.0	130.0	N/A	N/A	N/A	N/A	34000.0	15692.3076923	10200.0	N/A	N/A	N/A
Caldas	303.0	8.0	221.0	74.0	N/A	N/A	N/A	N/A	2666.66666667	1230.76923077	800.0	N/A	N/A	N/A
Atlantico	33700.0	1958.0	14421.0	17321.0	N/A	N/A	N/A	N/A	652666.666667	301230.769231	195800.0	N/A	N/A	N/A
Capital District	49644.0	1201.0	17866.0	30577.0	N/A	N/A	N/A	N/A	400333.333333	184769.230769	120100.0	N/A	N/A	N/A
Huila	424.0	17.0	321.0	86.0	N/A	N/A	N/A	N/A	5666.66666667	2615.38461538	1700.0	N/A	N/A	N/A
Putumayo	95.0	9.0	11.0	75.0	N/A	N/A	N/A	N/A	3000.0	1384.61538462	900.0	N/A	N/A	N/A
Vaupes	29.0	1.0	21.0	7.0	N/A	N/A	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Valle del Cauca	14422.0	600.0	6664.0	7158.0	N/A	N/A	N/A	N/A	200000.0	92307.6923077	60000.0	N/A	N/A	N/A
Magdalena	2815.0	213.0	1072.0	1530.0	N/A	N/A	N/A	N/A	71000.0	32769.2307692	21300.0	N/A	N/A	N/A
Norte de Santander	599.0	28.0	224.0	347.0	N/A	N/A	N/A	N/A	9333.33333333	4307.69230769	2800.0	N/A	N/A	N/A
Risaralda	745.0	21.0	385.0	339.0	N/A	N/A	N/A	N/A	7000.0	3230.76923077	2100.0	N/A	N/A	N/A
Boyaca	492.0	19.0	278.0	195.0	N/A	N/A	N/A	N/A	6333.33333333	2923.07692308	1900.0	N/A	N/A	N/A
Antioquia	9253.0	98.0	2884.0	6271.0	N/A	N/A	N/A	N/A	32666.6666667	15076.9230769	9800.0	N/A	N/A	N/A
San Andres y Providencia	29.0	1.0	21.0	7.0	N/A	N/A	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Guainia	14.0	1.0	11.0	2.0	N/A	N/A	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Narino	4535.0	148.0	2685.0	1702.0	N/A	N/A	N/A	N/A	49333.3333333	22769.2307692	14800.0	N/A	N/A	N/A
Casanare	118.0	1.0	58.0	59.0	N/A	N/A	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Cesar	1505.0	37.0	840.0	628.0	N/A	N/A	N/A	N/A	12333.3333333	5692.30769231	3700.0	N/A	N/A	N/A
Choco	2197.0	76.0	992.0	1129.0	N/A	N/A	N/A	N/A	25333.3333333	11692.3076923	7600.0	N/A	N/A	N/A
