Aurora,2801
Beadle,18883
Bennett,3468
Bon Homme,6980
Brookings,35232
Brown,39316
Brule,5229
Buffalo,2036
Butte,10222
Campbell,1377
Charles Mix,9338
Clark,3739
Clay,14041
Codington,28015
Corson,4165
Custer,8726
Davison,19790
Day,5505
Deuel,4337
Dewey,5904
Douglas,2935
Edmunds,3875
Fall River,6758
Faulk,2330
Grant,7147
Gregory,4212
Haakon,1918
Hamlin,6111
Hand,3262
Hanson,3376
Harding,1249
Hughes,17650
Hutchinson,7380
Hyde,1282
Jackson,3307
Jerauld,2043
Jones,928
Kingsbury,4919
Lake,13057
Lawrence,25741
Lincoln,58807
Lyman,3821
McCook,5546
McPherson,2407
Marshall,5112
Meade,28294
Mellette,2042
Miner,2213
Minnehaha,192876
Moody,6579
Oglala Lakota,14309
Pennington,111729
Perkins,2922
Potter,2207
Roberts,10447
Sanborn,2429
Spink,6495
Stanley,3022
Sully,1392
Todd,10283
Tripp,5478
Turner,8424
Union,15619
Walworth,5587
Yankton,22869
Ziebach,2742
