Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Highlands	2.815	2.815	2.67e-05	2.67e-05
Dixie	0.0	0.0	0.0	0.0
Hillsborough	39.524	39.524	2.751e-05	2.751e-05
Collier	14.911	14.911	3.94e-05	3.94e-05
Indian River	4.192	4.192	2.663e-05	2.663e-05
Santa Rosa	0.0	0.0	0.0	0.0
Citrus	4.012	4.012	2.712e-05	2.712e-05
Palm Beach	76.832	76.832	5.171e-05	5.171e-05
Hamilton	-11.599	-11.599	-0.00081054	-0.00081054
Lee	28.745	28.745	3.809e-05	3.809e-05
Washington	-3.322	-3.322	-0.00013353	-0.00013353
Sumter	3.588	3.588	2.787e-05	2.787e-05
Levy	-0.583	-0.583	-1.43e-05	-1.43e-05
Hardee	0.0	0.0	0.0	0.0
Miami-Dade	353.139	353.139	0.00012788	0.00012788
Saint Lucie	9.043	9.043	2.816e-05	2.816e-05
Martin	6.707	6.707	4.168e-05	4.168e-05
Desoto	0.958	0.958	2.556e-05	2.556e-05
Bradford	0.778	0.778	2.807e-05	2.807e-05
Jefferson	0.0	0.0	0.0	0.0
Bay	2.336	2.336	1.26e-05	1.26e-05
Nassau	2.036	2.036	2.372e-05	2.372e-05
Baker	0.539	0.539	1.901e-05	1.901e-05
Monroe	2.515	2.515	3.352e-05	3.352e-05
Marion	4.132	4.132	1.148e-05	1.148e-05
Leon	4.072	4.072	1.392e-05	1.392e-05
Columbia	1.617	1.617	2.293e-05	2.293e-05
Madison	0.0	0.0	0.0	0.0
Alachua	6.767	6.767	2.507e-05	2.507e-05
Brevard	7.845	7.845	1.314e-05	1.314e-05
Walton	0.958	0.958	1.342e-05	1.342e-05
Calhoun	0.0	0.0	0.0	0.0
Gadsden	0.599	0.599	1.305e-05	1.305e-05
Charlotte	4.252	4.252	2.298e-05	2.298e-05
Seminole	13.294	13.294	2.842e-05	2.842e-05
Hernando	3.413	3.413	1.788e-05	1.788e-05
Lake	5.39	5.39	1.512e-05	1.512e-05
Unassigned	-1.515	-1.515	N/A	N/A
Osceola	18.684	18.684	5.077e-05	5.077e-05
Broward	125.039	125.039	6.408e-05	6.408e-05
Clay	5.749	5.749	2.661e-05	2.661e-05
Wakulla	-0.933	-0.933	-2.873e-05	-2.873e-05
Sarasota	10.42	10.42	2.442e-05	2.442e-05
Pinellas	28.325	28.325	2.904e-05	2.904e-05
Putnam	1.018	1.018	1.373e-05	1.373e-05
Franklin	0.0	0.0	0.0	0.0
Hendry	-0.845	-0.845	-2.034e-05	-2.034e-05
Gulf	0.0	0.0	0.0	0.0
Escambia	0.66	0.66	2.09e-06	2.09e-06
Union	-2.39	-2.39	-0.00015995	-0.00015995
Pasco	10.36	10.36	1.92e-05	1.92e-05
Okaloosa	3.773	3.773	1.82e-05	1.82e-05
Flagler	1.916	1.916	1.71e-05	1.71e-05
Holmes	-0.525	-0.525	-2.693e-05	-2.693e-05
Glades	0.0	0.0	0.0	0.0
Saint Johns	10.12	10.12	3.98e-05	3.98e-05
Duval	39.045	39.045	4.109e-05	4.109e-05
Polk	15.39	15.39	2.174e-05	2.174e-05
Okeechobee	-0.008	-0.008	-1.8e-07	-1.8e-07
Manatee	13.414	13.414	3.397e-05	3.397e-05
Orange	53.597	53.597	3.882e-05	3.882e-05
Suwannee	-1.224	-1.224	-2.77e-05	-2.77e-05
Volusia	11.438	11.438	2.089e-05	2.089e-05
Jackson	0.24	0.24	4.96e-06	4.96e-06
