Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Highlands	2.51	2.51	2.381e-05	2.381e-05
Dixie	1.617	1.617	9.681e-05	9.681e-05
Hillsborough	20.671	20.671	1.439e-05	1.439e-05
Collier	14.236	14.236	3.761e-05	3.761e-05
Indian River	0.363	0.363	2.31e-06	2.31e-06
Santa Rosa	5.31	5.31	2.961e-05	2.961e-05
Citrus	2.936	2.936	1.985e-05	1.985e-05
Palm Beach	61.983	61.983	4.171e-05	4.171e-05
Hamilton	1.531	1.531	0.000107	0.000107
Lee	28.784	28.784	3.814e-05	3.814e-05
Washington	0.323	0.323	1.3e-05	1.3e-05
Sumter	4.511	4.511	3.504e-05	3.504e-05
Levy	0.315	0.315	7.73e-06	7.73e-06
Hardee	0.143	0.143	5.25e-06	5.25e-06
Miami-Dade	351.482	351.482	0.00012728	0.00012728
Saint Lucie	8.264	8.264	2.573e-05	2.573e-05
Martin	6.448	6.448	4.007e-05	4.007e-05
Desoto	1.038	1.038	2.769e-05	2.769e-05
Bradford	2.276	2.276	8.206e-05	8.206e-05
Jefferson	0.0	0.0	0.0	0.0
Bay	1.504	1.504	8.11e-06	8.11e-06
Nassau	1.507	1.507	1.756e-05	1.756e-05
Baker	0.619	0.619	2.182e-05	2.182e-05
Monroe	1.922	1.922	2.561e-05	2.561e-05
Marion	5.35	5.35	1.486e-05	1.486e-05
Leon	6.507	6.507	2.225e-05	2.225e-05
Columbia	1.777	1.777	2.52e-05	2.52e-05
Madison	0.0	0.0	0.0	0.0
Alachua	6.887	6.887	2.551e-05	2.551e-05
Brevard	5.137	5.137	8.61e-06	8.61e-06
Liberty	0.0	0.0	0.0	0.0
Walton	0.079	0.079	1.1e-06	1.1e-06
Calhoun	0.255	0.255	1.749e-05	1.749e-05
Gadsden	1.218	1.218	2.653e-05	2.653e-05
Charlotte	6.428	6.428	3.474e-05	3.474e-05
Seminole	8.162	8.162	1.745e-05	1.745e-05
Hernando	3.234	3.234	1.694e-05	1.694e-05
Lake	7.046	7.046	1.977e-05	1.977e-05
Unassigned	-0.004	-0.004	N/A	N/A
Osceola	12.226	12.226	3.322e-05	3.322e-05
Broward	128.572	128.572	6.589e-05	6.589e-05
Clay	6.388	6.388	2.956e-05	2.956e-05
Wakulla	0.204	0.204	6.29e-06	6.29e-06
Sarasota	11.079	11.079	2.596e-05	2.596e-05
Pinellas	13.254	13.254	1.359e-05	1.359e-05
Putnam	1.317	1.317	1.776e-05	1.776e-05
Franklin	1.657	1.657	0.00014119	0.00014119
Hendry	1.276	1.276	3.07e-05	3.07e-05
Gulf	0.0	0.0	0.0	0.0
Lafayette	0.0	0.0	0.0	0.0
Escambia	11.498	11.498	3.644e-05	3.644e-05
Union	0.0	0.0	0.0	0.0
Pasco	5.899	5.899	1.093e-05	1.093e-05
Okaloosa	3.932	3.932	1.897e-05	1.897e-05
Flagler	1.717	1.717	1.532e-05	1.532e-05
Holmes	0.051	0.051	2.62e-06	2.62e-06
Glades	0.0	0.0	0.0	0.0
Saint Johns	1.33	1.33	5.23e-06	5.23e-06
Gilchrist	0.0	0.0	0.0	0.0
Taylor	0.0	0.0	0.0	0.0
Duval	17.753	17.753	1.868e-05	1.868e-05
Polk	8.642	8.642	1.221e-05	1.221e-05
Okeechobee	0.0	0.0	0.0	0.0
Manatee	10.093	10.093	2.556e-05	2.556e-05
Orange	25.839	25.839	1.872e-05	1.872e-05
Suwannee	4.85	4.85	0.00010976	0.00010976
Volusia	7.246	7.246	1.323e-05	1.323e-05
Jackson	0.12	0.12	2.48e-06	2.48e-06
