Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Dixie	0.0	0.0	0.0	0.0
Hillsborough	1.436	494.271	1e-06	0.00034399
Santa Rosa	0.589	60.176	3.28e-06	0.00033552
Hamilton	0.0	0.0	0.0	0.0
Washington	0.0	0.0	0.0	0.0
Sumter	0.792	77.673	6.15e-06	0.00060327
Levy	0.0	0.0	0.0	0.0
Hardee	0.0	0.0	0.0	0.0
Miami-Dade	66.062	7462.619	2.392e-05	0.0027023
Martin	174.259	4395.892	0.00108295	0.02731861
Desoto	26.809	676.291	0.00071512	0.01803972
Bradford	0.221	22.564	7.97e-06	0.00081364
Jefferson	0.039	4.959	2.73e-06	0.00034707
Nassau	0.302	26.495	3.52e-06	0.00030868
Monroe	0.368	37.607	4.9e-06	0.00050125
Marion	1.692	133.395	4.7e-06	0.00037057
Leon	0.515	52.651	1.76e-06	0.00018
Madison	0.134	16.321	7.23e-06	0.00088084
Brevard	4.797	348.814	8.04e-06	0.00058443
Calhoun	0.0	0.0	0.0	0.0
Gadsden	5.558	177.209	0.00012111	0.00386127
Charlotte	0.663	67.7	3.58e-06	0.00036595
Hernando	0.663	67.7	3.47e-06	0.0003547
Unassigned	0.05	5.935	N/A	N/A
Osceola	2.121	251.267	5.76e-06	0.00068281
Broward	125.753	7954.106	6.445e-05	0.00407639
Wakulla	0.05	5.935	1.54e-06	0.00018283
Sarasota	0.534	154.281	1.25e-06	0.00036155
Franklin	0.0	0.0	0.0	0.0
Hendry	0.1	11.877	2.41e-06	0.00028581
Gulf	0.0	0.0	0.0	0.0
Union	0.0	0.0	0.0	0.0
Pasco	8.159	516.042	1.512e-05	0.00095629
Holmes	0.0	0.0	0.0	0.0
Glades	0.0	0.0	0.0	0.0
Duval	13.124	1112.826	1.381e-05	0.00117117
Polk	4.27	402.464	6.03e-06	0.00056844
Okeechobee	0.045	5.437	1.08e-06	0.0001309
Manatee	2.562	241.482	6.49e-06	0.00061157
Orange	4.035	573.53	2.92e-06	0.00041541
Suwannee	0.382	39.038	8.64e-06	0.00088339
Jackson	0.0	0.0	0.0	0.0
