Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-05	15.135	8.1e-07	15.135	8.1e-07	0.0	0.0	0.0	0.0
2020-03-06	15.135	8.1e-07	30.27	1.62e-06	0.0	0.0	0.0	0.0
2020-03-07	15.135	8.1e-07	45.405	2.42e-06	0.0	0.0	0.0	0.0
2020-03-08	30.27	1.62e-06	75.675	4.04e-06	0.0	0.0	0.0	0.0
2020-03-09	75.675	4.04e-06	151.351	8.08e-06	0.0	0.0	0.0	0.0
2020-03-10	121.081	6.46e-06	272.431	1.455e-05	0.0	0.0	0.0	0.0
2020-03-11	166.486	8.89e-06	438.917	2.343e-05	0.0	0.0	0.0	0.0
2020-03-12	227.026	1.212e-05	665.943	3.556e-05	0.0	0.0	0.0	0.0
2020-03-13	363.242	1.939e-05	1029.185	5.495e-05	0.0	0.0	0.0	0.0
2020-03-14	544.863	2.909e-05	1574.048	8.404e-05	0.0	0.0	0.0	0.0
2020-03-15	756.754	4.041e-05	2330.801	0.00012445	0.091	0.0	0.091	0.0
2020-03-16	923.24	4.929e-05	3254.041	0.00017374	0.091	0.0	0.182	1e-08
2020-03-17	1044.32	5.576e-05	4298.361	0.0002295	0.091	0.0	0.272	1e-08
2020-03-18	1119.995	5.98e-05	5418.357	0.0002893	0.182	1e-08	0.454	2e-08
2020-03-19	1180.536	6.303e-05	6598.892	0.00035233	0.454	2e-08	0.908	5e-08
2020-03-20	1195.671	6.384e-05	7794.563	0.00041617	0.726	4e-08	1.635	9e-08
2020-03-21	1210.806	6.465e-05	9005.369	0.00048082	0.999	5e-08	2.634	1.4e-07
2020-03-22	1225.941	6.546e-05	10231.31	0.00054628	1.362	7e-08	3.996	2.1e-07
2020-03-23	1210.806	6.465e-05	11442.116	0.00061093	2.179	1.2e-07	6.175	3.3e-07
2020-03-24	1195.671	6.384e-05	12637.787	0.00067477	3.269	1.7e-07	9.444	5e-07
2020-03-25	1180.536	6.303e-05	13818.323	0.0007378	4.541	2.4e-07	13.985	7.5e-07
2020-03-26	1104.86	5.899e-05	14923.183	0.00079679	5.539	3e-07	19.524	1.04e-06
2020-03-27	1074.59	5.738e-05	15997.773	0.00085416	6.266	3.3e-07	25.79	1.38e-06
2020-03-28	1014.05	5.414e-05	17011.823	0.00090831	6.72	3.6e-07	32.51	1.74e-06
2020-03-29	877.834	4.687e-05	17889.658	0.00095518	7.083	3.8e-07	39.593	2.11e-06
2020-03-30	756.754	4.041e-05	18646.411	0.00099558	7.174	3.8e-07	46.767	2.5e-06
2020-03-31	650.808	3.475e-05	19297.22	0.00103033	7.265	3.9e-07	54.032	2.88e-06
2020-04-01	559.998	2.99e-05	19857.217	0.00106023	7.356	3.9e-07	61.388	3.28e-06
2020-04-02	469.187	2.505e-05	20326.405	0.00108528	7.265	3.9e-07	68.653	3.67e-06
2020-04-03	378.377	2.02e-05	20704.781	0.00110548	7.174	3.8e-07	75.827	4.05e-06
2020-04-04	302.701	1.616e-05	21007.483	0.00112165	7.083	3.8e-07	82.91	4.43e-06
2020-04-05	257.296	1.374e-05	21264.779	0.00113538	6.629	3.5e-07	89.539	4.78e-06
2020-04-06	227.026	1.212e-05	21491.805	0.00114751	6.448	3.4e-07	95.987	5.12e-06
2020-04-07	196.756	1.051e-05	21688.561	0.00115801	6.084	3.2e-07	102.071	5.45e-06
2020-04-08	166.486	8.89e-06	21855.047	0.0011669	5.267	2.8e-07	107.338	5.73e-06
2020-04-09	136.216	7.27e-06	21991.263	0.00117417	4.541	2.4e-07	111.878	5.97e-06
2020-04-10	105.946	5.66e-06	22097.208	0.00117983	3.905	2.1e-07	115.783	6.18e-06
2020-04-11	75.675	4.04e-06	22172.884	0.00118387	3.36	1.8e-07	119.143	6.36e-06
2020-04-12	60.54	3.23e-06	22233.424	0.0011871	2.815	1.5e-07	121.958	6.51e-06
2020-04-13	45.405	2.42e-06	22278.829	0.00118953	2.27	1.2e-07	124.229	6.63e-06
2020-04-14	30.27	1.62e-06	22309.099	0.00119114	1.816	1e-07	126.045	6.73e-06
2020-04-15	15.135	8.1e-07	22324.234	0.00119195	1.544	8e-08	127.589	6.81e-06
2020-04-16	0.0	0.0	22324.234	0.00119195	1.362	7e-08	128.951	6.89e-06
2020-04-17	0.0	0.0	22324.234	0.00119195	1.181	6e-08	130.131	6.95e-06
2020-04-18	0.0	0.0	22324.234	0.00119195	0.999	5e-08	131.13	7e-06
2020-04-19	0.0	0.0	22324.234	0.00119195	0.817	4e-08	131.948	7.05e-06
2020-04-20	0.0	0.0	22324.234	0.00119195	0.636	3e-08	132.583	7.08e-06
2020-04-21	0.0	0.0	22324.234	0.00119195	0.454	2e-08	133.037	7.1e-06
2020-04-22	0.0	0.0	22324.234	0.00119195	0.363	2e-08	133.401	7.12e-06
2020-04-23	0.0	0.0	22324.234	0.00119195	0.272	1e-08	133.673	7.14e-06
2020-04-24	0.0	0.0	22324.234	0.00119195	0.182	1e-08	133.855	7.15e-06
2020-04-25	0.0	0.0	22324.234	0.00119195	0.091	0.0	133.945	7.15e-06
