Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Cecil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Cecil	1	0	0	0	9.73e-06	0.0	5	2	1.25	4.865e-05	1.946e-05	1.21625e-05	2020-03-23
Cecil	3	0	0	0	2.918e-05	0.0	15	6	3.75	0.0001459	5.836e-05	3.6475e-05	2020-03-24
Cecil	4	0	0	0	3.89e-05	0.0	20	8	5	0.0001945	7.78e-05	4.8625e-05	2020-03-25
Cecil	4	0	0	0	3.89e-05	0.0	20	8	5	0.0001945	7.78e-05	4.8625e-05	2020-03-26
Cecil	9	0	0	0	8.753e-05	0.0	45	18	11.25	0.00043765	0.00017506	0.0001094125	2020-03-27
Cecil	13	0	0	0	0.00012643	0.0	65	26	16.25	0.00063215	0.00025286	0.0001580375	2020-03-28
Cecil	13.0	0.0	0.0	0.0	0.00012643	0.0	65.0	26.0	16.25	0.00063215	0.00025286	0.0001580375	2020-03-29
Cecil	13.0	0.0	0.0	0.0	0.00012643	0.0	65.0	26.0	16.25	0.00063215	0.00025286	0.0001580375	2020-03-30
Cecil	14.0	0.0	0.0	0.0	0.00013615	0.0	70.0	28.0	17.5	0.00068075	0.0002723	0.0001701875	2020-03-31
Cecil	16.0	0.0	0.0	0.0	0.0001556	0.0	80.0	32.0	20.0	0.000778	0.0003112	0.0001945	2020-04-01
Cecil	20.0	1.0	0.0	0.0	0.0001945	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-02
Cecil	25.0	1.0	0.0	0.0	0.00024313	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-03
Cecil	33.0	1.0	0.0	0.0	0.00032093	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-04
Cecil	36.0	1.0	0.0	0.0	0.00035011	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-05
Cecil	37.0	1.0	0.0	0.0	0.00035983	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-06
Cecil	41.0	1.0	0.0	0.0	0.00039873	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973	2020-04-07
