"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
239,239,"GBR","United Kingdom","UNITED KINGDOM","United Kingdom","United Kingdom","","England|Great Britain|Northern Ireland|Scotland|Wales","","Royaume-Uni ","Reino Unido ","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0451><U+043D><U+043D><U+043E><U+0435> <U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+0438> <U+0438> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+043E><U+0439> ","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","<U+82F1><U+56FD> ","","","United Kingdom","GB",NA,"UK",826,"1927","Present",1
