Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Chihuahua	3062.0	640.0	2315.0	107.0	N/A	N/A	N/A	N/A	213333.333333	98461.5384615	64000.0	N/A	N/A	N/A
Guanajuato	7336.0	357.0	5567.0	1412.0	N/A	N/A	N/A	N/A	119000.0	54923.0769231	35700.0	N/A	N/A	N/A
Queretaro	1963.0	283.0	1455.0	225.0	N/A	N/A	N/A	N/A	94333.3333333	43538.4615385	28300.0	N/A	N/A	N/A
Sinaloa	8296.0	1298.0	6584.0	414.0	N/A	N/A	N/A	N/A	432666.666667	199692.307692	129800.0	N/A	N/A	N/A
Tamaulipas	5918.0	363.0	4610.0	945.0	N/A	N/A	N/A	N/A	121000.0	55846.1538462	36300.0	N/A	N/A	N/A
Guerrero	5413.0	880.0	4061.0	472.0	N/A	N/A	N/A	N/A	293333.333333	135384.615385	88000.0	N/A	N/A	N/A
Aguascalientes	2340.0	146.0	1827.0	367.0	N/A	N/A	N/A	N/A	48666.6666667	22461.5384615	14600.0	N/A	N/A	N/A
Nuevo Leon	5931.0	332.0	4353.0	1246.0	N/A	N/A	N/A	N/A	110666.666667	51076.9230769	33200.0	N/A	N/A	N/A
Tlaxcala	2503.0	335.0	1876.0	292.0	N/A	N/A	N/A	N/A	111666.666667	51538.4615385	33500.0	N/A	N/A	N/A
Nayarit	1723.0	201.0	1161.0	361.0	N/A	N/A	N/A	N/A	67000.0	30923.0769231	20100.0	N/A	N/A	N/A
Chiapas	4489.0	543.0	3640.0	306.0	N/A	N/A	N/A	N/A	181000.0	83538.4615385	54300.0	N/A	N/A	N/A
Zacatecas	908.0	96.0	626.0	186.0	N/A	N/A	N/A	N/A	32000.0	14769.2307692	9600.0	N/A	N/A	N/A
San Luis Potosi	3113.0	154.0	2310.0	649.0	N/A	N/A	N/A	N/A	51333.3333333	23692.3076923	15400.0	N/A	N/A	N/A
Baja California	8923.0	1931.0	6496.0	496.0	N/A	N/A	N/A	N/A	643666.666667	297076.923077	193100.0	N/A	N/A	N/A
Quintana Roo	3619.0	575.0	2432.0	612.0	N/A	N/A	N/A	N/A	191666.666667	88461.5384615	57500.0	N/A	N/A	N/A
Michoacan	5665.0	450.0	4746.0	469.0	N/A	N/A	N/A	N/A	150000.0	69230.7692308	45000.0	N/A	N/A	N/A
Colima	551.0	71.0	361.0	119.0	N/A	N/A	N/A	N/A	23666.6666667	10923.0769231	7100.0	N/A	N/A	N/A
Sonora	7587.0	708.0	6309.0	570.0	N/A	N/A	N/A	N/A	236000.0	108923.076923	70800.0	N/A	N/A	N/A
Tabasco	10673.0	1048.0	8528.0	1097.0	N/A	N/A	N/A	N/A	349333.333333	161230.769231	104800.0	N/A	N/A	N/A
Baja California Sur	1529.0	71.0	1195.0	263.0	N/A	N/A	N/A	N/A	23666.6666667	10923.0769231	7100.0	N/A	N/A	N/A
Puebla	10530.0	1274.0	7649.0	1607.0	N/A	N/A	N/A	N/A	424666.666667	196000.0	127400.0	N/A	N/A	N/A
Oaxaca	5347.0	581.0	4155.0	611.0	N/A	N/A	N/A	N/A	193666.666667	89384.6153846	58100.0	N/A	N/A	N/A
Jalisco	6684.0	692.0	5038.0	954.0	N/A	N/A	N/A	N/A	230666.666667	106461.538462	69200.0	N/A	N/A	N/A
Ciudad de Mexico	48014.0	6560.0	38026.0	3428.0	N/A	N/A	N/A	N/A	2186666.66667	1009230.76923	656000.0	N/A	N/A	N/A
Campeche	1916.0	205.0	1512.0	199.0	N/A	N/A	N/A	N/A	68333.3333333	31538.4615385	20500.0	N/A	N/A	N/A
Mexico	34253.0	4312.0	27900.0	2041.0	N/A	N/A	N/A	N/A	1437333.33333	663384.615385	431200.0	N/A	N/A	N/A
Durango	1899.0	142.0	1308.0	449.0	N/A	N/A	N/A	N/A	47333.3333333	21846.1538462	14200.0	N/A	N/A	N/A
Yucatan	4394.0	414.0	2870.0	1110.0	N/A	N/A	N/A	N/A	138000.0	63692.3076923	41400.0	N/A	N/A	N/A
Veracruz	10173.0	1547.0	7555.0	1071.0	N/A	N/A	N/A	N/A	515666.666667	238000.0	154700.0	N/A	N/A	N/A
Morelos	2898.0	665.0	2061.0	172.0	N/A	N/A	N/A	N/A	221666.666667	102307.692308	66500.0	N/A	N/A	N/A
Hidalgo	3866.0	666.0	2767.0	433.0	N/A	N/A	N/A	N/A	222000.0	102461.538462	66600.0	N/A	N/A	N/A
Coahuila	4573.0	229.0	3245.0	1099.0	N/A	N/A	N/A	N/A	76333.3333333	35230.7692308	22900.0	N/A	N/A	N/A
