Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Choctaw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Choctaw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-23
Choctaw	1	0	0	0	1.208e-4	0	5	2	1.25	6.04e-4	2.416e-4	1.51e-4	1	0	0	0	2020-03-24
Choctaw	3	0	0	0	3.6241e-4	0	15	6	3.75	0.00181205	7.2482e-4	4.530125e-4	2	0	0	0	2020-03-25
Choctaw	4	0	0	0	4.8321e-4	0	20	8	5	0.00241605	9.6642e-4	6.040125e-4	1	0	-50	0	2020-03-26
Choctaw	4	0	0	0	4.8321e-4	0	20	8	5	0.00241605	9.6642e-4	6.040125e-4	0	0	-100	0	2020-03-27
Choctaw	4	0	0	0	4.8321e-4	0	20	8	5	0.00241605	9.6642e-4	6.040125e-4	0	0	0	0	2020-03-28
Choctaw	5	0	0	0	6.0401e-4	0	25	10	6.25	0.00302005	0.00120802	7.550125e-4	1	0	0	0	2020-03-29
Choctaw	5	0	0	0	0.00060401	0.0	25	10	6.25	0.00302005	0.00120802	0.0007550125	0	0	0	0	2020-03-30
Choctaw	6	0	0	0	7.2481e-4	0	30	12	7.5	0.00362405	0.00144962	9.060125e-4	1	0	100	0	2020-03-31
Choctaw	7	0	0	0	8.4561e-4	0	35	14	8.75	0.00422805	0.00169122	0.0010570125	1	0	0	0	2020-04-01
Choctaw	7	0	0	0	8.4561e-4	0	35	14	8.75	0.00422805	0.00169122	0.0010570125	0	0	-100	0	2020-04-02
Choctaw	7	0	0	0	8.4561e-4	0	35	14	8.75	0.00422805	0.00169122	0.0010570125	0	0	100	0	2020-04-03
Choctaw	8	0	0	0	9.6642e-4	0	40	16	10	0.0048321	0.00193284	0.001208025	1	0	100	0	2020-04-04
Choctaw	8	1	0	0	9.6642e-4	1.208e-4	333.333333333	153.846153846	100	0.0402666666667	0.0185846153846	0.01208	0	1	-100	0	2020-04-05
