Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-02	1.196	2.7e-07	1.196	2.7e-07	0.007	0.0	0.007	0.0
2020-02-03	2.392	5.3e-07	3.588	8e-07	0.014	0.0	0.022	0.0
2020-02-04	4.784	1.07e-06	8.371	1.87e-06	0.029	1e-08	0.05	1e-08
2020-02-05	9.567	2.14e-06	17.939	4.01e-06	0.057	1e-08	0.108	2e-08
2020-02-06	16.623	3.71e-06	34.562	7.72e-06	0.1	2e-08	0.207	5e-08
2020-02-07	33.246	7.43e-06	67.808	1.515e-05	0.199	4e-08	0.407	9e-08
2020-02-08	49.869	1.114e-05	117.677	2.63e-05	0.299	7e-08	0.706	1.6e-07
2020-02-09	99.739	2.229e-05	217.416	4.858e-05	0.598	1.3e-07	1.304	2.9e-07
2020-02-10	166.231	3.715e-05	383.647	8.573e-05	0.997	2.2e-07	2.302	5.1e-07
2020-02-11	249.347	5.572e-05	632.993	0.00014145	1.496	3.3e-07	3.798	8.5e-07
2020-02-12	332.462	7.429e-05	965.456	0.00021574	1.995	4.5e-07	5.793	1.29e-06
2020-02-13	415.578	9.287e-05	1381.033	0.00030861	2.493	5.6e-07	8.286	1.85e-06
2020-02-14	498.693	0.00011144	1879.726	0.00042005	2.992	6.7e-07	11.278	2.52e-06
2020-02-15	581.809	0.00013001	2461.535	0.00055006	3.491	7.8e-07	14.769	3.3e-06
2020-02-16	698.17	0.00015602	3159.705	0.00070608	4.189	9.4e-07	18.958	4.24e-06
2020-02-17	831.155	0.00018573	3990.86	0.00089181	4.987	1.11e-06	23.945	5.35e-06
2020-02-18	997.386	0.00022288	4988.247	0.00111469	5.984	1.34e-06	29.929	6.69e-06
2020-02-19	1196.863	0.00026746	6185.11	0.00138215	7.181	1.6e-06	37.111	8.29e-06
2020-02-20	1545.949	0.00034546	7731.059	0.00172761	9.276	2.07e-06	46.386	1.037e-05
2020-02-21	2177.627	0.00048662	9908.685	0.00221423	13.066	2.92e-06	59.452	1.329e-05
2020-02-22	3141.767	0.00070207	13050.452	0.0029163	18.851	4.21e-06	78.303	1.75e-05
2020-02-23	3875.4	0.00086601	16925.851	0.00378231	23.252	5.2e-06	101.555	2.269e-05
2020-02-24	4851.73	0.00108419	21777.581	0.0048665	29.11	6.51e-06	130.665	2.92e-05
2020-02-25	5907.851	0.00132019	27685.432	0.00618669	35.447	7.92e-06	166.113	3.712e-05
2020-02-26	7178.964	0.00160424	34864.397	0.00779093	43.074	9.63e-06	209.186	4.675e-05
2020-02-27	8640.689	0.00193088	43505.086	0.00972181	51.844	1.159e-05	261.031	5.833e-05
2020-02-28	10575.619	0.00236327	54080.704	0.01208507	63.454	1.418e-05	324.484	7.251e-05
2020-02-29	13061.327	0.00291873	67142.031	0.01500381	78.368	1.751e-05	402.852	9.002e-05
2020-03-01	16066.784	0.00359034	83208.815	0.01859415	96.401	2.154e-05	499.253	0.00011156
2020-03-02	19345.968	0.00432312	102554.783	0.02291727	116.076	2.594e-05	615.329	0.0001375
2020-03-03	23194.771	0.00518319	125749.553	0.02810046	139.169	3.11e-05	754.497	0.0001686
2020-03-04	27243.05	0.00608783	152992.604	0.03418829	163.458	3.653e-05	917.956	0.00020513
2020-03-05	31674.77	0.00707816	184667.373	0.04126645	190.049	4.247e-05	1108.004	0.0002476
2020-03-06	36621.805	0.00818364	221289.179	0.0494501	219.731	4.91e-05	1327.735	0.0002967
2020-03-07	42250.388	0.00944143	263539.567	0.05889152	253.502	5.665e-05	1581.237	0.00035335
2020-03-08	47697.225	0.0106586	311236.792	0.06955012	286.183	6.395e-05	1867.421	0.0004173
2020-03-09	52247.523	0.01167542	363484.315	0.08122555	313.485	7.005e-05	2180.906	0.00048735
2020-03-10	56399.974	0.01260335	419884.289	0.09382889	338.4	7.562e-05	2519.306	0.00056297
2020-03-11	61233.973	0.01368357	481118.262	0.10751246	367.404	8.21e-05	2886.71	0.00064507
2020-03-12	67503.099	0.01508449	548621.361	0.12259695	405.019	9.051e-05	3291.728	0.00073558
2020-03-13	75012.309	0.01676253	623633.67	0.13935948	450.074	0.00010058	3741.802	0.00083616
2020-03-14	82750.918	0.01849183	706384.588	0.1578513	496.506	0.00011095	4238.308	0.00094711
2020-03-15	86440.139	0.01931623	792824.726	0.17716754	518.641	0.0001159	4756.948	0.00106301
2020-03-16	89764.759	0.02005916	882589.486	0.1972267	538.589	0.00012035	5295.537	0.00118336
2020-03-17	91427.07	0.02043063	974016.556	0.21765733	548.562	0.00012258	5844.099	0.00130594
2020-03-18	93089.38	0.0208021	1067105.936	0.23845943	558.536	0.00012481	6402.636	0.00143076
2020-03-19	93089.38	0.0208021	1160195.316	0.25926152	558.536	0.00012481	6961.172	0.00155557
2020-03-20	92258.225	0.02061636	1252453.541	0.27987789	553.549	0.0001237	7514.721	0.00167927
2020-03-21	91427.07	0.02043063	1343880.611	0.30030852	548.562	0.00012258	8063.284	0.00180185
2020-03-22	90595.915	0.0202449	1434476.525	0.32055341	543.575	0.00012147	8606.859	0.00192332
2020-03-23	88933.604	0.01987343	1523410.129	0.34042684	533.602	0.00011924	9140.461	0.00204256
2020-03-24	87271.294	0.01950197	1610681.423	0.35992881	523.628	0.00011701	9664.089	0.00215957
2020-03-25	85608.984	0.0191305	1696290.407	0.37905931	513.654	0.00011478	10177.742	0.00227436
2020-03-26	83115.518	0.0185733	1779405.925	0.39763261	498.693	0.00011144	10676.436	0.0023858
2020-03-27	80622.052	0.0180161	1860027.977	0.41564871	483.732	0.0001081	11160.168	0.00249389
2020-03-28	78128.587	0.0174589	1938156.564	0.43310761	468.772	0.00010475	11628.939	0.00259865
2020-03-29	76466.277	0.01708744	2014622.841	0.45019505	458.798	0.00010252	12087.737	0.00270117
2020-03-30	74803.966	0.01671597	2089426.807	0.46691102	448.824	0.0001003	12536.561	0.00280147
2020-03-31	73141.656	0.0163445	2162568.463	0.48325552	438.85	9.807e-05	12975.411	0.00289953
2020-04-01	71479.345	0.01597304	2234047.808	0.49922856	428.876	9.584e-05	13404.287	0.00299537
