Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Daviess	2	0	0	0	6.034e-5	0	10	4	2.5	3.017e-4	1.2068e-4	7.5425e-5	NA	NA	100	100
Shelby	37	0	0	0	8.2973e-4	0	185	74	46.25	0.00414865	0.00165946	0.0010371625	5	0	-16.7	100
Union	3	0	0	0	4.2632e-4	0	15	6	3.75	0.0021316	8.5264e-4	5.329e-4	1	0	100	100
Montgomery	14	0	0	0	3.651e-4	0	70	28	17.5	0.0018255	7.302e-4	4.56375e-4	0	0	-100	100
Wayne	8	0	0	0	1.2133e-4	0	40	16	10	6.0665e-4	2.4266e-4	1.516625e-4	2	0	100	100
Wabash	1	0	0	0	3.197e-5	0	5	2	1.25	1.5985e-4	6.394e-5	3.99625e-5	0	0	100	100
White	3	0	0	0	1.2431e-4	0	15	6	3.75	6.2155e-4	2.4862e-4	1.553875e-4	0	0	100	100
Porter	59	0	0	0	3.4789e-4	0	295	118	73.75	0.00173945	6.9578e-4	4.348625e-4	8	0	33.3	100
Brown	5	0	0	0	3.2821e-4	0	25	10	6.25	0.00164105	6.5642e-4	4.102625e-4	1	0	0	100
LaPorte	21	2	0	0	1.909e-4	1.818e-5	666.666666667	307.692307692	200	0.00606	0.00279692307692	0.001818	2	0	0	-100
Jay	3	0	0	0	1.4448e-4	0	15	6	3.75	7.224e-4	2.8896e-4	1.806e-4	1	0	100	100
Jennings	35	0	0	0	0.00126761	0	175	70	43.75	0.00633805	0.00253522	0.0015845125	0	0	-100	100
Dearborn	33	1	0	0	6.6575e-4	2.017e-5	333.333333333	153.846153846	100	0.00672333333333	0.00310307692308	0.002017	3	0	-40	100
Miami	7	0	0	0	1.9681e-4	0	35	14	8.75	9.8405e-4	3.9362e-4	2.460125e-4	-1	0	-133.3	100
Hancock	61	2	0	0	7.9894e-4	2.619e-5	666.666666667	307.692307692	200	0.00873	0.00402923076923	0.002619	4	0	-75	100
Henry	11	0	0	0	2.2788e-4	0	55	22	13.75	0.0011394	4.5576e-4	2.8485e-4	3	0	200	100
Vigo	18	2	0	0	1.6762e-4	1.862e-5	666.666666667	307.692307692	200	0.00620666666667	0.00286461538462	0.001862	8	0	700	100
Sullivan	3	0	0	0	1.45e-4	0	15	6	3.75	7.25e-4	2.9e-4	1.8125e-4	0	0	100	100
Dubois	6	0	0	0	1.4096e-4	0	30	12	7.5	7.048e-4	2.8192e-4	1.762e-4	2	0	100	100
Newton	4	0	0	0	2.8549e-4	0	20	8	5	0.00142745	5.7098e-4	3.568625e-4	3	0	100	100
Washington	18	0	0	0	6.4417e-4	0	90	36	22.5	0.00322085	0.00128834	8.052125e-4	2	0	0	100
Bartholomew	54	0	0	0	6.5254e-4	0	270	108	67.5	0.0032627	0.00130508	8.15675e-4	9	0	-59.1	100
Marion	1760	37	0	0	0.00184357	3.876e-5	12333.3333333	5692.30769231	3700	0.01292	0.00596307692308	0.003876	190	3	34.8	200
Jasper	12	1	0	0	3.596e-4	2.997e-5	333.333333333	153.846153846	100	0.00999	0.00461076923077	0.002997	-3	0	-250	100
Vermillion	2	0	0	0	1.2921e-4	0	10	4	2.5	6.4605e-4	2.5842e-4	1.615125e-4	0	0	100	100
Allen	63	2	0	0	1.6784e-4	5.33e-6	666.666666667	307.692307692	200	0.00177666666667	8.2e-4	5.33e-4	4	0	300	100
Warren	2	1	0	0	2.4204e-4	1.2102e-4	333.333333333	153.846153846	100	0.04034	0.0186184615385	0.012102	0	0	100	100
Jackson	36	0	0	0	8.1612e-4	0	180	72	45	0.0040806	0.00163224	0.00102015	8	0	166.7	100
Grant	18	2	0	0	2.7299e-4	3.033e-5	666.666666667	307.692307692	200	0.01011	0.00466615384615	0.003033	3	2	0	100
Jefferson	5	0	0	0	1.5524e-4	0	25	10	6.25	7.762e-4	3.1048e-4	1.9405e-4	0	0	100	100
Orange	7	2	0	0	3.5918e-4	1.0262e-4	666.666666667	307.692307692	200	0.0342066666667	0.0157876923077	0.010262	2	1	100	0
Putnam	17	1	0	0	4.4999e-4	2.647e-5	333.333333333	153.846153846	100	0.00882333333333	0.00407230769231	0.002647	3	0	200	100
