Abbeville,24541
Aiken,169401
Allendale,8903
Anderson,200482
Bamberg,14275
Barnwell,21112
Beaufort,188715
Berkeley,221091
Calhoun,14520
Charleston,405905
Cherokee,57078
Chester,32251
Chesterfield,45754
Clarendon,33700
Colleton,37660
Darlington,66802
Dillon,30599
Dorchester,160647
Edgefield,27052
Fairfield,22402
Florence,138159
Georgetown,62249
Greenville,514213
Greenwood,70741
Hampton,19351
Horry,344147
Jasper,28971
Kershaw,65592
Lancaster,95380
Laurens,66994
Lee,17142
Lexington,295032
McCormick,9410
Marion,31039
Marlboro,26398
Newberry,38520
Oconee,78374
Orangeburg,86934
Pickens,124937
Richland,414576
Saluda,20544
Spartanburg,313888
Sumter,106512
Union,27410
Williamsburg,30606
York,274118
