Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Georgetown	1.078	1.078	1.732e-05	1.732e-05
McCormick	1.701	1.701	0.00018075	0.00018075
Richland	21.199	21.199	5.113e-05	5.113e-05
Berkeley	2.695	2.695	1.219e-05	1.219e-05
Clarendon	5.629	5.629	0.00016704	0.00016704
Cherokee	0.0	0.0	0.0	0.0
Beaufort	0.746	0.746	3.95e-06	3.95e-06
Fairfield	1.377	1.377	6.148e-05	6.148e-05
Barnwell	2.695	2.695	0.00012764	0.00012764
Horry	6.108	6.108	1.775e-05	1.775e-05
Abbeville	0.0	0.0	0.0	0.0
Lee	1.198	1.198	6.987e-05	6.987e-05
Laurens	5.534	5.534	8.26e-05	8.26e-05
Sumter	4.644	4.644	4.36e-05	4.36e-05
Dillon	0.898	0.898	2.936e-05	2.936e-05
Marlboro	0.816	0.816	3.091e-05	3.091e-05
Saluda	0.419	0.419	2.04e-05	2.04e-05
Chesterfield	0.685	0.685	1.497e-05	1.497e-05
Lexington	8.803	8.803	2.984e-05	2.984e-05
Marion	0.454	0.454	1.461e-05	1.461e-05
Oconee	0.539	0.539	6.88e-06	6.88e-06
Newberry	0.299	0.299	7.77e-06	7.77e-06
Calhoun	0.299	0.299	2.062e-05	2.062e-05
Florence	2.695	2.695	1.951e-05	1.951e-05
Greenville	0.997	0.997	1.94e-06	1.94e-06
Kershaw	0.73	0.73	1.112e-05	1.112e-05
Dorchester	0.232	0.232	1.45e-06	1.45e-06
Edgefield	0.08	0.08	2.95e-06	2.95e-06
Chester	1.198	1.198	3.714e-05	3.714e-05
Colleton	0.599	0.599	1.59e-05	1.59e-05
Hampton	0.0	0.0	0.0	0.0
Anderson	0.0	0.0	0.0	0.0
Union	1.417	1.417	5.171e-05	5.171e-05
Lancaster	2.515	2.515	2.637e-05	2.637e-05
Darlington	2.276	2.276	3.406e-05	3.406e-05
Greenwood	0.069	0.069	9.7e-07	9.7e-07
Allendale	1.749	1.749	0.0001964	0.0001964
Aiken	0.0	0.0	0.0	0.0
Williamsburg	0.85	0.85	2.779e-05	2.779e-05
Charleston	0.0	0.0	0.0	0.0
Spartanburg	9.043	9.043	2.881e-05	2.881e-05
Jasper	0.719	0.719	2.48e-05	2.48e-05
York	5.988	5.988	2.185e-05	2.185e-05
Bamberg	0.0	0.0	0.0	0.0
Orangeburg	0.898	0.898	1.033e-05	1.033e-05
Pickens	0.838	0.838	6.71e-06	6.71e-06
