Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Georgetown	1.298	1.298	2.084e-05	2.084e-05
McCormick	2.551	2.551	0.00027113	0.00027113
Richland	25.291	25.291	6.101e-05	6.101e-05
Berkeley	2.853	2.853	1.29e-05	1.29e-05
Clarendon	4.851	4.851	0.00014394	0.00014394
Cherokee	6.804	6.804	0.0001192	0.0001192
Beaufort	2.318	2.318	1.229e-05	1.229e-05
Fairfield	0.86	0.86	3.84e-05	3.84e-05
Barnwell	0.306	0.306	1.451e-05	1.451e-05
Horry	7.625	7.625	2.216e-05	2.216e-05
Abbeville	0.0	0.0	0.0	0.0
Lee	1.469	1.469	8.568e-05	8.568e-05
Laurens	0.788	0.788	1.176e-05	1.176e-05
Sumter	7.306	7.306	6.859e-05	6.859e-05
Dillon	0.16	0.16	5.22e-06	5.22e-06
Marlboro	1.166	1.166	4.416e-05	4.416e-05
Saluda	0.499	0.499	2.429e-05	2.429e-05
Chesterfield	1.282	1.282	2.803e-05	2.803e-05
Lexington	10.739	10.739	3.64e-05	3.64e-05
Marion	0.34	0.34	1.096e-05	1.096e-05
Oconee	0.699	0.699	8.91e-06	8.91e-06
Newberry	0.587	0.587	1.524e-05	1.524e-05
Calhoun	0.24	0.24	1.65e-05	1.65e-05
Florence	3.354	3.354	2.427e-05	2.427e-05
Greenville	11.558	11.558	2.248e-05	2.248e-05
Kershaw	4.545	4.545	6.93e-05	6.93e-05
Dorchester	2.783	2.783	1.732e-05	1.732e-05
Edgefield	0.143	0.143	5.29e-06	5.29e-06
Chester	0.086	0.086	2.65e-06	2.65e-06
Colleton	0.898	0.898	2.385e-05	2.385e-05
Hampton	0.0	0.0	0.0	0.0
Anderson	3.733	3.733	1.862e-05	1.862e-05
Union	1.474	1.474	5.378e-05	5.378e-05
Lancaster	2.802	2.802	2.938e-05	2.938e-05
Darlington	2.156	2.156	3.227e-05	3.227e-05
Greenwood	0.759	0.759	1.072e-05	1.072e-05
Allendale	3.575	3.575	0.00040161	0.00040161
Aiken	1.916	1.916	1.131e-05	1.131e-05
Williamsburg	0.051	0.051	1.68e-06	1.68e-06
Charleston	1.322	1.322	3.26e-06	3.26e-06
Spartanburg	11.418	11.418	3.638e-05	3.638e-05
Jasper	0.043	0.043	1.48e-06	1.48e-06
York	6.308	6.308	2.301e-05	2.301e-05
Bamberg	0.204	0.204	1.43e-05	1.43e-05
Orangeburg	1.178	1.178	1.355e-05	1.355e-05
Pickens	0.978	0.978	7.83e-06	7.83e-06
