Name	Confirmed	Deaths	Recovered	Active
Lancaster	13	0	0	0
Colleton	4	0	0	0
Richland	95	2	0	0
Cherokee	0	0	0	0
Sumter	30	2	0	0
Calhoun	2	0	0	0
Fairfield	4	0	0	0
Spartanburg	25	0	0	0
Anderson	29	0	0	0
Laurens	3	0	0	0
Union	1	0	0	0
Horry	31	3	0	0
Kershaw	83	2	0	0
Pickens	11	0	0	0
Williamsburg	2	0	0	0
Georgetown	10	0	0	0
Dorchester	10	0	0	0
Allendale	0	0	0	0
Marlboro	2	0	0	0
Saluda	1	0	0	0
Clarendon	16	1	0	0
Newberry	2	0	0	0
York	36	0	0	0
Berkeley	14	0	0	0
Beaufort	50	0	0	0
Barnwell	0	0	0	0
Orangeburg	16	0	0	0
Abbeville	3	0	0	0
McCormick	0	0	0	0
Bamberg	0	0	0	0
Lexington	35	1	0	0
Greenville	71	1	0	0
Chester	2	0	0	0
Charleston	117	1	0	0
Chesterfield	4	0	0	0
Lee	5	0	0	0
Hampton	0	0	0	0
Edgefield	2	0	0	0
Aiken	9	0	0	0
Dillon	1	0	0	0
Marion	1	0	0	0
Jasper	3	0	0	0
Darlington	10	0	0	0
Oconee	4	0	0	0
Greenwood	3	0	0	0
Florence	14	3	0	0
