Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	0.029	2.7e-07	0.029	2.7e-07	0.0	0.0	0.0	0.0
2020-02-01	0.059	5.3e-07	0.088	8e-07	0.0	0.0	0.001	0.0
2020-02-02	0.118	1.07e-06	0.206	1.87e-06	0.001	1e-08	0.001	1e-08
2020-02-03	0.236	2.14e-06	0.442	4.01e-06	0.001	1e-08	0.003	2e-08
2020-02-04	0.409	3.71e-06	0.851	7.72e-06	0.002	2e-08	0.005	5e-08
2020-02-05	0.819	7.43e-06	1.67	1.515e-05	0.005	4e-08	0.01	9e-08
2020-02-06	1.228	1.114e-05	2.898	2.63e-05	0.007	7e-08	0.017	1.6e-07
2020-02-07	2.456	2.229e-05	5.355	4.858e-05	0.015	1.3e-07	0.032	2.9e-07
2020-02-08	4.094	3.715e-05	9.448	8.573e-05	0.025	2.2e-07	0.057	5.1e-07
2020-02-09	6.141	5.572e-05	15.589	0.00014145	0.037	3.3e-07	0.094	8.5e-07
2020-02-10	8.188	7.429e-05	23.777	0.00021574	0.049	4.5e-07	0.143	1.29e-06
2020-02-11	10.235	9.287e-05	34.012	0.00030861	0.061	5.6e-07	0.204	1.85e-06
2020-02-12	12.282	0.00011144	46.294	0.00042005	0.074	6.7e-07	0.278	2.52e-06
2020-02-13	14.329	0.00013001	60.623	0.00055006	0.086	7.8e-07	0.364	3.3e-06
2020-02-14	17.194	0.00015602	77.817	0.00070608	0.103	9.4e-07	0.467	4.24e-06
2020-02-15	20.47	0.00018573	98.287	0.00089181	0.123	1.11e-06	0.59	5.35e-06
2020-02-16	24.564	0.00022288	122.85	0.00111469	0.147	1.34e-06	0.737	6.69e-06
2020-02-17	29.476	0.00026746	152.326	0.00138215	0.177	1.6e-06	0.914	8.29e-06
2020-02-18	38.074	0.00034546	190.4	0.00172761	0.228	2.07e-06	1.142	1.037e-05
2020-02-19	53.63	0.00048662	244.03	0.00221423	0.322	2.92e-06	1.464	1.329e-05
2020-02-20	77.375	0.00070207	321.406	0.0029163	0.464	4.21e-06	1.928	1.75e-05
2020-02-21	95.443	0.00086601	416.849	0.00378231	0.573	5.2e-06	2.501	2.269e-05
2020-02-22	119.488	0.00108419	536.337	0.0048665	0.717	6.51e-06	3.218	2.92e-05
2020-02-23	145.498	0.00132019	681.835	0.00618669	0.873	7.92e-06	4.091	3.712e-05
2020-02-24	176.803	0.00160424	858.638	0.00779093	1.061	9.63e-06	5.152	4.675e-05
2020-02-25	212.802	0.00193088	1071.44	0.00972181	1.277	1.159e-05	6.429	5.833e-05
2020-02-26	260.456	0.00236327	1331.896	0.01208507	1.563	1.418e-05	7.991	7.251e-05
2020-02-27	321.673	0.00291873	1653.569	0.01500381	1.93	1.751e-05	9.921	9.002e-05
2020-02-28	395.692	0.00359034	2049.261	0.01859415	2.374	2.154e-05	12.296	0.00011156
2020-02-29	476.451	0.00432312	2525.712	0.02291727	2.859	2.594e-05	15.154	0.0001375
2020-03-01	571.239	0.00518319	3096.952	0.02810046	3.427	3.11e-05	18.582	0.0001686
2020-03-02	670.94	0.00608783	3767.892	0.03418829	4.026	3.653e-05	22.607	0.00020513
2020-03-03	780.084	0.00707816	4547.976	0.04126645	4.681	4.247e-05	27.288	0.0002476
2020-03-04	901.919	0.00818364	5449.895	0.0494501	5.412	4.91e-05	32.699	0.0002967
2020-03-05	1040.54	0.00944143	6490.435	0.05889152	6.243	5.665e-05	38.943	0.00035335
2020-03-06	1174.684	0.0106586	7665.119	0.06955012	7.048	6.395e-05	45.991	0.0004173
2020-03-07	1286.748	0.01167542	8951.867	0.08122555	7.72	7.005e-05	53.711	0.00048735
2020-03-08	1389.015	0.01260335	10340.882	0.09382889	8.334	7.562e-05	62.045	0.00056297
2020-03-09	1508.066	0.01368357	11848.948	0.10751246	9.048	8.21e-05	71.094	0.00064507
2020-03-10	1662.462	0.01508449	13511.41	0.12259695	9.975	9.051e-05	81.068	0.00073558
2020-03-11	1847.398	0.01676253	15358.808	0.13935948	11.084	0.00010058	92.153	0.00083616
2020-03-12	2037.984	0.01849183	17396.792	0.1578513	12.228	0.00011095	104.381	0.00094711
2020-03-13	2128.842	0.01931623	19525.634	0.17716754	12.773	0.0001159	117.154	0.00106301
2020-03-14	2210.72	0.02005916	21736.355	0.1972267	13.264	0.00012035	130.418	0.00118336
2020-03-15	2251.66	0.02043063	23988.014	0.21765733	13.51	0.00012258	143.928	0.00130594
2020-03-16	2292.599	0.0208021	26280.613	0.23845943	13.756	0.00012481	157.684	0.00143076
2020-03-17	2292.599	0.0208021	28573.212	0.25926152	13.756	0.00012481	171.439	0.00155557
2020-03-18	2272.129	0.02061636	30845.342	0.27987789	13.633	0.0001237	185.072	0.00167927
2020-03-19	2251.66	0.02043063	33097.002	0.30030852	13.51	0.00012258	198.582	0.00180185
2020-03-20	2231.19	0.0202449	35328.192	0.32055341	13.387	0.00012147	211.969	0.00192332
2020-03-21	2190.251	0.01987343	37518.443	0.34042684	13.142	0.00011924	225.111	0.00204256
2020-03-22	2149.312	0.01950197	39667.754	0.35992881	12.896	0.00011701	238.007	0.00215957
2020-03-23	2108.372	0.0191305	41776.126	0.37905931	12.65	0.00011478	250.657	0.00227436
2020-03-24	2046.963	0.0185733	43823.09	0.39763261	12.282	0.00011144	262.939	0.0023858
2020-03-25	1985.555	0.0180161	45808.644	0.41564871	11.913	0.0001081	274.852	0.00249389
2020-03-26	1924.146	0.0174589	47732.79	0.43310761	11.545	0.00010475	286.397	0.00259865
2020-03-27	1883.206	0.01708744	49615.996	0.45019505	11.299	0.00010252	297.696	0.00270117
2020-03-28	1842.267	0.01671597	51458.263	0.46691102	11.054	0.0001003	308.75	0.00280147
2020-03-29	1801.328	0.0163445	53259.591	0.48325552	10.808	9.807e-05	319.558	0.00289953
2020-03-30	1760.389	0.01597304	55019.98	0.49922856	10.562	9.584e-05	330.12	0.00299537
2020-03-31	1698.98	0.01541584	56718.959	0.5146444	10.194	9.25e-05	340.314	0.00308787
2020-04-01	1637.571	0.01485864	58356.53	0.52950304	9.825	8.915e-05	350.139	0.00317702
2020-04-02	1576.162	0.01430144	59932.692	0.54380448	9.457	8.581e-05	359.596	0.00326283
2020-04-03	1514.753	0.01374424	61447.445	0.55754872	9.089	8.247e-05	368.685	0.00334529
2020-04-04	1453.344	0.01318704	62900.789	0.57073577	8.72	7.912e-05	377.405	0.00342441
2020-04-05	1391.935	0.01262984	64292.724	0.58336561	8.352	7.578e-05	385.756	0.00350019
2020-04-06	1330.526	0.01207265	65623.25	0.59543825	7.983	7.244e-05	393.74	0.00357263
2020-04-07	1269.117	0.01151545	66892.367	0.6069537	7.615	6.909e-05	401.354	0.00364172
2020-04-08	1215.896	0.01103254	68108.264	0.61798624	7.295	6.62e-05	408.65	0.00370792
2020-04-09	1162.675	0.01054963	69270.939	0.62853588	6.976	6.33e-05	415.626	0.00377122
2020-04-10	1105.36	0.01002958	70376.299	0.63856546	6.632	6.018e-05	422.258	0.00383139
2020-04-11	1048.045	0.00950953	71424.344	0.64807499	6.288	5.706e-05	428.546	0.00388845
2020-04-12	998.918	0.00906377	72423.263	0.65713876	5.994	5.438e-05	434.54	0.00394283
2020-04-13	949.791	0.00861801	73373.054	0.66575677	5.699	5.171e-05	440.238	0.00399454
2020-04-14	941.603	0.00854372	74314.657	0.67430049	5.65	5.126e-05	445.888	0.0040458
2020-04-15	892.476	0.00809796	75207.133	0.68239845	5.355	4.859e-05	451.243	0.00409439
2020-04-16	847.443	0.00768935	76054.576	0.69008779	5.085	4.614e-05	456.327	0.00414053
2020-04-17	806.504	0.00731788	76861.079	0.69740567	4.839	4.391e-05	461.166	0.00418443
2020-04-18	765.564	0.00694641	77626.643	0.70435209	4.593	4.168e-05	465.76	0.00422611
2020-04-19	724.625	0.00657495	78351.269	0.71092704	4.348	3.945e-05	470.108	0.00426556
2020-04-20	683.686	0.00620348	79034.954	0.71713052	4.102	3.722e-05	474.21	0.00430278
2020-04-21	642.747	0.00583202	79677.701	0.72296253	3.856	3.499e-05	478.066	0.00433778
2020-04-22	601.807	0.00546055	80279.508	0.72842308	3.611	3.276e-05	481.677	0.00437054
2020-04-23	560.868	0.00508908	80840.376	0.73351217	3.365	3.053e-05	485.042	0.00440107
2020-04-24	519.929	0.00471762	81360.305	0.73822979	3.12	2.831e-05	488.162	0.00442938
2020-04-25	478.989	0.00434615	81839.294	0.74257594	2.874	2.608e-05	491.036	0.00445546
2020-04-26	450.332	0.00408613	82289.626	0.74666206	2.702	2.452e-05	493.738	0.00447997
2020-04-27	429.862	0.00390039	82719.488	0.75056246	2.579	2.34e-05	496.317	0.00450337
2020-04-28	409.393	0.00371466	83128.881	0.75427712	2.456	2.229e-05	498.773	0.00452566
2020-04-29	388.923	0.00352893	83517.804	0.75780604	2.334	2.117e-05	501.107	0.00454684
2020-04-30	368.453	0.00334319	83886.258	0.76114924	2.211	2.006e-05	503.318	0.0045669
2020-05-01	347.984	0.00315746	84234.241	0.7643067	2.088	1.894e-05	505.405	0.00458584
2020-05-02	327.514	0.00297173	84561.755	0.76727843	1.965	1.783e-05	507.371	0.00460367
2020-05-03	307.045	0.002786	84868.8	0.77006442	1.842	1.672e-05	509.213	0.00462039
2020-05-04	286.575	0.00260026	85155.375	0.77266468	1.719	1.56e-05	510.932	0.00463599
2020-05-05	266.105	0.00241453	85421.48	0.77507921	1.597	1.449e-05	512.529	0.00465048
2020-05-06	245.636	0.0022288	85667.116	0.77730801	1.474	1.337e-05	514.003	0.00466385
2020-05-07	233.354	0.00211736	85900.47	0.77942537	1.4	1.27e-05	515.403	0.00467655
2020-05-08	221.072	0.00200592	86121.542	0.78143128	1.326	1.204e-05	516.729	0.00468859
