Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-02	867.177	6e-06	867.177	6e-06	5.203	4e-08	5.203	4e-08
2020-02-03	867.177	6e-06	1734.354	1.2e-05	5.203	4e-08	10.406	7e-08
2020-02-04	867.177	6e-06	2601.531	1.801e-05	5.203	4e-08	15.609	1.1e-07
2020-02-05	1734.354	1.2e-05	4335.885	3.001e-05	10.406	7e-08	26.015	1.8e-07
2020-02-06	4335.885	3.001e-05	8671.769	6.002e-05	26.015	1.8e-07	52.031	3.6e-07
2020-02-07	6937.415	4.802e-05	15609.185	0.00010804	41.624	2.9e-07	93.655	6.5e-07
2020-02-08	9538.946	6.602e-05	25148.131	0.00017406	57.234	4e-07	150.889	1.04e-06
2020-02-09	13007.654	9.003e-05	38155.785	0.00026409	78.046	5.4e-07	228.935	1.58e-06
2020-02-10	20812.246	0.00014405	58968.031	0.00040815	124.873	8.6e-07	353.808	2.45e-06
2020-02-11	31218.369	0.00021608	90186.401	0.00062422	187.31	1.3e-06	541.118	3.75e-06
2020-02-12	43358.846	0.00030011	133545.247	0.00092433	260.153	1.8e-06	801.271	5.55e-06
2020-02-13	52897.793	0.00036613	186443.04	0.00129046	317.387	2.2e-06	1118.658	7.74e-06
2020-02-14	59835.208	0.00041415	246278.248	0.00170461	359.011	2.48e-06	1477.669	1.023e-05
2020-02-15	64171.093	0.00044416	310449.341	0.00214876	385.027	2.66e-06	1862.696	1.289e-05
2020-02-16	67639.801	0.00046817	378089.141	0.00261693	405.839	2.81e-06	2268.535	1.57e-05
2020-02-17	68506.977	0.00047417	446596.119	0.0030911	411.042	2.85e-06	2679.577	1.855e-05
2020-02-18	69374.154	0.00048017	515970.273	0.00357127	416.245	2.88e-06	3095.822	2.143e-05
2020-02-19	70241.331	0.00048617	586211.605	0.00405744	421.448	2.92e-06	3517.27	2.434e-05
2020-02-20	69374.154	0.00048017	655585.759	0.00453761	416.245	2.88e-06	3933.515	2.723e-05
2020-02-21	68506.977	0.00047417	724092.736	0.00501178	411.042	2.85e-06	4344.556	3.007e-05
2020-02-22	67639.801	0.00046817	791732.537	0.00547995	405.839	2.81e-06	4750.395	3.288e-05
2020-02-23	63303.916	0.00043816	855036.453	0.00591811	379.823	2.63e-06	5130.219	3.551e-05
2020-02-24	61569.562	0.00042615	916606.015	0.00634426	369.417	2.56e-06	5499.636	3.807e-05
2020-02-25	58100.854	0.00040214	974706.869	0.0067464	348.605	2.41e-06	5848.241	4.048e-05
2020-02-26	50296.262	0.00034812	1025003.131	0.00709452	301.778	2.09e-06	6150.019	4.257e-05
2020-02-27	43358.846	0.00030011	1068361.978	0.00739463	260.153	1.8e-06	6410.172	4.437e-05
2020-02-28	37288.608	0.00025809	1105650.586	0.00765272	223.732	1.55e-06	6633.904	4.592e-05
2020-02-29	32085.546	0.00022208	1137736.132	0.0078748	192.513	1.33e-06	6826.417	4.725e-05
2020-03-01	26882.485	0.00018607	1164618.617	0.00806087	161.295	1.12e-06	6987.712	4.837e-05
2020-03-02	21679.423	0.00015005	1186298.04	0.00821092	130.077	9e-07	7117.788	4.927e-05
2020-03-03	17343.539	0.00012004	1203641.579	0.00833097	104.061	7.2e-07	7221.849	4.999e-05
2020-03-04	14742.008	0.00010204	1218383.586	0.008433	88.452	6.1e-07	7310.302	5.06e-05
2020-03-05	13007.654	9.003e-05	1231391.24	0.00852303	78.046	5.4e-07	7388.347	5.114e-05
2020-03-06	11273.3	7.803e-05	1242664.54	0.00860106	67.64	4.7e-07	7455.987	5.161e-05
2020-03-07	9538.946	6.602e-05	1252203.487	0.00866708	57.234	4e-07	7513.221	5.2e-05
2020-03-08	7804.592	5.402e-05	1260008.079	0.0087211	46.828	3.2e-07	7560.048	5.233e-05
2020-03-09	6070.239	4.201e-05	1266078.318	0.00876312	36.421	2.5e-07	7596.47	5.258e-05
2020-03-10	4335.885	3.001e-05	1270414.202	0.00879313	26.015	1.8e-07	7622.485	5.276e-05
2020-03-11	3468.708	2.401e-05	1273882.91	0.00881714	20.812	1.4e-07	7643.297	5.29e-05
2020-03-12	2601.531	1.801e-05	1276484.441	0.00883514	15.609	1.1e-07	7658.907	5.301e-05
2020-03-13	1734.354	1.2e-05	1278218.795	0.00884715	10.406	7e-08	7669.313	5.308e-05
2020-03-14	867.177	6e-06	1279085.972	0.00885315	5.203	4e-08	7674.516	5.312e-05
