Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Wilson	2	0	0	0	3.982e-5	0	10	4	2.5	1.991e-4	7.964e-5	4.9775e-5	0	0	0	0
Zapata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bowie	4	0	0	0	4.241e-5	0	20	8	5	2.1205e-4	8.482e-5	5.30125e-5	1	0	0	0
Brewster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gonzales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burnet	3	0	0	0	6.31e-5	0	15	6	3.75	3.155e-4	1.262e-4	7.8875e-5	1	0	0	0
Dewitt	3	0	0	0	1.4861e-4	0	15	6	3.75	7.4305e-4	2.9722e-4	1.857625e-4	0	0	0	0
Smith	32	1	0	0	1.39e-4	4.34e-6	333.333333333	153.846153846	100	0.00144666666667	6.67692307692e-4	4.34e-4	1	0	0	0
Erath	3	0	0	0	7.068e-5	0	15	6	3.75	3.534e-4	1.4136e-4	8.835e-5	1	0	0	0
Walker	3	0	0	0	4.139e-5	0	15	6	3.75	2.0695e-4	8.278e-5	5.17375e-5	0	0	0	0
Tyler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hill	1	0	0	0	2.751e-5	0	5	2	1.25	1.3755e-4	5.502e-5	3.43875e-5	0	0	0	0
Kent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bailey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reagan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarrant	238	1	0	0	1.1415e-4	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	99	0	0	0
Hudspeth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
La Salle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Throckmorton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Henderson	1	0	0	0	1.215e-5	0	5	2	1.25	6.075e-5	2.43e-5	1.51875e-5	0	0	0	0
