Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Ontario	104	0	4	N/A	7.2e-6	0	520	208	130	3.6e-5	1.44e-5	9e-6	NA	NA	2020-03-15
Ontario	177	0	5	N/A	1.225e-05	0.0	885	354	221.25	6.125e-05	2.45e-05	1.53125e-05	73	0	NA	NA	2020-03-16
Ontario	185	1	5	N/A	1.281e-05	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	8	1	-89	100	NA	NA	2020-03-17
Ontario	221	1	5	N/A	1.53e-05	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	36	0	350	-100	NA	NA	2020-03-18
Ontario	257	1	5	N/A	1.779e-05	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	36	0	0	100	16650	0.001143	2020-03-19
Ontario	308	2	5	N/A	2.132e-05	1.4e-07	666.666666667	307.692307692	200	4.66666666667e-05	2.15384615385e-05	1.4e-05	51	1	41.7	100	19511	0.001339	2020-03-20
Ontario	377	3	6	N/A	2.61e-05	2.1e-07	1000	461.538461538	300	7e-05	3.23076923077e-05	2.1e-05	69	1	35.3	0	NA	NA	2020-03-21
Ontario	425	5	0	0	2.942e-05	3.5e-07	1666.66666667	769.230769231	500	0.000116666666667	5.38461538462e-05	3.5e-05	48	2	-30.4	100	26420	0.001796	2020-03-22
Ontario	503	6	0	0	3.482e-05	4.2e-07	2000	923.076923077	600	0.00014	6.46153846154e-05	4.2e-05	78	1	62.5	-50	20089	0.001366	2020-03-23
Ontario	503	6	0	0	3.482e-05	4.2e-07	2000	923.076923077	600	0.00014	6.46153846154e-05	4.2e-05	78	1	62.5	-50	20089	0.001366	2020-03-23
Ontario	588	7	0	0	4.07e-05	4.8e-07	2333.33333333	1076.92307692	700	0.00016	7.38461538462e-05	4.8e-05	85	1	9	0	NA	NA	2020-03-24
Ontario	688	8	0	0	4.762e-05	5.5e-07	2666.66666667	1230.76923077	800	0.000183333333333	8.46153846154e-05	5.5e-05	100	1	17.6	0	35635	0.002422	2020-03-25
Ontario	858	13	0	0	5.939e-05	9e-07	4333.33333333	2000	1300	0.0003	0.000138461538462	9e-05	170	5	70	400	NA	NA	2020-03-26
Ontario	994	18	0	0	6.881e-05	1.25e-06	6000	2769.23076923	1800	0.000416666666667	0.000192307692308	0.000125	136	5	-20	0	30960	0.002104	2020-03-27
Ontario	1144	18	0	0	7.919e-05	1.25e-06	6000	2769.23076923	1800	0.000416666666667	0.000192307692308	0.000125	150	0	10.3	-100	NA	NA	2020-03-28
Ontario	1355	21	0	0	9.379e-05	1.45e-06	7000	3230.76923077	2100	0.000483333333333	0.000223076923077	0.000145	211	3	40.7	100	41983	0.002854	2020-03-29
Ontario	1706	31	0	0	0.00011809	2.15e-06	10333.3333333	4769.23076923	3100	0.000716666666667	0.000330769230769	0.000215	351	10	66.4	233.3	48461	0.003294	2020-03-30
Ontario	1706	31	0	0	0.00011809	2.15e-06	10333.3333333	4769.23076923	3100	0.000716666666667	0.000330769230769	0.000215	351	10	66.4	233.3	48461	0.003294	2020-03-30
Ontario	1966	33	0	0	0.00013609	2.28e-06	11000	5076.92307692	3300	0.00076	0.000350769230769	0.000228	260	2	-25.9	-80	NA	NA	2020-03-31
Ontario	2392	37	0	0	0.00016558	2.56e-06	12333.3333333	5692.30769231	3700	0.000853333333333	0.000393846153846	0.000256	426	4	63.8	100	57874	0.003934	2020-04-01
Ontario	2793	53	0	0	0.00019333	3.67e-06	17666.6666667	8153.84615385	5300	0.00122333333333	0.000564615384615	0.000367	401	16	-5.9	300	66753	0.004537	2020-04-02
Ontario	3255	67	0	0	0.00022531	4.64e-06	22333.3333333	10307.6923077	6700	0.00154666666667	0.000713846153846	0.000464	462	14	15.2	-12.5	NA	NA	2020-04-03
Ontario	3630	94	0	0	0.00025127	6.51e-06	31333.3333333	14461.5384615	9400	0.00217	0.00100153846154	0.000651	375	27	-18.8	92.9	2020-04-04
Ontario	4354	119	0	0	0.00030139	8.24e-06	39666.6666667	18307.6923077	11900	0.00274666666667	0.00126769230769	0.000824	724	25	93.1	-7.4	2020-04-05
