Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Mississippi	320	1	0	0	0.00010752	3.4e-07	333.333333333	153.846153846	100	0.000113333333333	5.23076923077e-05	3.4e-05	71	0	69	0	NA	NA
Northern Mariana Islands	0	0	0	0	N/A	N/A	0	0	0	N/A	N/A	N/A	0	0	100	0	NA	NA
Wuhan Evacuee	4	0	0	0	N/A	N/A	20	8	5	N/A	N/A	N/A	0	0	100	0	NA	NA
Oklahoma	106	3	0	0	2.679e-05	7.6e-07	1000	461.538461538	300	0.000253333333333	0.000116923076923	7.6e-05	25	1	78.6	0	NA	NA
Wyoming	29	0	0	0	5.011e-05	0.0	145	58	36.25	0.00025055	0.00010022	6.26375e-05	3	0	100	0	NA	NA
Minnesota	261	1	0	0	4.628e-05	1.8e-07	333.333333333	153.846153846	100	6e-05	2.76923076923e-05	1.8e-05	27	0	-59.7	0	NA	NA
Illinois	1537	16	0	0	0.00012129	1.26e-06	5333.33333333	2461.53846154	1600	0.00042	0.000193846153846	0.000126	252	4	6.8	0	NA	NA
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	0	NA	NA
Arkansas	219	2	0	0	7.257e-05	6.6e-07	666.666666667	307.692307692	200	0.00022	0.000101538461538	6.6e-05	27	2	0	0	NA	NA
New Mexico	100	0	0	0	4.769e-05	0.0	500	200	125	0.00023845	9.538e-05	5.96125e-05	17	0	-34.6	0	NA	NA
Ohio	567	8	0	0	4.851e-05	6.8e-07	2666.66666667	1230.76923077	800	0.000226666666667	0.000104615384615	6.8e-05	124	2	42.5	0	NA	NA
Indiana	368	12	0	0	5.466e-05	1.78e-06	4000	1846.15384615	1200	0.000593333333333	0.000273846153846	0.000178	98	5	48.5	0	NA	NA
