"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
240,240,"USA","United States","UNITED STATES","United States of America","United States","","United States of America|USA|US|U.S.|U.S.A.","","États-Unis ","Estados Unidos ","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0451><U+043D><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B> <U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0438>","<U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> ","<U+7F8E><U+56FD> ","","","United States","US",NA,"US",840,"19590821","Present",NA
