Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	1376.611	3.715e-05	3177.098	8.573e-05	8.26	2.2e-07	19.063	5.1e-07
United States of America	18229.737	5.572e-05	46278.176	0.00014145	109.378	3.3e-07	277.669	8.5e-07
Canada	1376.611	3.715e-05	3177.098	8.573e-05	8.26	2.2e-07	19.06258925	5.1e-07
United States of America	18229.737	5.572e-05	46278.176	0.00014145	109.378	3.3e-07	277.66905588	8.5e-07
Canada	51015610586.726	1376.61050807	117739624994.172	3177.09820816	0.0	0.0	0.0	0.0
United States of America	5964176213693.4	18229.73680716	15140712085573.59	46278.17597999	0.0	0.0	0.0	0.0
Canada	1376.611	3.715e-05	3177.098	8.573e-05	0.0	0.0	0.0	0.0
United States of America	18229.737	5.572e-05	46278.176	0.00014145	0.0	0.0	0.0	0.0
Canada	858345.402	0.02316168	1980987.085	0.05345516	0.0	0.0	0.0	0.0
United States of America	100348171.243	0.30671809	254744781.956	0.77863734	0.0	0.0	0.0	0.0
Canada	1376.611	3.715e-05	3177.098	8.573e-05	0.0	0.0	0.0	0.0
United States of America	18229.737	5.572e-05	46278.176	0.00014145	0.0	0.0	0.0	0.0
Canada	1376.611	3.715e-05	3177.098	8.573e-05	0.0	0.0	0.0	0.0
United States of America	18229.737	5.572e-05	46278.176	0.00014145	0.0	0.0	0.0	0.0
Canada	1376.611	3.715e-05	3177.098	8.573e-05	0.0	0.0	0.0	0.0
United States of America	18229.737	5.572e-05	46278.176	0.00014145	0.0	0.0	0.0	0.0
Canada	1376.611	3.715e-05	3177.098	8.573e-05	0.0	0.0	0.0	0.0
United States of America	18229.737	5.572e-05	46278.176	0.00014145	0.0	0.0	0.0	0.0
