Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	621200.081	0.01676253	5164502.876	0.13935948	3727.2	0.00010058	30987.017	0.00083616
United States of America	6049923.01	0.01849183	51643806.259	0.1578513	36299.538	0.00011095	309862.838	0.00094711
Saint Kitts and Nevis	36.817	0.00070207	152.934	0.0029163	0.221	4.21e-06	0.918	1.75e-05
Guatemala	27669.585	0.00160424	134376.398	0.00779093	166.018	9.63e-06	806.258	4.675e-05
Jamaica	5666.854	0.00193088	28532.094	0.00972181	34.001	1.159e-05	171.193	5.833e-05
Saint Vincent and the Grenadines	176.803	0.00160424	858.638	0.00779093	1.061	9.63e-06	5.152	4.675e-05
Saint Lucia	291.793	0.00160424	1417.084	0.00779093	1.751	9.63e-06	8.503	4.675e-05
Dominican Republic	38155.165	0.00359034	197603.084	0.01859415	228.931	2.154e-05	1185.619	0.00011156
The Bahamas	509.118	0.00132019	2385.835	0.00618669	3.055	7.92e-06	14.315	3.712e-05
Panama	8065.042	0.00193088	40606.753	0.00972181	48.39	1.159e-05	243.641	5.833e-05
Costa Rica	14592.029	0.00291873	75010.642	0.01500381	87.552	1.751e-05	450.064	9.002e-05
El Salvador	6961.277	0.00108419	31246.542	0.0048665	41.768	6.51e-06	187.479	2.92e-05
Haiti	12059.585	0.00108419	54130.92	0.0048665	72.358	6.51e-06	324.786	2.92e-05
Mexico	545538.088	0.00432312	2891948.342	0.02291727	3273.229	2.594e-05	17351.69	0.0001375
Antigua and Barbuda	154.466	0.00160424	750.157	0.00779093	0.927	9.63e-06	4.501	4.675e-05
Dominica	62.028	0.00086601	270.908	0.00378231	0.372	5.2e-06	1.625	2.269e-05
Trinidad and Tobago	2229.663	0.00160424	10828.282	0.00779093	13.378	9.63e-06	64.97	4.675e-05
Honduras	18512.357	0.00193088	93208.037	0.00972181	111.074	1.159e-05	559.248	5.833e-05
Nicaragua	7009.815	0.00108419	31464.41	0.0048665	42.059	6.51e-06	188.786	2.92e-05
Cuba	21892.587	0.00193088	110227.188	0.00972181	131.356	1.159e-05	661.363	5.833e-05
Paraguay	16439.051	0.00236327	84064.63	0.01208507	98.634	1.418e-05	504.388	7.251e-05
Canada	621200.081	0.01676253	5164502.876	0.13935948	3727.2	0.00010058	30987.01725542	0.00083616
United States of America	6049923.01	0.01849183	51643806.259	0.1578513	36299.538	0.00011095	309862.83755513	0.00094711
Saint Kitts and Nevis	36.817	0.00070207	152.934	0.0029163	0.221	4.21e-06	0.91760278	1.75e-05
Guatemala	27669.585	0.00160424	134376.398	0.00779093	166.018	9.63e-06	806.25839059	4.675e-05
Jamaica	5666.854	0.00193088	28532.094	0.00972181	34.001	1.159e-05	171.19256125	5.833e-05
Saint Vincent and the Grenadines	176.803	0.00160424	858.638	0.00779093	1.061	9.63e-06	5.15182813	4.675e-05
Saint Lucia	291.793	0.00160424	1417.084	0.00779093	1.751	9.63e-06	8.5025031	4.675e-05
Dominican Republic	38155.165	0.00359034	197603.084	0.01859415	228.931	2.154e-05	1185.61850619	0.00011156
The Bahamas	509.118	0.00132019	2385.835	0.00618669	3.055	7.92e-06	14.31500793	3.712e-05
Panama	8065.042	0.00193088	40606.753	0.00972181	48.39	1.159e-05	243.64051611	5.833e-05
Costa Rica	14592.029	0.00291873	75010.642	0.01500381	87.552	1.751e-05	450.0638509	9.002e-05
El Salvador	6961.277	0.00108419	31246.542	0.0048665	41.768	6.51e-06	187.47924984	2.92e-05
Haiti	12059.585	0.00108419	54130.92	0.0048665	72.358	6.51e-06	324.78552211	2.92e-05
Mexico	545538.088	0.00432312	2891948.342	0.02291727	3273.229	2.594e-05	17351.69004921	0.0001375
Antigua and Barbuda	154.466	0.00160424	750.157	0.00779093	0.927	9.63e-06	4.50094295	4.675e-05
Dominica	62.028	0.00086601	270.908	0.00378231	0.372	5.2e-06	1.62544908	2.269e-05
Trinidad and Tobago	2229.663	0.00160424	10828.282	0.00779093	13.378	9.63e-06	64.96969001	4.675e-05
Honduras	18512.357	0.00193088	93208.037	0.00972181	111.074	1.159e-05	559.24822427	5.833e-05
Nicaragua	7009.815	0.00108419	31464.41	0.0048665	42.059	6.51e-06	188.7864595	2.92e-05
Cuba	21892.587	0.00193088	110227.188	0.00972181	131.356	1.159e-05	661.36312835	5.833e-05
Paraguay	16439.051	0.00236327	84064.63	0.01208507	98.634	1.418e-05	504.38777954	7.251e-05
Canada	23020964333740.5	621200.08058912	191390568389683.78	5164502.87590323	3727.2	0.00010058	30955.565	0.00083531
United States of America	1979337787234844.0	6049923.01047556	1.6896171575811984e+16	51643806.25918894	36299.538	0.00011095	309585.168	0.00094626
Saint Kitts and Nevis	1930735.604	36.81729188	8020001.274	152.93379748	0.221	4.21e-06	0.873	1.665e-05
Guatemala	477239656049.048	27669.58466366	2317698185492.733	134376.39843099	166.018	9.63e-06	791.62	4.59e-05
Jamaica	16631393743.216	5666.85364122	83737557392.188	28532.09354199	34.001	1.159e-05	168.702	5.748e-05
Saint Vincent and the Grenadines	19485464.411	176.80305246	94630496.307	858.63802112	1.061	9.63e-06	5.058	4.59e-05
Saint Lucia	53073976.385	291.79321666	257751964.251	1417.08384922	1.751	9.63e-06	8.348	4.59e-05
Dominican Republic	405481230013.746	38155.16461951	2099960582057.782	197603.08436519	228.931	2.154e-05	1176.599	0.00011072
The Bahamas	196336318.563	509.11813754	920073276.307	2385.83465488	3.055	7.92e-06	13.988	3.627e-05
Panama	33686654935.589	8065.04170359	169609248904.371	40606.75268421	48.39	1.159e-05	240.096	5.748e-05
Costa Rica	72951990199.05	14592.0294287	375011278134.377	75010.64181663	87.552	1.751e-05	445.821	8.917e-05
El Salvador	44696578467.041	6961.27714593	200626044761.009	31246.54164081	41.768	6.51e-06	182.03	2.835e-05
Haiti	134140891375.212	12059.58544351	602107754112.992	54130.92035161	72.358	6.51e-06	315.345	2.835e-05
Mexico	68841881146229.734	545538.08750469	364937240073614.25	2891948.34153515	3273.229	2.594e-05	17244.591	0.00013665
Antigua and Barbuda	14872879.071	154.46564476	72229632.218	750.15715907	0.927	9.63e-06	4.419	4.59e-05
Dominica	4442758.586	62.02804309	19403798.372	270.90817971	0.372	5.2e-06	1.565	2.185e-05
Trinidad and Tobago	3098914676.014	2229.66279722	15049773904.07	10828.28166911	13.378	9.63e-06	63.79	4.59e-05
Honduras	177487631488.504	18512.35715428	893634108941.384	93208.03737831	111.074	1.159e-05	551.111	5.748e-05
Nicaragua	45322050293.282	7009.8150438	203433551351.271	31464.40991632	42.059	6.51e-06	183.299	2.835e-05
Cuba	248221173317.496	21892.58706478	1249771069553.842	110227.18805803	131.356	1.159e-05	651.74	5.748e-05
Paraguay	114351205872.389	16439.05099192	584759534340.139	84064.62992401	98.634	1.418e-05	498.484	7.166e-05
Canada	621200.081	0.01676253	5164502.876	0.13935948	3727.2	0.00010058	30955.565	0.00083531
United States of America	6049923.01	0.01849183	51643806.259	0.1578513	36299.538	0.00011095	309585.168	0.00094626
Saint Kitts and Nevis	36.817	0.00070207	152.934	0.0029163	0.221	4.21e-06	0.873	1.665e-05
Guatemala	27669.585	0.00160424	134376.398	0.00779093	166.018	9.63e-06	791.62	4.59e-05
Jamaica	5666.854	0.00193088	28532.094	0.00972181	34.001	1.159e-05	168.702	5.748e-05
Saint Vincent and the Grenadines	176.803	0.00160424	858.638	0.00779093	1.061	9.63e-06	5.058	4.59e-05
Saint Lucia	291.793	0.00160424	1417.084	0.00779093	1.751	9.63e-06	8.348	4.59e-05
Dominican Republic	38155.165	0.00359034	197603.084	0.01859415	228.931	2.154e-05	1176.599	0.00011072
The Bahamas	509.118	0.00132019	2385.835	0.00618669	3.055	7.92e-06	13.988	3.627e-05
Panama	8065.042	0.00193088	40606.753	0.00972181	48.39	1.159e-05	240.096	5.748e-05
Costa Rica	14592.029	0.00291873	75010.642	0.01500381	87.552	1.751e-05	445.821	8.917e-05
El Salvador	6961.277	0.00108419	31246.542	0.0048665	41.768	6.51e-06	182.03	2.835e-05
Haiti	12059.585	0.00108419	54130.92	0.0048665	72.358	6.51e-06	315.345	2.835e-05
Mexico	545538.088	0.00432312	2891948.342	0.02291727	3273.229	2.594e-05	17244.591	0.00013665
Antigua and Barbuda	154.466	0.00160424	750.157	0.00779093	0.927	9.63e-06	4.419	4.59e-05
Dominica	62.028	0.00086601	270.908	0.00378231	0.372	5.2e-06	1.565	2.185e-05
Trinidad and Tobago	2229.663	0.00160424	10828.282	0.00779093	13.378	9.63e-06	63.79	4.59e-05
Honduras	18512.357	0.00193088	93208.037	0.00972181	111.074	1.159e-05	551.111	5.748e-05
Nicaragua	7009.815	0.00108419	31464.41	0.0048665	42.059	6.51e-06	183.299	2.835e-05
Cuba	21892.587	0.00193088	110227.188	0.00972181	131.356	1.159e-05	651.74	5.748e-05
Paraguay	16439.051	0.00236327	84064.63	0.01208507	98.634	1.418e-05	498.484	7.166e-05
Canada	387331223.688	10.45178577	3220175401.08	86.8935458	718606.77	0.01939096	3895898.864	0.10512734
United States of America	33302659093.968	101.79087413	284280654677.21	868.91488924	65782909.166	0.20106802	369426272.075	1.12916578
Saint Kitts and Nevis	32.485	0.00061946	134.938	0.00257313	0.021	3.9e-07	0.06	1.14e-06
Guatemala	8029629.745	0.46554497	38995624.219	2.26090333	4685.397	0.00027165	21204.671	0.00122941
Jamaica	279825.727	0.09534567	1408897.13	0.48005681	161.5	5.503e-05	775.456	0.00026422
Saint Vincent and the Grenadines	327.846	0.00297474	1592.172	0.01444672	0.191	1.74e-06	0.866	7.86e-06
Saint Lucia	892.978	0.00490947	4336.716	0.02384265	0.521	2.86e-06	2.358	1.296e-05
Dominican Republic	6822283.321	0.64196644	35332155.949	3.32470193	3938.647	0.00037062	19696.589	0.00185342
The Bahamas	3303.388	0.00856599	15480.373	0.04014203	1.952	5.06e-06	8.258	2.141e-05
Panama	566783.089	0.13569555	2853701.39	0.68321479	327.116	7.832e-05	1570.675	0.00037604
Costa Rica	1227428.322	0.24551311	6309621.75	1.26206545	674.846	0.00013498	3487.446	0.00069757
El Salvador	752026.726	0.11712455	3375563.695	0.52572781	463.79	7.223e-05	1748.165	0.00027227
Haiti	2256940.884	0.20290436	10130554.472	0.91076096	1391.9	0.00012514	5246.497	0.00047167
Mexico	1158275113.013	9.17876123	6140124528.135	48.65747037	782268.636	0.00619909	3559496.285	0.02820726
Antigua and Barbuda	250.238	0.00259891	1215.275	0.01262151	0.146	1.52e-06	0.661	6.86e-06
Dominica	74.75	0.00104363	326.472	0.00455807	0.048	6.7e-07	0.16	2.23e-06
Trinidad and Tobago	52139.71	0.03751442	253214.733	0.18218748	30.424	2.189e-05	137.691	9.907e-05
Honduras	2986256.375	0.31147322	15035529.699	1.56823939	1723.503	0.00017977	8275.543	0.00086316
Nicaragua	762550.384	0.1179412	3422800.42	0.52939348	470.28	7.274e-05	1772.629	0.00027417
Cuba	4176358.966	0.3683461	21027588.188	1.85458919	2410.365	0.00021259	11573.567	0.00102076
Paraguay	1923976.418	0.27658953	9838668.038	1.41440017	1088.701	0.00015651	5444.94	0.00078276
Canada	621200.081	0.01676253	5164502.876	0.13935948	1152.498	3.11e-05	6248.225	0.0001686
United States of America	6049923.01	0.01849183	51643806.259	0.1578513	11950.443	3.653e-05	67111.773	0.00020513
Saint Kitts and Nevis	36.817	0.00070207	152.934	0.0029163	0.023	4.5e-07	0.068	1.29e-06
Guatemala	27669.585	0.00160424	134376.398	0.00779093	16.146	9.4e-07	73.07	4.24e-06
Jamaica	5666.854	0.00193088	28532.094	0.00972181	3.271	1.11e-06	15.704	5.35e-06
Saint Vincent and the Grenadines	176.803	0.00160424	858.638	0.00779093	0.103	9.4e-07	0.467	4.24e-06
Saint Lucia	291.793	0.00160424	1417.084	0.00779093	0.17	9.4e-07	0.771	4.24e-06
Dominican Republic	38155.165	0.00359034	197603.084	0.01859415	22.028	2.07e-06	110.158	1.037e-05
