Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Voru	-0.013	-0.013	N/A	N/A
Rapla	-0.567	-0.567	N/A	N/A
Jogeva	0.0	0.0	N/A	N/A
Saare	-5.601	-5.601	N/A	N/A
Laane-Viru	0.0	0.0	N/A	N/A
other	0.0	0.0	N/A	N/A
Ida-Viru	-0.777	-0.777	N/A	N/A
Parnu	-0.155	-0.155	N/A	N/A
Hiiu	0.0	0.0	N/A	N/A
Viljandi	0.0	0.0	N/A	N/A
Tartu	-7.461	-7.461	N/A	N/A
Jarva	-0.142	-0.142	N/A	N/A
Polva	0.0	0.0	N/A	N/A
Laane	-0.286	-0.286	N/A	N/A
Harju	-1.223	-1.223	N/A	N/A
Valga	-0.283	-0.283	N/A	N/A
