Name	Confirmed	Deaths	Recovered	Active
Washington	0	0	0	0
Nez Perce	4	1	0	0
Gooding	0	0	0	0
Clearwater	0	0	0	0
Benewah	0	0	0	0
Ada	92	1	0	0
Boundary	0	0	0	0
Valley	1	0	0	0
Teton	2	0	0	0
Idaho	1	0	0	0
Bingham	1	0	0	0
Owyhee	1	0	0	0
Custer	1	0	0	0
Fremont	1	0	0	0
Elmore	0	0	0	0
Boise	0	0	0	0
Bonneville	1	0	0	0
Butte	0	0	0	0
Twin Falls	2	0	0	0
Gem	1	0	0	0
Lincoln	1	0	0	0
Adams	0	0	0	0
Lemhi	0	0	0	0
Oneida	0	0	0	0
Bannock	3	0	0	0
Franklin	0	0	0	0
Payette	1	0	0	0
Caribou	0	0	0	0
Latah	0	0	0	0
Madison	2	0	0	0
Kootenai	26	0	0	0
Power	0	0	0	0
Clark	0	0	0	0
Lewis	0	0	0	0
Bear Lake	0	0	0	0
Camas	0	0	0	0
Canyon	22	1	0	0
Jefferson	2	0	0	0
Blaine	114	2	0	0
Bonner	1	0	0	0
Cassia	1	0	0	0
Minidoka	0	0	0	0
Jerome	0	0	0	0
Shoshone	0	0	0	0
