Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	38226	812	1846	35568	0.00046436	9.86e-06	270666.666667	124923.076923	81200	0.00328666666667	0.00151692307692	0.000986	247768	0.002938
Italy	139422	17669	26491	95262	0.00230712	0.00029238	5889666.66667	2718307.69231	1766900	0.09746	0.0449815384615	0.029238	807125	0.013349
Czech Republic	5312	99	233	4980	0.00049992	9.32e-06	33000	15230.7692308	9900	0.00310666666667	0.00143384615385	0.000932	98681	0.009215
Monaco	81	1	4	76	0.002094	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	912	15	8	889	0.00032694	5.38e-06	5000	2307.69230769	1500	0.00179333333333	0.000827692307692	0.000538	30108	0.01106
Luxembourg	3034	46	500	2488	0.00499237	7.569e-05	15333.3333333	7076.92307692	4600	0.02523	0.0116446153846	0.007569	26573	0.04245
France	113959	10887	21452	81620	0.0017012	0.00016252	3629000	1674923.07692	1088700	0.0541733333333	0.0250030769231	0.016252	224254	0.003436
Andorra	564	23	52	489	0.0073241	0.00029868	7666.66666667	3538.46153846	2300	0.09956	0.0459507692308	0.029868	1673	0.021653
Switzerland	23280	895	9800	12585	0.0027335	0.00010509	298333.333333	137692.307692	89500	0.03503	0.0161676923077	0.010509	171938	0.019867
Georgia	211	3	50	158	5.655e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	3271	8.2e-4
Slovakia	682	2	16	664	0.00012521	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	19681	0.003605
Ireland	6074	235	25	5814	0.00125147	4.842e-05	78333.3333333	36153.8461538	23500	0.01614	0.00744923076923	0.004842	42484	0.008604
Norway	6086	101	32	5953	0.0011452	1.901e-05	33666.6666667	15538.4615385	10100	0.00633666666667	0.00292461538462	0.001901	113896	0.021009
Israel	9404	73	801	8530	0.00105856	8.22e-06	24333.3333333	11230.7692308	7300	0.00274	0.00126461538462	0.000822	117339	0.013557
Belarus	1066	13	77	976	0.00011238	1.37e-06	4333.33333333	2000	1300	0.000456666666667	0.000210769230769	0.000137	46000	0.004868
Iceland	1616	6	633	977	0.00457047	1.697e-05	2000	923.076923077	600	0.00565666666667	0.00261076923077	0.001697	30947	0.090689
Montenegro	248	2	4	242	0.00039849	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2329	0.003708
Slovenia	1091	40	120	931	0.00052772	1.935e-05	13333.3333333	6153.84615385	4000	0.00645	0.00297692307692	0.001935	30669	0.014752
Germany	113296	2349	46300	64647	0.0013662	2.833e-05	783000	361384.615385	234900	0.00944333333333	0.00435846153846	0.002833	1317887	0.01573
Bosnia and Herzegovina	804	34	79	691	0.00024188	1.023e-05	11333.3333333	5230.76923077	3400	0.00341	0.00157384615385	0.001023	6911	0.002106
Armenia	881	9	114	758	0.00029846	3.05e-06	3000	1384.61538462	900	0.00101666666667	0.000469230769231	0.000305	5452	0.00184
