2020-03-15	0.0
2020-03-16	0.0
2020-03-17	0.0
2020-03-18	0.0
2020-03-19	0.0
2020-03-20	1.0
2020-03-21	3.0
2020-03-22	0.667
2020-03-23	0.823
2020-03-24	1.017
2020-03-25	1.255
2020-03-26	1.543
2020-03-27	1.863
2020-03-28	2.207
2020-03-29	2.606
2020-03-30	3.077
2020-03-31	3.638
2020-04-01	4.295
2020-04-02	5.062
2020-04-03	5.931
2020-04-04	6.893
2020-04-05	7.939
2020-04-06	9.087
2020-04-07	10.307
2020-04-08	11.563
2020-04-09	12.831
2020-04-10	14.095
2020-04-11	15.369
2020-04-12	16.695
2020-04-13	18.157
2020-04-14	19.615
2020-04-15	21.026
2020-04-16	22.224
2020-04-17	23.155
2020-04-18	23.691
2020-04-19	23.994
2020-04-20	24.08
2020-04-21	24.035
2020-04-22	23.814
2020-04-23	23.504
2020-04-24	23.15
2020-04-25	22.704
2020-04-26	22.168
2020-04-27	21.59
2020-04-28	21.013
2020-04-29	20.44
2020-04-30	19.913
2020-05-01	19.43
2020-05-02	18.938
2020-05-03	18.401
2020-05-04	17.817
2020-05-05	17.188
2020-05-06	16.517
2020-05-07	15.845
2020-05-08	15.173
2020-05-09	14.508
2020-05-10	13.856
2020-05-11	13.225
2020-05-12	12.601
2020-05-13	11.993
2020-05-14	11.4
2020-05-15	10.83
2020-05-16	10.274
2020-05-17	9.745
2020-05-18	9.24
2020-05-19	8.759
2020-05-20	8.296
2020-05-21	7.849
2020-05-22	7.415
2020-05-23	6.99
2020-05-24	6.568
2020-05-25	6.147
2020-05-26	5.725
2020-05-27	5.31
2020-05-28	4.925
2020-05-29	4.586
2020-05-30	4.292
2020-05-31	4.039
2020-06-01	3.819
2020-06-02	3.615
2020-06-03	3.413
2020-06-04	3.211
2020-06-05	3.009
2020-06-06	2.806
2020-06-07	2.607
2020-06-08	2.426
2020-06-09	2.263
2020-06-10	2.116
2020-06-11	1.985
2020-06-12	1.867
2020-06-13	1.749
2020-06-14	1.631
2020-06-15	1.514
2020-06-16	1.396
2020-06-17	1.278
2020-06-18	1.16
2020-06-19	1.045
2020-06-20	0.937
2020-06-21	0.839
2020-06-22	0.75
2020-06-23	0.668
2020-06-24	0.59
2020-06-25	0.514
2020-06-26	0.438
2020-06-27	0.36
2020-06-28	0.281
2020-06-29	0.2
2020-06-30	0.129
2020-07-01	0.079
2020-07-02	0.05
2020-07-03	0.033
2020-07-04	0.024
2020-07-05	0.018
2020-07-06	0.015
2020-07-07	0.012
2020-07-08	0.009
2020-07-09	0.007
2020-07-10	0.005
