Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Marche	6775.0	994.0	5288.0	493.0	N/A	N/A	N/A	N/A	331333.333333	152923.076923	99400.0	N/A	N/A	N/A
Friuli Venezia Giulia	3305.0	344.0	2890.0	71.0	N/A	N/A	N/A	N/A	114666.666667	52923.0769231	34400.0	N/A	N/A	N/A
P.A. Trento	4465.0	466.0	3948.0	51.0	N/A	N/A	N/A	N/A	155333.333333	71692.3076923	46600.0	N/A	N/A	N/A
Calabria	1175.0	97.0	1050.0	28.0	N/A	N/A	N/A	N/A	32333.3333333	14923.0769231	9700.0	N/A	N/A	N/A
Puglia	4529.0	542.0	3797.0	190.0	N/A	N/A	N/A	N/A	180666.666667	83384.6153846	54200.0	N/A	N/A	N/A
Molise	444.0	23.0	378.0	43.0	N/A	N/A	N/A	N/A	7666.66666667	3538.46153846	2300.0	N/A	N/A	N/A
Lazio	8033.0	832.0	6315.0	886.0	N/A	N/A	N/A	N/A	277333.333333	128000.0	83200.0	N/A	N/A	N/A
Liguria	9939.0	1553.0	8131.0	255.0	N/A	N/A	N/A	N/A	517666.666667	238923.076923	155300.0	N/A	N/A	N/A
Campania	4634.0	431.0	4062.0	141.0	N/A	N/A	N/A	N/A	143666.666667	66307.6923077	43100.0	N/A	N/A	N/A
Sardegna	1360.0	132.0	1213.0	15.0	N/A	N/A	N/A	N/A	44000.0	20307.6923077	13200.0	N/A	N/A	N/A
Abruzzo	3282.0	460.0	2431.0	391.0	N/A	N/A	N/A	N/A	153333.333333	70769.2307692	46000.0	N/A	N/A	N/A
P.A. Bolzano	2633.0	292.0	2252.0	89.0	N/A	N/A	N/A	N/A	97333.3333333	44923.0769231	29200.0	N/A	N/A	N/A
Sicilia	3073.0	280.0	2661.0	132.0	N/A	N/A	N/A	N/A	93333.3333333	43076.9230769	28000.0	N/A	N/A	N/A
Emilia-Romagna	28260.0	4236.0	22935.0	1089.0	N/A	N/A	N/A	N/A	1412000.0	651692.307692	423600.0	N/A	N/A	N/A
Veneto	19250.0	2004.0	16682.0	564.0	N/A	N/A	N/A	N/A	668000.0	308307.692308	200400.0	N/A	N/A	N/A
Basilicata	401.0	27.0	366.0	8.0	N/A	N/A	N/A	N/A	9000.0	4153.84615385	2700.0	N/A	N/A	N/A
Toscana	10217.0	1100.0	8780.0	337.0	N/A	N/A	N/A	N/A	366666.666667	169230.769231	110000.0	N/A	N/A	N/A
Piemonte	31254.0	4059.0	25325.0	1870.0	N/A	N/A	N/A	N/A	1353000.0	624461.538462	405900.0	N/A	N/A	N/A
Lombardia	93173.0	16579.0	63691.0	12903.0	N/A	N/A	N/A	N/A	5526333.33333	2550615.38462	1657900.0	N/A	N/A	N/A
Umbria	1438.0	78.0	1348.0	12.0	N/A	N/A	N/A	N/A	26000.0	12000.0	7800.0	N/A	N/A	N/A
Valle d'Aosta	1193.0	146.0	1042.0	5.0	N/A	N/A	N/A	N/A	48666.6666667	22461.5384615	14600.0	N/A	N/A	N/A
