Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Logan	0.359	0.359	7.92e-06	7.92e-06
Licking	5.33	5.33	3.032e-05	3.032e-05
Brown	0.0	0.0	0.0	0.0
Wood	3.174	3.174	2.428e-05	2.428e-05
Pike	0.922	0.922	3.286e-05	3.286e-05
Richland	2.036	2.036	1.681e-05	1.681e-05
Wayne	2.778	2.778	2.396e-05	2.396e-05
Sandusky	0.0	0.0	0.0	0.0
Fulton	0.0	0.0	0.0	0.0
Seneca	0.291	0.291	5.28e-06	5.28e-06
Montgomery	11.857	11.857	2.227e-05	2.227e-05
Fairfield	5.246	5.246	3.367e-05	3.367e-05
Coshocton	0.244	0.244	6.66e-06	6.66e-06
Wyandot	0.497	0.497	2.266e-05	2.266e-05
Hamilton	40.003	40.003	4.898e-05	4.898e-05
Cuyahoga	32.472	32.472	2.611e-05	2.611e-05
Washington	2.395	2.395	3.982e-05	3.982e-05
Pickaway	3.369	3.369	5.799e-05	5.799e-05
Hardin	0.0	0.0	0.0	0.0
Erie	0.778	0.778	1.043e-05	1.043e-05
Fayette	0.17	0.17	5.93e-06	5.93e-06
Morrow	0.0	0.0	0.0	0.0
Jefferson	0.0	0.0	0.0	0.0
Guernsey	0.0	0.0	0.0	0.0
Monroe	0.0	0.0	0.0	0.0
Summit	1.785	1.785	3.29e-06	3.29e-06
Belmont	2.096	2.096	3.105e-05	3.105e-05
Lawrence	1.247	1.247	2.084e-05	2.084e-05
Marion	2.695	2.695	4.13e-05	4.13e-05
Delaware	4.372	4.372	2.134e-05	2.134e-05
Mercer	0.51	0.51	1.246e-05	1.246e-05
Ashland	0.06	0.06	1.11e-06	1.11e-06
Madison	1.198	1.198	2.697e-05	2.697e-05
Darke	0.95	0.95	1.852e-05	1.852e-05
Muskingum	0.442	0.442	5.13e-06	5.13e-06
Defiance	0.419	0.419	1.098e-05	1.098e-05
Scioto	0.0	0.0	0.0	0.0
Clermont	1.737	1.737	8.45e-06	8.45e-06
Mahoning	12.845	12.845	5.593e-05	5.593e-05
Trumbull	7.725	7.725	3.889e-05	3.889e-05
Gallia	0.24	0.24	7.99e-06	7.99e-06
Williams	0.0	0.0	0.0	0.0
Lorain	4.731	4.731	1.529e-05	1.529e-05
Lake	5.749	5.749	2.494e-05	2.494e-05
Geauga	0.377	0.377	4.01e-06	4.01e-06
Auglaize	0.0	0.0	0.0	0.0
Tuscarawas	0.93	0.93	1.009e-05	1.009e-05
Adams	0.0	0.0	0.0	0.0
Paulding	0.0	0.0	0.0	0.0
Highland	0.599	0.599	1.391e-05	1.391e-05
Shelby	4.888	4.888	0.00010051	0.00010051
Allen	0.0	0.0	0.0	0.0
Putnam	0.0	0.0	0.0	0.0
Franklin	42.817	42.817	3.268e-05	3.268e-05
Butler	6.767	6.767	1.77e-05	1.77e-05
Greene	1.557	1.557	9.27e-06	9.27e-06
Hancock	1.258	1.258	1.656e-05	1.656e-05
Union	0.719	0.719	1.243e-05	1.243e-05
Ashtabula	1.497	1.497	1.536e-05	1.536e-05
Perry	0.0	0.0	0.0	0.0
Preble	0.0	0.0	0.0	0.0
Clark	0.599	0.599	4.45e-06	4.45e-06
Miami	5.569	5.569	5.243e-05	5.243e-05
Columbiana	5.869	5.869	5.716e-05	5.716e-05
Carroll	0.659	0.659	2.432e-05	2.432e-05
Morgan	0.0	0.0	0.0	0.0
Holmes	1.797	1.797	4.093e-05	4.093e-05
Knox	0.419	0.419	6.77e-06	6.77e-06
Meigs	0.0	0.0	0.0	0.0
Medina	2.526	2.526	1.41e-05	1.41e-05
Warren	2.815	2.815	1.212e-05	1.212e-05
Lucas	24.253	24.253	5.642e-05	5.642e-05
Ottawa	0.0	0.0	0.0	0.0
Huron	0.719	0.719	1.228e-05	1.228e-05
Clinton	0.659	0.659	1.566e-05	1.566e-05
Crawford	0.525	0.525	1.263e-05	1.263e-05
Stark	8.264	8.264	2.224e-05	2.224e-05
Champaign	0.0	0.0	0.0	0.0
Athens	0.0	0.0	0.0	0.0
Portage	7.725	7.725	4.741e-05	4.741e-05
Ross	0.0	0.0	0.0	0.0
Van Wert	1.845	1.845	6.522e-05	6.522e-05
