Name	Confirmed	Deaths	Recovered	Active
Preble	1	0	0	0
Richland	5	0	0	0
Shelby	4	0	0	0
Union	4	0	0	0
Paulding	0	0	0	0
Montgomery	31	1	0	0
Wayne	7	0	0	0
Brown	1	0	0	0
Champaign	3	0	0	0
Defiance	5	0	0	0
Miami	46	5	0	0
Hancock	3	0	0	0
Lorain	78	2	0	0
Columbiana	11	2	0	0
Henry	0	0	0	0
Muskingum	2	0	0	0
Belmont	8	0	0	0
Gallia	1	1	0	0
Marion	7	0	0	0
Allen	4	0	0	0
Huron	3	1	0	0
Darke	12	0	0	0
Warren	20	0	0	0
Perry	0	0	0	0
Jackson	0	0	0	0
Washington	3	0	0	0
Wyandot	1	0	0	0
Jefferson	7	0	0	0
Ashtabula	6	0	0	0
Butler	30	0	0	0
Ross	1	0	0	0
Vinton	0	0	0	0
Hamilton	101	0	0	0
Scioto	0	0	0	0
Greene	3	0	0	0
Fulton	2	0	0	0
Seneca	3	0	0	0
Madison	5	0	0	0
Clinton	3	0	0	0
Clark	6	0	0	0
Trumbull	42	2	0	0
Erie	5	1	0	0
Cuyahoga	493	4	0	0
Meigs	0	0	0	0
Delaware	38	1	0	0
Stark	44	2	0	0
Fairfield	13	0	0	0
Geauga	22	0	0	0
Coshocton	5	0	0	0
Lawrence	1	0	0	0
Fayette	1	0	0	0
Medina	48	1	0	0
Van Wert	1	0	0	0
Pike	1	0	0	0
Adams	0	0	0	0
Clermont	9	0	0	0
Licking	21	0	0	0
Lake	43	1	0	0
Morrow	0	0	0	0
Summit	118	5	0	0
Franklin	281	2	0	0
Guernsey	0	0	0	0
Highland	1	0	0	0
Holmes	1	0	0	0
Morgan	0	0	0	0
Carroll	5	0	0	0
Harrison	0	0	0	0
Mercer	2	0	0	0
Mahoning	117	4	0	0
Portage	32	1	0	0
Sandusky	3	0	0	0
Athens	3	1	0	0
Hocking	0	0	0	0
Wood	13	0	0	0
Crawford	5	0	0	0
Williams	0	0	0	0
Noble	0	0	0	0
Tuscarawas	7	0	0	0
Knox	3	0	0	0
Putnam	0	0	0	0
Hardin	0	0	0	0
Lucas	114	3	0	0
Ottawa	2	0	0	0
Auglaize	2	0	0	0
Ashland	2	0	0	0
Pickaway	5	0	0	0
Logan	3	0	0	0
Monroe	0	0	0	0
