Alcona,10362
Alger,9097
Allegan,117327
Alpena,28360
Antrim,23365
Arenac,15041
Baraga,8320
Barry,61157
Bay,103923
Benzie,17753
Berrien,154141
Branch,43622
Calhoun,134487
Cass,51653
Charlevoix,26244
Cheboygan,25413
Chippewa,37517
Clare,30757
Clinton,79332
Crawford,13901
Delta,35857
Dickinson,25383
Eaton,109826
Emmet,33308
Genesee,406892
Gladwin,25337
Gogebic,15096
Grand Traverse,92573
Gratiot,40599
Hillsdale,45749
Houghton,36219
Huron,31166
Ingham,292735
Ionia,64210
Iosco,25081
Iron,11117
Isabella,70562
Jackson,158823
Kalamazoo,264870
Kalkaska,17824
Kent,653786
Keweenaw,2113
Lake,11881
Lapeer,88028
Leelanau,21764
Lenawee,98266
Livingston,191224
Luce,6283
Mackinac,10787
Macomb,874759
Manistee,24528
Marquette,66516
Mason,29100
Mecosta,43545
Menominee,22983
Midland,83209
Missaukee,15113
Monroe,150439
Montcalm,63968
Montmorency,9265
Muskegon,173588
Newaygo,48892
Oakland,1259201
Oceana,26625
Ogemaw,20952
Ontonagon,5795
Osceola,23341
Oscoda,8276
Otsego,24665
Ottawa,290494
Presque Isle,12738
Roscommon,23884
Saginaw,190800
Saint Clair,159337
Saint Joseph,61043
Sanilac,41182
Schoolcraft,8068
Shiawassee,68192
Tuscola,52516
Van Buren,75448
Washtenaw,370963
Wayne,1753893
Wexford,33466
