Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	NA	NA
Afghanistan	367	11	18	338	9.87e-6	3e-7	3666.66666667	1692.30769231	1100	1e-4	4.61538461538e-5	3e-5	NA	NA
Qatar	1832	4	131	1697	6.586e-4	1.44e-6	1333.33333333	615.384615385	400	4.8e-4	2.21538461538e-4	1.44e-4	38108	0.013227
Bangladesh	123	12	33	78	7.6e-7	7e-8	4000	1846.15384615	1200	2.33333333333e-5	1.07692307692e-5	7e-6	3610	2.2e-5
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	NA	NA
Kuwait	665	1	103	561	1.6073e-4	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	NA	NA
Nepal	9	0	1	8	3.2e-7	0	45	18	11.25	1.6e-6	6.4e-7	4e-7	1656	5.7e-5
Cambodia	114	0	53	61	7.02e-6	0	570	228	142.5	3.51e-5	1.404e-5	8.775e-6	5768	3.45e-4
Laos	12	0	0	12	1.7e-6	0	60	24	15	8.5e-6	3.4e-6	2.125e-6	621	8.5e-5
Bahrain	756	4	458	294	4.817e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	47684	0.028023
Brunei	135	1	82	52	3.1471e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	8261	0.018883
Saudi Arabia	2605	38	551	2016	7.73e-5	1.13e-6	12666.6666667	5846.15384615	3800	3.76666666667e-4	1.73846153846e-4	1.13e-4	NA	NA
Iran	60500	3739	24236	32525	7.3961e-4	4.571e-5	1246333.33333	575230.769231	373900	0.0152366666667	0.00703230769231	0.004571	186000	0.002214
Singapore	1375	6	344	1025	2.4385e-4	1.06e-6	2000	923.076923077	600	3.53333333333e-4	1.63076923077e-4	1.06e-4	65000	0.01111
Jordan	349	6	126	217	3.505e-5	6e-7	2000	923.076923077	600	2e-4	9.23076923077e-5	6e-5	17000	0.001666
Lebanon	541	19	60	462	7.899e-5	2.77e-6	6333.33333333	2923.07692308	1900	9.23333333333e-4	4.26153846154e-4	2.77e-4	9653	0.001414
China	82665	3335	77310	2020	5.935e-5	2.39e-6	1111666.66667	513076.923077	333500	7.96666666667e-4	3.67692307692e-4	2.39e-4	NA	NA
Iraq	1031	64	344	623	2.683e-5	1.67e-6	21333.3333333	9846.15384615	6400	5.56666666667e-4	2.56923076923e-4	1.67e-4	NA	NA
Kazakhstan	662	6	46	610	3.622e-5	3.3e-7	2000	923.076923077	600	1.1e-4	5.07692307692e-5	3.3e-5	5093	2.71e-4
Kyrgyzstan	216	4	33	179	3.42e-5	6.3e-7	1333.33333333	615.384615385	400	2.1e-4	9.69230769231e-5	6.3e-5	9618	0.001474
Maldives	19	0	13	6	3.684e-5	0	95	38	23.75	1.842e-4	7.368e-5	4.605e-5	NA	NA
