Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Papua New Guinea	3.196	3.7e-07	4713.837	0.00054772	0.326	4e-08	26.941	3.13e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.288	3e-08	27.228	3.16e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.249	3e-08	27.478	3.19e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.211	2e-08	27.689	3.22e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.173	2e-08	27.861	3.24e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.134	2e-08	27.995	3.25e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.096	1e-08	28.091	3.26e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.077	1e-08	28.168	3.27e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.058	1e-08	28.225	3.28e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.038	0.0	28.264	3.28e-06
Papua New Guinea	0.0	0.0	4713.837	0.00054772	0.019	0.0	28.283	3.29e-06
