Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
New Zealand	1.03	2.1e-07	1519.001	0.00031092	0.105	2e-08	8.681	1.78e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.093	2e-08	8.774	1.8e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.08	2e-08	8.854	1.81e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.068	1e-08	8.922	1.83e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.056	1e-08	8.978	1.84e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.043	1e-08	9.021	1.85e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.031	1e-08	9.052	1.85e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.025	1e-08	9.077	1.86e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.019	0.0	9.095	1.86e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.012	0.0	9.108	1.86e-06
New Zealand	0.0	0.0	1519.001	0.00031092	0.006	0.0	9.114	1.87e-06
Fiji	2.458	2.78e-06	33.206	3.759e-05	0.012	1e-08	0.043	5e-08
Papua New Guinea	249.274	2.896e-05	2917.785	0.00033903	0.959	1.1e-07	2.953	3.4e-07
