Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Equatorial Guinea	16	0	1	15	1.222e-5	0	80	32	20	6.11e-5	2.444e-5	1.5275e-5	NA	NA
South Africa	1655	11	95	1549	2.864e-5	1.9e-7	3666.66666667	1692.30769231	1100	6.33333333333e-5	2.92307692308e-5	1.9e-5	56873	9.59e-4
Tunisia	574	22	5	547	4.963e-5	1.9e-6	7333.33333333	3384.61538462	2200	6.33333333333e-4	2.92307692308e-4	1.9e-4	7145	6.05e-4
Djibouti	59	0	9	50	6.153e-5	0	295	118	73.75	3.0765e-4	1.2306e-4	7.69125e-5	NA	NA
Mozambique	10	0	1	9	3.4e-7	0	50	20	12.5	1.7e-6	6.8e-7	4.25e-7	338	1.1e-5
Uganda	52	0	0	52	1.22e-6	0	260	104	65	6.1e-6	2.44e-6	1.525e-6	2629	5.7e-5
Burundi	3	0	0	3	2.7e-7	0	15	6	3.75	1.35e-6	5.4e-7	3.375e-7	NA	NA
Kenya	142	4	4	134	2.76e-6	8e-8	1333.33333333	615.384615385	400	2.66666666667e-5	1.23076923077e-5	8e-6	3836	7.1e-5
Niger	184	10	13	161	8.2e-6	4.5e-7	3333.33333333	1538.46153846	1000	1.5e-4	6.92307692308e-5	4.5e-5	4012	1.66e-4
Botswana	6	1	0	5	2.66e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	966	4.11e-4
