Longitude	Latitude	Value
-1.9872573523641	53.0368524280173	53.8738558056322
-1.34018763649274	53.9293839725213	55.3437112603922
-2.5719917673527	54.0024050684067	54.3804993206146
-2.70322186292297	54.6819983363615	53.7480038622434
-2.13196955721943	54.0477453078098	53.6840213986843
-1.77110750892045	53.5765654889653	53.9603280517553
-1.96285826667514	54.5287400263229	54.1013246452474
-2.06316368347889	54.1184957513561	53.8505367804002
-1.76911503564746	54.273366180559	53.9314423950032
-1.90269792567337	54.1053627865536	53.9503898780956
-2.82622150043973	53.2007112187084	53.9832049052459
-1.96942435733449	54.372223626252	53.0621691104849
-1.89718161047181	53.7308744798718	54.5028191622262
-1.78783028826517	53.8776109428543	54.9443553227678
-2.07772943181964	53.9898829819374	53.7694875071791
-2.12189264688879	53.961017640958	54.143058942002
-1.4833720636399	54.3239325798239	54.0449128983566
-2.71335119153303	54.4738580462204	54.0522125257085
-2.09592462648429	54.3050538202403	54.1486633373556
-1.5522566810494	53.5547802436761	54.5388578390183
-1.83858731366226	54.2216941560481	54.2428272275659
-1.57701642580492	53.3387138297202	53.6524006584229
-2.17107586353844	53.6247563856181	54.3337847895182
-2.20247407628674	53.5269994762673	54.9345917261592
-1.88847751839505	53.2575533016879	54.2044830742597
-2.65544626396908	54.4452993027026	54.6219423061028
-1.52292939890882	54.4284274544447	55.1664010183159
-2.02972480398463	54.5126073833173	54.720881848291
-2.86574664068113	53.5523307158303	54.1003401311006
-2.27943440962423	53.8822835515444	54.9881858424195
-1.44743649282065	53.4593704361952	54.0159833071509
-3.1346111931437	53.9774235204431	53.808499583368
-1.95681095108493	54.0518009776803	54.7698378841886
-2.53692856955934	53.6937298303144	53.7900905041308
-2.29447975802492	54.0199667303599	54.418115609189
-1.24605860311342	53.6136694314814	54.4932433717092
-1.41452695896389	53.7872194015243	54.1521065321378
-2.46740139531024	53.0681196212234	54.4549709267902
-2.8240532793783	53.5949798264449	53.1187582274884
-2.38129243580446	53.1254766506835	53.7689146274258
-2.3034414572288	55.2263870636997	54.2481994953724
-2.07728126869441	54.0140729710779	54.8140390897919
-1.33140511536885	54.0407030099036	53.6383654901385
-1.93338157741454	54.6934469974638	54.3128656876846
-1.79009035514446	53.7567262150243	54.0717332622779
-2.20989736038976	53.5510059905306	53.3885708219989
-1.87242902022293	54.1667093959553	54.3942077637085
-1.86255565902777	53.9511810812226	54.4627858741725
-2.56845741761984	54.4036900889303	53.9789991827875
-1.43526140725791	54.031554400289	54.805607062702
-4.04058776723635	56.2110634298526	55.953361698362
-3.84212929849194	55.3040268084748	55.8360357937105
-4.35536983390525	56.3166645279824	55.5167462258104
-4.64515763133802	56.2750434205597	55.8841197474319
-4.43217953509421	55.8437912618132	56.3725741299186
-5.35383726552091	55.5595311194298	55.1416639522002
-4.56153267461072	55.8794798074132	56.5529273961291
-4.06049689603977	56.6673809522074	55.0083411893738
-3.99672733259096	56.2055788451426	55.7545539241632
-5.59105302479374	55.7223919430009	56.7504653440766
-5.92697890085206	55.9175920439908	56.6967418346967
-5.01576831894628	55.7513806013675	56.0644852869312
-4.30943531246032	55.4512981646453	55.3595935609819
-4.58122562345224	56.1036798210938	56.4042575021341
-4.18849158113057	55.8859244116911	56.1814630319833
-4.10394406894458	55.6965384743899	56.0839283451597
-4.44204279677772	55.7477294446577	55.9314341008017
-4.77357987636702	56.3884405063217	56.3333495541967
-4.67794029497406	56.2723852762846	55.8561241672546
-4.93016759175305	56.3123157022711	55.5265654940186
-4.97931915834243	56.3186489496505	55.5911333254129
-5.59226199920101	56.2116581651906	56.1306163451522
-3.87227575827794	55.8408820756962	55.7656163814462
-4.50548645933477	57.0388462803599	56.369154544867
-4.66389795207926	55.6665800314599	56.466452011928
-4.0465894454802	56.5525014746236	56.395517953265
-5.20218418836133	55.8191226174518	56.4041332891454
-4.63823634900054	56.0788938520422	56.4856694733052
-4.69736220373055	56.7142327261032	56.4975663730512
-4.70425479609719	57.0690431339434	56.4746666000724
-5.02567306584815	56.3628986866576	55.7225504604429
-3.95403580984632	55.1876304968905	55.9998692080017
-4.72103674901192	55.6866095774961	55.9510703396445
-3.89672544411538	56.2155614997157	56.4597536197765
-3.24335136374982	55.6823633612015	56.9752413961064
-4.95770739186277	56.1943365268927	55.751991158163
-4.21228109975135	56.6266375433919	55.9201812381302
-4.71740046863283	55.6022363315533	56.4464568594079
-4.6166059167997	55.0050413147017	55.7159069452962
-4.66621130708676	56.7235627029639	55.8718137262292
-3.84037023794157	56.0212087827708	55.9720326904761
-4.19914391632634	56.432010563696	55.9021942353722
-4.32194908138694	55.1287072172067	57.2262873598767
-4.52908902987925	55.1098432117229	56.183166024573
-4.27623389548488	55.9848015973173	56.506434883894
-4.07201313447688	57.1006401352801	56.1537949368988
-4.95882587821647	55.852159578303	56.5760392174607
-4.98258842258433	55.5888651147833	55.5276193936526
-4.64895315547703	56.5481915431747	55.7137638042818
-4.5583565323799	56.2221558722413	56.3052950886847
