Longitude	Latitude	Value
-0.343796510762224	52.0335263098407	51.2416357735416
-1.01464772604347	52.5238069216422	51.9237925342592
-1.41180798598134	52.433499829665	51.8302342323229
-0.886158692225142	52.1579512194495	52.595151472792
-1.4155447660565	51.6498894008744	52.1044333535736
-1.43981785769116	51.8464990709818	52.6796961042406
-1.59251708246082	51.8724046443823	51.7943092902357
-0.466740690113403	52.3738650315334	52.1817929984461
-1.10979491082335	51.8624596207748	51.6008094785283
-1.01255188211671	51.8857085995946	51.5257174473939
-0.858550723655859	51.7250098850213	52.4884789568579
-1.36613479455638	51.4593664830611	51.719763656126
0.106618913170117	51.489650554232	51.8783907513934
-0.289602475632092	52.5049041136112	52.1933694227303
-1.49969665104081	51.6408156930674	52.8272605383348
-0.600997391755709	52.1264136978675	52.0942859984432
-1.02264901331164	52.2753085179969	51.9104010084749
-1.77511252888998	51.750743103704	52.6184865975448
-1.11432607135269	52.0356220562728	51.2966513823964
-0.240980671599653	51.6380400146197	50.61112033613
-1.35356618329805	51.5924927602965	52.2880024789914
-1.24568968062901	52.1588744460976	52.0705924128622
0.544078926812656	51.7139560444859	51.8466162291581
-1.6022091004164	51.1350132024104	52.3115160380655
-0.586963053883831	51.7708395099115	52.3988606412788
-0.132817226861157	52.682819785003	51.746668456214
-0.514022029506925	52.164656553688	51.9289472984116
-1.47282115175125	51.8839495619092	51.9333028587293
-1.08914702584596	51.2589422628332	51.7812326218748
-0.338510610470503	52.2778654841048	52.2357871116385
-1.00105047168612	52.0416263757254	51.5438404160279
-1.21157053439496	51.9022607069163	51.7539929787893
-0.503402332901352	52.3591422184978	51.363618941043
-0.987549408781919	51.6540464102381	51.9581697243384
-0.101488497063404	51.9359488890449	52.6058781706668
-0.965724115165215	52.7469572871018	51.6222286508406
-0.622835506906939	51.2890988340942	52.6622998725843
-1.02083253017135	51.9339872663994	51.8871282769116
-1.18218094505903	50.585893602612	51.9889990209133
-0.392128353554468	51.4424295530904	52.4109461741398
-1.01667575519566	51.793695047785	52.9283465388754
-1.61148022986528	51.932914280874	52.5278574794665
-0.594151952538737	52.7950242416398	53.2911286767499
-0.488143211502853	51.976219274103	51.6235628236084
-0.948692309956822	51.9635917841237	52.0626840534594
-0.931283554133361	51.4989618715987	52.2541526623833
-1.38035087754162	51.8870262723285	51.8640924650348
-0.913777412867885	52.5169746197372	51.0092400930749
-1.17052446348144	51.4730106891218	51.936303113203
-0.63204652338075	51.7029603131962	52.4521847370878
