Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Wilson	6	0	0	0	4.267e-05	0.0	30	12	7.5	0.00021335	8.534e-05	5.33375e-05	4	0
Blount	2	0	0	0	1.523e-05	0.0	10	4	2.5	7.615e-05	3.046e-05	1.90375e-05	1	0
Shelby	93	0	0	0	9.938e-05	0.0	465	186	116.25	0.0004969	0.00019876	0.000124225	27	0
Union	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Humphreys	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Montgomery	3	0	0	0	1.457e-05	0.0	15	6	3.75	7.285e-05	2.914e-05	1.82125e-05	0	0
Wayne	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Robertson	6	0	0	0	8.449e-05	0.0	30	12	7.5	0.00042245	0.00016898	0.0001056125	3	0
White	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hamblen	3	0	0	0	4.646e-05	0.0	15	6	3.75	0.0002323	9.292e-05	5.8075e-05	1	0
Henderson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Weakley	1	0	0	0	2.993e-05	0.0	5	2	1.25	0.00014965	5.986e-05	3.74125e-05	1	0
Dickson	5	0	0	0	9.355e-05	0.0	25	10	6.25	0.00046775	0.0001871	0.0001169375	1	0
Bedford	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Obion	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Smith	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hancock	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Henry	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Trousdale	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Moore	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Sullivan	2	0	0	0	1.268e-05	0.0	10	4	2.5	6.34e-05	2.536e-05	1.585e-05	1	0
Maury	6	0	0	0	6.36e-05	0.0	30	12	7.5	0.000318	0.0001272	7.95e-05	4	0
Washington	6	0	0	0	4.665e-05	0.0	30	12	7.5	0.00023325	9.33e-05	5.83125e-05	4	0
Bradley	1	0	0	0	9.37e-06	0.0	5	2	1.25	4.685e-05	1.874e-05	1.17125e-05	-1	0
Marion	1	0	0	0	3.5e-05	0.0	5	2	1.25	0.000175	7e-05	4.375e-05	0	0
Hickman	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Polk	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Warren	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Perry	2	0	0	0	0.00024802	0.0	10	4	2.5	0.0012401	0.00049604	0.000310025	1	0
Jackson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Anderson	1	0	0	0	1.307e-05	0.0	5	2	1.25	6.535e-05	2.614e-05	1.63375e-05	0	0
Jefferson	3	0	0	0	5.554e-05	0.0	15	6	3.75	0.0002777	0.00011108	6.9425e-05	1	0
Rhea	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hardin	1	0	0	0	3.88e-05	0.0	5	2	1.25	0.000194	7.76e-05	4.85e-05	1	0
Putnam	6	0	0	0	7.61e-05	0.0	30	12	7.5	0.0003805	0.0001522	9.5125e-05	0	0
Coffee	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Sevier	1	0	0	0	1.022e-05	0.0	5	2	1.25	5.11e-05	2.044e-05	1.2775e-05	0	0
Crockett	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hamilton	12	0	0	0	3.294e-05	0.0	60	24	15	0.0001647	6.588e-05	4.1175e-05	4	0
Lauderdale	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Johnson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Rutherford	9	0	0	0	2.77e-05	0.0	45	18	11.25	0.0001385	5.54e-05	3.4625e-05	1	0
Greene	4	0	0	0	5.79e-05	0.0	20	8	5	0.0002895	0.0001158	7.2375e-05	2	0
Chester	1	0	0	0	5.788e-05	0.0	5	2	1.25	0.0002894	0.00011576	7.235e-05	0	0
Overton	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Clay	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
McMinn	2	0	0	0	3.753e-05	0.0	10	4	2.5	0.00018765	7.506e-05	4.69125e-05	1	0
Gibson	1	0	0	0	2.039e-05	0.0	5	2	1.25	0.00010195	4.078e-05	2.54875e-05	0	0
Macon	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Madison	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Grainger	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hawkins	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Meigs	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Davidson	164	2	0	0	0.00023679	2.89e-06	666.666666667	307.692307692	200	0.000963333333333	0.000444615384615	0.000289	-3	0
Cheatham	4	0	0	0	9.891e-05	0.0	20	8	5	0.00049455	0.00019782	0.0001236375	0	0
Bledsoe	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Lawrence	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Fayette	2	0	0	0	4.937e-05	0.0	10	4	2.5	0.00024685	9.874e-05	6.17125e-05	-1	0
Claiborne	1	0	0	0	3.149e-05	0.0	5	2	1.25	0.00015745	6.298e-05	3.93625e-05	1	0
Lincoln	1	0	0	0	2.931e-05	0.0	5	2	1.25	0.00014655	5.862e-05	3.66375e-05	1	0
Franklin	1	0	0	0	2.387e-05	0.0	5	2	1.25	0.00011935	4.774e-05	2.98375e-05	0	0
Dyer	2	0	0	0	5.359e-05	0.0	10	4	2.5	0.00026795	0.00010718	6.69875e-05	0	0
Sumner	34	0	0	0	0.00018167	0.0	170	68	42.5	0.00090835	0.00036334	0.0002270875	12	0
Marshall	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Carroll	2	0	0	0	7.138e-05	0.0	10	4	2.5	0.0003569	0.00014276	8.9225e-05	0	0
Unassigned	54	0	0	0	N/A	N/A	270	108	67.5	N/A	N/A	N/A	NA	NA
Grundy	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Campbell	2	0	0	0	5.053e-05	0.0	10	4	2.5	0.00025265	0.00010106	6.31625e-05	0	0
Hardeman	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Sequatchie	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Cumberland	2	0	0	0	3.352e-05	0.0	10	4	2.5	0.0001676	6.704e-05	4.19e-05	0	0
De Kalb	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
McNairy	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Lake	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Roane	1	0	0	0	1.882e-05	0.0	5	2	1.25	9.41e-05	3.764e-05	2.3525e-05	0	0
Loudon	1	0	0	0	1.885e-05	0.0	5	2	1.25	9.425e-05	3.77e-05	2.35625e-05	0	0
Haywood	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Williamson	53	0	0	0	0.00022872	0.0	265	106	66.25	0.0011436	0.00045744	0.0002859	5	0
Cannon	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Van Buren	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Giles	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Knox	12	0	0	0	2.579e-05	0.0	60	24	15	0.00012895	5.158e-05	3.22375e-05	7	0
Decatur	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Tipton	6	0	0	0	9.743e-05	0.0	30	12	7.5	0.00048715	0.00019486	0.0001217875	1	0
Benton	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Pickett	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Morgan	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Unicoi	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Stewart	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Houston	1	0	0	0	0.00012102	0.0	5	2	1.25	0.0006051	0.00024204	0.000151275	0	0
Fentress	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Carter	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Cocke	1	0	0	0	2.795e-05	0.0	5	2	1.25	0.00013975	5.59e-05	3.49375e-05	0	0
Lewis	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Out of TN	89	0	0	0	N/A	N/A	445	178	111.25	N/A	N/A	N/A	NA	NA
Scott	1	0	0	0	4.537e-05	0.0	5	2	1.25	0.00022685	9.074e-05	5.67125e-05	-1	0
Monroe	2	0	0	0	4.314e-05	0.0	10	4	2.5	0.0002157	8.628e-05	5.3925e-05	-1	0
