Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Belgium	886	4	1	N/A	7.757e-5	3.5e-7	1333.33333333	615.384615385	400	1.16666666667e-4	5.38461538462e-5	3.5e-5	NA	NA	2020-03-15
Belgium	1058	5	1	N/A	9.263e-5	4.4e-7	1666.66666667	769.230769231	500	1.46666666667e-4	6.76923076923e-5	4.4e-5	172	1	NA	NA	2020-03-16
Belgium	1243	10	1	N/A	1.0882e-4	8.8e-7	3333.33333333	1538.46153846	1000	2.93333333333e-4	1.35384615385e-4	8.8e-5	185	5	7.6	400	NA	NA	2020-03-17
Belgium	1486	14	31	N/A	1.301e-4	1.23e-6	4666.66666667	2153.84615385	1400	4.1e-4	1.89230769231e-4	1.23e-4	243	4	31.4	-20	18360	0.001596	2020-03-18
Belgium	1795	21	31	N/A	1.5715e-4	1.84e-6	7000	3230.76923077	2100	6.13333333333e-4	2.83076923077e-4	1.84e-4	309	7	27.2	75	NA	NA	2020-03-19
Belgium	2257	37	1	N/A	1.976e-4	3.24e-6	12333.3333333	5692.30769231	3700	0.00108	4.98461538462e-4	3.24e-4	462	16	49.5	128.6	NA	NA	2020-03-20
Belgium	2815	67	263	N/A	2.4645e-4	5.87e-6	22333.3333333	10307.6923077	6700	0.00195666666667	9.03076923077e-4	5.87e-4	558	30	20.8	87.5	NA	NA	2020-03-21
Belgium	3401	75	263	3063	2.9776e-4	6.57e-6	25000	11538.4615385	7500	0.00219	0.00101076923077	6.57e-4	586	8	5	-73.3	NA	NA	2020-03-22
Belgium	3743	88	401	3254	3.277e-4	7.7e-6	29333.3333333	13538.4615385	8800	0.00256666666667	0.00118461538462	7.7e-4	342	13	-41.6	62.5	NA	NA	2020-03-23
Belgium	4269	122	461	3686	3.7375e-4	1.068e-5	40666.6666667	18769.2307692	12200	0.00356	0.00164307692308	0.001068	526	34	53.8	161.5	NA	NA	2020-03-24
Belgium	4937	178	547	4212	4.3223e-4	1.558e-5	59333.3333333	27384.6153846	17800	0.00519333333333	0.00239692307692	0.001558	668	56	27	64.7	NA	NA	2020-03-25
Belgium	6235	220	675	5340	5.4587e-4	1.926e-5	73333.3333333	33846.1538462	22000	0.00642	0.00296307692308	0.001926	1298	42	94.3	-25	NA	NA	2020-03-26
Belgium	7284	289	858	6137	6.3771e-4	2.53e-5	96333.3333333	44461.5384615	28900	0.00843333333333	0.00389230769231	0.00253	1049	69	-19.2	64.3	NA	NA	2020-03-27
Belgium	9134	353	1063	7718	7.9968e-4	3.091e-5	117666.666667	54307.6923077	35300	0.0103033333333	0.00475538461538	0.003091	1850	64	76.4	-7.2	NA	NA	2020-03-28
Belgium	10836	431	1359	9046	9.4869e-4	3.773e-5	143666.666667	66307.6923077	43100	0.0125766666667	0.00580461538462	0.003773	1702	78	-8	21.9	NA	NA	2020-03-29
Belgium	11899	513	1527	9859	0.00104176	4.491e-5	171000	78923.0769231	51300	0.01497	0.00690923076923	0.004491	1063	82	-37.5	5.1	NA	NA	2020-03-30
Belgium	12775	705	1696	10374	0.00111845	6.172e-5	235000	108461.538462	70500	0.0205733333333	0.00949538461538	0.006172	876	192	-17.6	134.1	NA	NA	2020-03-31
Belgium	13964	828	2132	11004	0.00122255	7.249e-5	276000	127384.615385	82800	0.0241633333333	0.0111523076923	0.007249	1189	123	35.7	-35.9	NA	NA	2020-04-01
Belgium	15348	1011	2495	11842	0.00134371	8.851e-5	337000	155538.461538	101100	0.0295033333333	0.0136169230769	0.008851	1384	183	16.4	48.8	NA	NA	2020-04-02
Belgium	16770	1143	2872	12755	0.00146821	1.0007e-4	381000	175846.153846	114300	0.0333566666667	0.0153953846154	0.010007	1422	132	2.7	-27.9	NA	NA	2020-04-03
Belgium	18431	1283	3247	13901	0.00161363	1.1233e-4	427666.666667	197384.615385	128300	0.0374433333333	0.0172815384615	0.011233	1661	140	16.8	6.1	70000	0.00604	2020-04-04
Belgium	19691	1447	3751	14493	0.00172394	1.2668e-4	482333.333333	222615.384615	144700	0.0422266666667	0.0194892307692	0.012668	1260	164	-24.1	17.1	70000	0.001699	2020-04-05
